_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-9.8,WP4016,DNA IR-damage and cellular response via ATR,M1,1,0
1,-14,GO:0045786,negative regulation of cell cycle,M1,1,0
1,-12,GO:0007088,regulation of mitotic nuclear division,M1,1,0
1,-3.8,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,M1,1,0
1,-11,GO:0044784,metaphase/anaphase transition of cell cycle,M1,1,0
1,-3,GO:0051261,protein depolymerization,M1,1,0
1,-2.4,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,M1,1,0
1,-4.1,GO:0071456,cellular response to hypoxia,M1,1,0
1,-7.1,GO:1905819,negative regulation of chromosome separation,M1,1,0
1,-4.3,GO:0006304,DNA modification,M1,1,0
1,-3.5,R-HSA-9675135,Diseases of DNA repair,M1,1,0
1,-2.6,GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",M1,1,0
1,-3.6,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,M1,1,0
1,-3.2,GO:0045740,positive regulation of DNA replication,M1,1,0
1,-2.4,R-HSA-2995383,Initiation of Nuclear Envelope (NE) Reformation,M1,1,0
1,-27,GO:0000819,sister chromatid segregation,M1,1,0
1,-3.9,GO:0006352,"DNA-templated transcription, initiation",M1,1,0
1,-7.8,GO:0051656,establishment of organelle localization,M1,1,0
1,-2.6,GO:0071214,cellular response to abiotic stimulus,M1,1,0
1,-8.5,R-HSA-110331,Cleavage of the damaged purine,M1,1,0
1,-2.2,GO:0042307,positive regulation of protein import into nucleus,M1,1,0
1,-3,GO:0016241,regulation of macroautophagy,M1,1,0
1,-2,R-HSA-8854518,AURKA Activation by TPX2,M1,1,0
1,-20,R-HSA-195258,RHO GTPase Effectors,M1,1,0
1,-2.4,GO:0002931,response to ischemia,M1,1,0
1,-9.3,GO:0045931,positive regulation of mitotic cell cycle,M1,1,0
1,-4.1,GO:0006399,tRNA metabolic process,M1,1,0
1,-2.6,GO:0043970,histone H3-K9 acetylation,M1,1,0
1,-2.3,GO:1904589,regulation of protein import,M1,1,0
1,-2.5,ko04210,Apoptosis,M1,1,0
1,-3,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-5.3,CORUM:5559,CDC2-CCNA2-CDK2 complex,M1,1,0
1,-2.7,M207,PID RETINOIC ACID PATHWAY,M1,1,0
1,-2.5,M30,PID HDAC CLASSII PATHWAY,M1,1,0
1,-2.6,WP4674,Head and neck squamous cell carcinoma,M1,1,0
1,-24,GO:0000070,mitotic sister chromatid segregation,M1,1,0
1,-2.4,WP710,DNA damage response (only ATM dependent),M1,1,0
1,-3.7,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,M1,1,0
1,-15,R-HSA-73886,Chromosome Maintenance,M1,1,0
1,-4.9,GO:1902750,negative regulation of cell cycle G2/M phase transition,M1,1,0
1,-19,GO:1901987,regulation of cell cycle phase transition,M1,1,0
1,-3.6,GO:0006301,postreplication repair,M1,1,0
1,-3.7,GO:0006338,chromatin remodeling,M1,1,0
1,-4.2,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,M1,1,0
1,-2.6,GO:0008214,protein dealkylation,M1,1,0
1,-3.5,R-HSA-159227,Transport of the SLBP independent Mature mRNA,M1,1,0
1,-17,WP179,Cell cycle,M1,1,0
1,-3.7,GO:0010569,regulation of double-strand break repair via homologous recombination,M1,1,0
1,-2.1,GO:0034661,ncRNA catabolic process,M1,1,0
1,-2.1,GO:0007265,Ras protein signal transduction,M1,1,0
1,-3.4,R-HSA-109606,Intrinsic Pathway for Apoptosis,M1,1,0
1,-8,GO:0006342,chromatin silencing,M1,1,0
1,-15,R-HSA-2559583,Cellular Senescence,M1,1,0
1,-3.7,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",M1,1,0
1,-3,GO:0006400,tRNA modification,M1,1,0
1,-3,R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,M1,1,0
1,-2.5,ko03013,RNA transport,M1,1,0
1,-6.5,M14,PID AURORA B PATHWAY,M1,1,0
1,-4.6,GO:0051493,regulation of cytoskeleton organization,M1,1,0
1,-2.1,GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,M1,1,0
1,-2.5,GO:0042772,"DNA damage response, signal transduction resulting in transcription",M1,1,0
1,-2.1,GO:1901216,positive regulation of neuron death,M1,1,0
1,-12,R-HSA-73854,RNA Polymerase I Promoter Clearance,M1,1,0
1,-3.4,GO:0044728,DNA methylation or demethylation,M1,1,0
1,-3.2,R-HSA-8853884,Transcriptional Regulation by VENTX,M1,1,0
1,-3.4,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-2.6,hsa00240,Pyrimidine metabolism ,M1,1,0
1,-2,GO:0098869,cellular oxidant detoxification,M1,1,0
1,-6.3,R-HSA-9006931,Signaling by Nuclear Receptors,M1,1,0
1,-2,R-HSA-69231,Cyclin D associated events in G1,M1,1,0
1,-22,R-HSA-4839726,Chromatin organization,M1,1,0
1,-2.3,GO:0061351,neural precursor cell proliferation,M1,1,0
1,-2.4,R-HSA-2644603,Signaling by NOTCH1 in Cancer,M1,1,0
1,-2.3,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-2.4,GO:0016579,protein deubiquitination,M1,1,0
1,-2.5,M84,PID ATM PATHWAY,M1,1,0
1,-2.1,GO:0043039,tRNA aminoacylation,M1,1,0
1,-12,GO:0050000,chromosome localization,M1,1,0
1,-2.6,GO:0051091,positive regulation of DNA-binding transcription factor activity,M1,1,0
1,-2.8,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,M1,1,0
1,-2.6,GO:0010225,response to UV-C,M1,1,0
1,-14,M40,PID E2F PATHWAY,M1,1,0
1,-2.7,GO:0044819,mitotic G1/S transition checkpoint signaling,M1,1,0
1,-11,R-HSA-68962,Activation of the pre-replicative complex,M1,1,0
1,-6.5,GO:0031577,spindle checkpoint signaling,M1,1,0
1,-2.7,GO:2000378,negative regulation of reactive oxygen species metabolic process,M1,1,0
1,-2.9,GO:0010586,miRNA metabolic process,M1,1,0
1,-8.2,R-HSA-427413,NoRC negatively regulates rRNA expression,M1,1,0
1,-4.2,GO:0016024,CDP-diacylglycerol biosynthetic process,M1,1,0
1,-2.3,R-HSA-110313,Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,M1,1,0
1,-2.1,R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,M1,1,0
1,-2.4,WP4022,Pyrimidine metabolism,M1,1,0
1,-14,R-HSA-69206,G1/S Transition,M1,1,0
1,-2.3,R-HSA-69186,Lagging Strand Synthesis,M1,1,0
1,-9.7,R-HSA-5693607,Processing of DNA double-strand break ends,M1,1,0
1,-9.2,GO:0051129,negative regulation of cellular component organization,M1,1,0
1,-9.5,GO:0042770,signal transduction in response to DNA damage,M1,1,0
1,-3.9,GO:0043543,protein acylation,M1,1,0
1,-7.1,R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,M1,1,0
1,-3.1,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,M1,1,0
1,-5.5,GO:0051640,organelle localization,M1,1,0
1,-2.1,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",M1,1,0
1,-2.7,GO:0008033,tRNA processing,M1,1,0
1,-2.4,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,M1,1,0
1,-4.7,CORUM:1118,"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)",M1,1,0
1,-14,R-HSA-69306,DNA Replication,M1,1,0
1,-7.6,WP2516,ATM signaling pathway,M1,1,0
1,-11,GO:0051306,mitotic sister chromatid separation,M1,1,0
1,-9.7,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),M1,1,0
1,-2.9,GO:0010824,regulation of centrosome duplication,M1,1,0
1,-7.5,R-HSA-5619507,Activation of HOX genes during differentiation,M1,1,0
1,-3.7,GO:0009792,embryo development ending in birth or egg hatching,M1,1,0
1,-6.1,GO:0009314,response to radiation,M1,1,0
1,-3.9,GO:0045910,negative regulation of DNA recombination,M1,1,0
1,-3.9,GO:1905477,positive regulation of protein localization to membrane,M1,1,0
1,-11,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,M1,1,0
1,-11,R-HSA-157579,Telomere Maintenance,M1,1,0
1,-3.4,GO:0000022,mitotic spindle elongation,M1,1,0
1,-5.9,GO:0007062,sister chromatid cohesion,M1,1,0
1,-4.8,M242,PID AURORA A PATHWAY,M1,1,0
1,-26,GO:0098813,nuclear chromosome segregation,M1,1,0
1,-16,GO:0006302,double-strand break repair,M1,1,0
1,-7.6,GO:0051225,spindle assembly,M1,1,0
1,-15,R-HSA-2555396,Mitotic Metaphase and Anaphase,M1,1,0
1,-2.5,GO:0043624,cellular protein complex disassembly,M1,1,0
1,-2.7,GO:0097435,supramolecular fiber organization,M1,1,0
1,-5.9,M19,PID P73PATHWAY,M1,1,0
1,-7.6,WP2361,Gastric cancer network 1,M1,1,0
1,-2.4,GO:0035306,positive regulation of dephosphorylation,M1,1,0
1,-3.6,GO:2001252,positive regulation of chromosome organization,M1,1,0
1,-3.6,GO:0051054,positive regulation of DNA metabolic process,M1,1,0
1,-9.9,GO:0034723,DNA replication-dependent nucleosome organization,M1,1,0
1,-2.6,R-HSA-168274,Export of Viral Ribonucleoproteins from Nucleus,M1,1,0
1,-2.3,GO:0070507,regulation of microtubule cytoskeleton organization,M1,1,0
1,-8.9,hsa05203,Viral carcinogenesis,M1,1,0
1,-15,R-HSA-3214858,RMTs methylate histone arginines,M1,1,0
1,-2.9,GO:0090329,regulation of DNA-dependent DNA replication,M1,1,0
1,-2.5,GO:0016447,somatic recombination of immunoglobulin gene segments,M1,1,0
1,-3.3,R-HSA-5653656,Vesicle-mediated transport,M1,1,0
1,-2.7,GO:0010970,transport along microtubule,M1,1,0
1,-2.1,GO:0060421,positive regulation of heart growth,M1,1,0
1,-4.2,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,M1,1,0
1,-4,GO:0006282,regulation of DNA repair,M1,1,0
1,-7.9,R-HSA-73929,"Base-Excision Repair, AP Site Formation",M1,1,0
1,-16,ko04110,Cell cycle,M1,1,0
1,-2.8,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-2.7,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,M1,1,0
1,-2.4,CORUM:7581,ESR1-TRAP/Mediator coactivator-complex,M1,1,0
1,-4.7,CORUM:1119,"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)",M1,1,0
1,-14,R-HSA-68882,Mitotic Anaphase,M1,1,0
1,-8,R-HSA-110329,Cleavage of the damaged pyrimidine ,M1,1,0
1,-5.5,R-HSA-68867,Assembly of the pre-replicative complex,M1,1,0
1,-2.3,GO:0030866,cortical actin cytoskeleton organization,M1,1,0
1,-2.5,GO:2000780,negative regulation of double-strand break repair,M1,1,0
1,-3.4,CORUM:646,HDAC1-associated protein complex,M1,1,0
1,-3.1,GO:0032467,positive regulation of cytokinesis,M1,1,0
1,-13,GO:0006310,DNA recombination,M1,1,0
1,-2.8,GO:0043632,modification-dependent macromolecule catabolic process,M1,1,0
1,-6.5,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,M1,1,0
1,-6.4,GO:0031055,chromatin remodeling at centromere,M1,1,0
1,-3.8,GO:1902751,positive regulation of cell cycle G2/M phase transition,M1,1,0
1,-2.1,WP2332,Interleukin-11 signaling pathway,M1,1,0
1,-7.5,ko04115,p53 signaling pathway,M1,1,0
1,-3.8,WP4352,Ciliary landscape,M1,1,0
1,-3.7,GO:0071480,cellular response to gamma radiation,M1,1,0
1,-14,R-HSA-69618,Mitotic Spindle Checkpoint,M1,1,0
1,-2.3,R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,M1,1,0
1,-2.4,hsa05210,Colorectal cancer ,M1,1,0
1,-14,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,M1,1,0
1,-6.3,R-HSA-4551638,SUMOylation of chromatin organization proteins,M1,1,0
1,-2.5,GO:0046622,positive regulation of organ growth,M1,1,0
1,-2.7,WP4584,Biomarkers for pyrimidine metabolism disorders,M1,1,0
1,-2.6,GO:0018022,peptidyl-lysine methylation,M1,1,0
1,-13,R-HSA-912446,Meiotic recombination,M1,1,0
1,-10,R-HSA-1474165,Reproduction,M1,1,0
1,-3.4,GO:0045876,positive regulation of sister chromatid cohesion,M1,1,0
1,-3.3,R-HSA-9013407,RHOH GTPase cycle,M1,1,0
1,-4.3,GO:0009451,RNA modification,M1,1,0
1,-2.1,GO:0016311,dephosphorylation,M1,1,0
1,-2,GO:0071479,cellular response to ionizing radiation,M1,1,0
1,-2.8,R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,M1,1,0
1,-16,hsa04110,Cell cycle ,M1,1,0
1,-2.6,R-HSA-191859,snRNP Assembly,M1,1,0
1,-2.5,GO:0046649,lymphocyte activation,M1,1,0
1,-14,ko05034,Alcoholism,M1,1,0
1,-2.3,GO:0008154,actin polymerization or depolymerization,M1,1,0
1,-21,GO:0006323,DNA packaging,M1,1,0
1,-7.8,R-HSA-5689880,Ub-specific processing proteases,M1,1,0
1,-2.8,GO:0070201,regulation of establishment of protein localization,M1,1,0
1,-2.2,GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,M1,1,0
1,-2.1,M11,PID PRL SIGNALING EVENTS PATHWAY,M1,1,0
1,-12,GO:0010948,negative regulation of cell cycle process,M1,1,0
1,-5.6,GO:0032508,DNA duplex unwinding,M1,1,0
1,-3.2,GO:0043242,negative regulation of protein-containing complex disassembly,M1,1,0
1,-2.5,M2,PID SMAD2 3NUCLEAR PATHWAY,M1,1,0
1,-11,GO:0010965,regulation of mitotic sister chromatid separation,M1,1,0
1,-9.4,GO:1902749,regulation of cell cycle G2/M phase transition,M1,1,0
1,-3.6,GO:0090398,cellular senescence,M1,1,0
1,-3.5,GO:0001701,in utero embryonic development,M1,1,0
1,-2.3,GO:0045638,negative regulation of myeloid cell differentiation,M1,1,0
1,-2.1,GO:0050658,RNA transport,M1,1,0
1,-2.9,hsa05161,Hepatitis B,M1,1,0
1,-3.5,R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,M1,1,0
1,-2.2,GO:0046599,regulation of centriole replication,M1,1,0
1,-8,R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,M1,1,0
1,-8,R-HSA-73928,Depyrimidination,M1,1,0
1,-2.2,R-HSA-168325,Viral Messenger RNA Synthesis,M1,1,0
1,-3.6,GO:0006654,phosphatidic acid biosynthetic process,M1,1,0
1,-2.7,GO:0035303,regulation of dephosphorylation,M1,1,0
1,-8.4,R-HSA-9645723,Diseases of programmed cell death,M1,1,0
1,-3,GO:0051095,regulation of helicase activity,M1,1,0
1,-4.8,GO:0060968,regulation of gene silencing,M1,1,0
1,-7,WP1971,Integrated cancer pathway,M1,1,0
1,-7.6,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,M1,1,0
1,-2.3,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M1,1,0
1,-2.7,GO:0045842,positive regulation of mitotic metaphase/anaphase transition,M1,1,0
1,-2.3,GO:0006346,DNA methylation-dependent heterochromatin assembly,M1,1,0
1,-8.5,R-HSA-73927,Depurination,M1,1,0
1,-3.5,GO:0031109,microtubule polymerization or depolymerization,M1,1,0
1,-2.1,WP5103,Progeria-associated lipodystrophy,M1,1,0
1,-14,R-HSA-68875,Mitotic Prophase,M1,1,0
1,-2.2,WP4262,Breast cancer pathway,M1,1,0
1,-2.1,GO:1901607,alpha-amino acid biosynthetic process,M1,1,0
1,-2.8,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,M1,1,0
1,-4.2,GO:0080135,regulation of cellular response to stress,M1,1,0
1,-4.5,R-HSA-2980766,Nuclear Envelope Breakdown,M1,1,0
1,-9.2,GO:0030261,chromosome condensation,M1,1,0
1,-22,R-HSA-3247509,Chromatin modifying enzymes,M1,1,0
1,-2.2,GO:0051168,nuclear export,M1,1,0
1,-4.6,GO:0070192,chromosome organization involved in meiotic cell cycle,M1,1,0
1,-2.5,CORUM:301,SMCC complex,M1,1,0
1,-3,R-HSA-174411,Polymerase switching on the C-strand of the telomere,M1,1,0
1,-2.2,GO:0030041,actin filament polymerization,M1,1,0
1,-8.9,GO:0010389,regulation of G2/M transition of mitotic cell cycle,M1,1,0
1,-2.6,R-HSA-2559585,Oncogene Induced Senescence,M1,1,0
1,-12,GO:0000226,microtubule cytoskeleton organization,M1,1,0
1,-2.9,GO:0001833,inner cell mass cell proliferation,M1,1,0
1,-2.2,GO:1904591,positive regulation of protein import,M1,1,0
1,-3.4,R-HSA-977347,Serine biosynthesis,M1,1,0
1,-2.2,GO:0016236,macroautophagy,M1,1,0
1,-6,GO:0097193,intrinsic apoptotic signaling pathway,M1,1,0
1,-2.4,GO:1905820,positive regulation of chromosome separation,M1,1,0
1,-31,GO:0051301,cell division,M1,1,0
1,-2,GO:1904385,cellular response to angiotensin,M1,1,0
1,-5.3,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",M1,1,0
1,-2.9,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,M1,1,0
1,-6.6,GO:0007094,mitotic spindle assembly checkpoint signaling,M1,1,0
1,-4.3,GO:0051298,centrosome duplication,M1,1,0
1,-2.7,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,M1,1,0
1,-2.7,R-HSA-4419969,Depolymerisation of the Nuclear Lamina,M1,1,0
1,-2.6,GO:0001824,blastocyst development,M1,1,0
1,-2.4,GO:0016571,histone methylation,M1,1,0
1,-5.1,GO:0000076,DNA replication checkpoint signaling,M1,1,0
1,-2.1,R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,M1,1,0
1,-11,R-HSA-3700989,Transcriptional Regulation by TP53,M1,1,0
1,-2.1,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,M1,1,0
1,-4.9,R-HSA-113507,E2F-enabled inhibition of pre-replication complex formation,M1,1,0
1,-3.4,GO:0006469,negative regulation of protein kinase activity,M1,1,0
1,-12,R-HSA-2990846,SUMOylation,M1,1,0
1,-11,GO:0000725,recombinational repair,M1,1,0
1,-11,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,M1,1,0
1,-12,GO:0051310,metaphase plate congression,M1,1,0
1,-2.6,R-HSA-180746,Nuclear import of Rev protein,M1,1,0
1,-2.4,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,M1,1,0
1,-2.5,R-HSA-4085377,SUMOylation of SUMOylation proteins,M1,1,0
1,-2.1,R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,M1,1,0
1,-2.6,GO:0008156,negative regulation of DNA replication,M1,1,0
1,-5.9,R-HSA-176417,Phosphorylation of Emi1,M1,1,0
1,-19,GO:1901990,regulation of mitotic cell cycle phase transition,M1,1,0
1,-2.7,GO:1901970,positive regulation of mitotic sister chromatid separation,M1,1,0
1,-2.6,ko03410,Base excision repair,M1,1,0
1,-3.7,M288,PID HES HEY PATHWAY,M1,1,0
1,-2.3,R-HSA-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,M1,1,0
1,-4.3,ko04914,Progesterone-mediated oocyte maturation,M1,1,0
1,-9,GO:1901992,positive regulation of mitotic cell cycle phase transition,M1,1,0
1,-9.1,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,M1,1,0
1,-2,M236,PID DELTA NP63 PATHWAY,M1,1,0
1,-7,CORUM:2792,MCM2-MCM4-MCM6-MCM7 complex,M1,1,0
1,-2.1,GO:0018209,peptidyl-serine modification,M1,1,0
1,-5.5,R-HSA-5693571,Nonhomologous End-Joining (NHEJ),M1,1,0
1,-3,GO:0006563,L-serine metabolic process,M1,1,0
1,-21,GO:0044770,cell cycle phase transition,M1,1,0
1,-9,GO:0034660,ncRNA metabolic process,M1,1,0
1,-3,GO:0016072,rRNA metabolic process,M1,1,0
1,-2.8,CORUM:549,DRIP complex,M1,1,0
1,-2.6,R-HSA-194441,Metabolism of non-coding RNA,M1,1,0
1,-2.7,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,M1,1,0
1,-20,R-HSA-69481,G2/M Checkpoints,M1,1,0
1,-2.5,GO:0051785,positive regulation of nuclear division,M1,1,0
1,-2.8,GO:0070076,histone lysine demethylation,M1,1,0
1,-2.1,GO:0051570,regulation of histone H3-K9 methylation,M1,1,0
1,-11,GO:1905818,regulation of chromosome separation,M1,1,0
1,-6.4,GO:0018205,peptidyl-lysine modification,M1,1,0
1,-12,R-HSA-211000,Gene Silencing by RNA,M1,1,0
1,-2.8,CORUM:5611,Emerin complex 24,M1,1,0
1,-3,GO:0035304,regulation of protein dephosphorylation,M1,1,0
1,-2.7,WP1984,Integrated breast cancer pathway,M1,1,0
1,-2.4,M14532,ST PHOSPHOINOSITIDE 3 KINASE PATHWAY,M1,1,0
1,-2.6,GO:0006364,rRNA processing,M1,1,0
1,-7.7,GO:0044773,mitotic DNA damage checkpoint signaling,M1,1,0
1,-2.4,M271,PID PI3K PLC TRK PATHWAY,M1,1,0
1,-2.2,R-HSA-9696273,RND1 GTPase cycle,M1,1,0
1,-4.6,GO:0007063,regulation of sister chromatid cohesion,M1,1,0
1,-13,R-HSA-1912422,Pre-NOTCH Expression and Processing,M1,1,0
1,-11,GO:0016570,histone modification,M1,1,0
1,-5,M66,PID MYC ACTIV PATHWAY,M1,1,0
1,-29,GO:0140014,mitotic nuclear division,M1,1,0
1,-3.4,R-HSA-6804757,Regulation of TP53 Degradation,M1,1,0
1,-9.8,GO:0051304,chromosome separation,M1,1,0
1,-4.8,WP404,Nucleotide metabolism,M1,1,0
1,-2,GO:1901880,negative regulation of protein depolymerization,M1,1,0
1,-4.3,R-HSA-69478,G2/M DNA replication checkpoint,M1,1,0
1,-2.5,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-7.2,GO:0006275,regulation of DNA replication,M1,1,0
1,-2.6,GO:0018393,internal peptidyl-lysine acetylation,M1,1,0
1,-4.3,GO:0032077,positive regulation of deoxyribonuclease activity,M1,1,0
1,-3.5,GO:0032075,positive regulation of nuclease activity,M1,1,0
1,-10,R-HSA-73884,Base Excision Repair,M1,1,0
1,-12,R-HSA-73864,RNA Polymerase I Transcription,M1,1,0
1,-11,R-HSA-5334118,DNA methylation,M1,1,0
1,-3.7,CORUM:6521,Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,M1,1,0
1,-4,GO:0032259,methylation,M1,1,0
1,-8.5,R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,M1,1,0
1,-5.1,R-HSA-350054,Notch-HLH transcription pathway,M1,1,0
1,-4.2,GO:0010332,response to gamma radiation,M1,1,0
1,-2.9,R-HSA-5685942,HDR through Homologous Recombination (HRR),M1,1,0
1,-2.6,GO:0006482,protein demethylation,M1,1,0
1,-3,GO:0034770,histone H4-K20 methylation,M1,1,0
1,-8.4,R-HSA-5688426,Deubiquitination,M1,1,0
1,-3.8,R-HSA-156711,Polo-like kinase mediated events,M1,1,0
1,-6.3,R-HSA-68949,Orc1 removal from chromatin,M1,1,0
1,-7.6,R-HSA-176974,Unwinding of DNA,M1,1,0
1,-3.2,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,M1,1,0
1,-4.5,R-HSA-113510,E2F mediated regulation of DNA replication,M1,1,0
1,-2.3,GO:0014037,Schwann cell differentiation,M1,1,0
1,-11,WP45,G1 to S cell cycle control,M1,1,0
1,-5.2,M176,PID FOXM1 PATHWAY,M1,1,0
1,-7.5,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,M1,1,0
1,-10,GO:0031570,DNA integrity checkpoint signaling,M1,1,0
1,-7.3,GO:0007568,aging,M1,1,0
1,-2.1,GO:1904377,positive regulation of protein localization to cell periphery,M1,1,0
1,-3.5,GO:0010212,response to ionizing radiation,M1,1,0
1,-13,GO:0090068,positive regulation of cell cycle process,M1,1,0
1,-2.6,R-HSA-5656169,Termination of translesion DNA synthesis,M1,1,0
1,-2.2,GO:0071482,cellular response to light stimulus,M1,1,0
1,-2.2,GO:0048524,positive regulation of viral process,M1,1,0
1,-2.1,R-HSA-70171,Glycolysis,M1,1,0
