Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,KEGG Pathway,24,hsa05034,Alcoholism,,-14,8.9,13,28160,185,376,22,5.9,1.2,135|3265|8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|10013|59345|85235|148327,ADORA2A|HRAS|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|HDAC6|GNB4|H2AC12|CREB3L4,-12
MyList,Reactome Gene Sets,6,R-HSA-3214841,PKMTs methylate histone lysines,,-14,16,15,28160,71,376,15,4,1,7468|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|23067|79723|121536|387893,NSD2|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|SETD1B|SUV39H2|AEBP2|KMT5A,-11
MyList,Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-13,6.2,11,28160,327,376,27,7.2,1.3,699|701|1062|1857|4689|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|9928|11004|11113|11243|23380|57082|57405|91010|220134,BUB1|BUB1B|CENPE|DVL3|NCF4|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KIF14|KIF2C|CIT|PMF1|SRGAP2|KNL1|SPC25|FMNL3|SKA1,-11
MyList,Reactome Gene Sets,6,R-HSA-2559580,Oxidative Stress Induced Senescence,,-13,11,13,28160,125,376,18,4.8,1.1,1869|1870|1912|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8535|8968|26523,E2F1|E2F2|PHC2|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|CBX4|H3C7|AGO1,-11
MyList,GO Biological Processes,19,GO:0034723,DNA replication-dependent nucleosome organization,19_GO:0009987 cellular process,-13,26,16,28160,32,376,11,2.9,0.87,8208|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,CHAF1B|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-11
MyList,GO Biological Processes,19,GO:0006335,DNA replication-dependent nucleosome assembly,19_GO:0009987 cellular process,-13,26,16,28160,32,376,11,2.9,0.87,8208|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,CHAF1B|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-11
MyList,Reactome Gene Sets,6,R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,,-13,12,13,28160,97,376,16,4.3,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|23067|26523,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|SETD1B|AGO1,-11
MyList,KEGG Pathway,24,hsa05322,Systemic lupus erythematosus ,,-13,10,12,28160,133,376,18,4.8,1.1,942|8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,CD86|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-11
MyList,KEGG Pathway,24,ko05322,Systemic lupus erythematosus,,-13,10,12,28160,133,376,18,4.8,1.1,942|8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,CD86|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-11
MyList,Reactome Gene Sets,6,R-HSA-9610379,HCMV Late Events,,-13,11,13,28160,116,376,17,4.5,1.1,8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-10
MyList,WikiPathways,27,WP2369,Histone modifications,,-12,15,14,28160,70,376,14,3.7,0.98,8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|23067|79723|121536|387893,H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|SETD1B|SUV39H2|AEBP2|KMT5A,-10
MyList,Reactome Gene Sets,6,R-HSA-68886,M Phase,,-12,5.2,10,28160,418,376,29,7.7,1.4,699|701|1062|1454|4751|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|10112|11004|11243|22995|57082|57405|64151|85378|95681|220134|387893,BUB1|BUB1B|CENPE|CSNK1E|NEK2|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KIF20A|KIF2C|PMF1|CEP152|KNL1|SPC25|NCAPG|TUBGCP6|CEP41|SKA1|KMT5A,-10
MyList,GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-12,4.3,9.5,28160,613,376,35,9.3,1.5,699|701|898|1062|3832|3980|4751|4851|7153|9371|9928|10112|10615|11004|11078|11113|11243|23594|54443|57082|57405|57787|64151|79733|81610|84440|112574|116840|127829|144455|152185|220134|221150|286053|387893,BUB1|BUB1B|CCNE1|CENPE|KIF11|LIG3|NEK2|NOTCH1|TOP2A|KIF3B|KIF14|KIF20A|SPAG5|KIF2C|TRIOBP|CIT|PMF1|ORC6|ANLN|KNL1|SPC25|MARK4|NCAPG|E2F8|FAM83D|RAB11FIP4|SNX18|CNTROB|ARL8A|E2F7|SPICE1|SKA1|SKA3|NSMCE2|KMT5A,-10
MyList,Reactome Gene Sets,6,R-HSA-212300,PRC2 methylates histones and DNA,,-12,14,13,28160,73,376,14,3.7,0.98,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|121536,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|AEBP2,-10
MyList,GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-12,3.9,9.3,28160,726,376,38,10,1.6,207|586|699|701|898|1062|1111|1869|3832|4171|4605|4751|5127|5310|6491|7272|9371|9833|9928|10112|10615|11004|11113|51514|51776|54443|55159|56257|57405|64151|84687|112574|116840|144455|152185|284403|286053|387893,AKT1|BCAT1|BUB1|BUB1B|CCNE1|CENPE|CHEK1|E2F1|KIF11|MCM2|MYBL2|NEK2|CDK16|PKD1|STIL|TTK|KIF3B|MELK|KIF14|KIF20A|SPAG5|KIF2C|CIT|DTL|MAP3K20|ANLN|RFWD3|MEPCE|SPC25|NCAPG|PPP1R9B|SNX18|CNTROB|E2F7|SPICE1|WDR62|NSMCE2|KMT5A,-10
MyList,Reactome Gene Sets,6,R-HSA-2299718,Condensation of Prophase Chromosomes,,-12,14,13,28160,74,376,14,3.7,0.98,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|387893,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KMT5A,-10
MyList,Reactome Gene Sets,6,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,,-12,14,13,28160,76,376,14,3.7,0.98,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|MBD3,-9.8
MyList,Reactome Gene Sets,6,R-HSA-73728,RNA Polymerase I Promoter Opening,,-12,15,13,28160,63,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-9.7
MyList,Reactome Gene Sets,6,R-HSA-3214842,HDMs demethylate histones,,-12,18,14,28160,50,376,12,3.2,0.91,7403|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|51780,KDM6A|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KDM3B,-9.7
MyList,Reactome Gene Sets,6,R-HSA-2559583,Cellular Senescence,,-12,7.6,11,28160,197,376,20,5.3,1.2,898|1869|1870|1912|3009|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8535|8968|26523,CCNE1|E2F1|E2F2|PHC2|H1-5|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|CBX4|H3C7|AGO1,-9.5
MyList,Reactome Gene Sets,6,R-HSA-5334118,DNA methylation,,-12,15,13,28160,65,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-9.5
MyList,Reactome Gene Sets,6,R-HSA-9609690,HCMV Early Events,,-11,9.4,11,28160,135,376,17,4.5,1.1,8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-9.4
MyList,Reactome Gene Sets,6,R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,,-11,15,13,28160,67,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-9.3
MyList,Reactome Gene Sets,6,R-HSA-427359,SIRT1 negatively regulates rRNA expression,,-11,14,13,28160,68,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-9.2
MyList,Reactome Gene Sets,6,R-HSA-157118,Signaling by NOTCH,,-11,6.7,10,28160,236,376,21,5.6,1.2,207|1869|4851|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|9148|10013|23509|26523,AKT1|E2F1|NOTCH1|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|NEURL1|HDAC6|POFUT1|AGO1,-9
MyList,Reactome Gene Sets,6,R-HSA-5578749,Transcriptional regulation by small RNAs,,-11,11,12,28160,106,376,15,4,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|10526|26523,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|IPO8|AGO1,-8.9
MyList,Reactome Gene Sets,6,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,,-11,11,12,28160,106,376,15,4,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3,-8.9
MyList,Reactome Gene Sets,6,R-HSA-9710421,Defective pyroptosis,,-11,13,12,28160,73,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-8.8
MyList,Reactome Gene Sets,6,R-HSA-9616222,Transcriptional regulation of granulopoiesis,,-11,12,12,28160,90,376,14,3.7,0.98,1869|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,E2F1|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-8.8
MyList,Reactome Gene Sets,6,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,,-11,12,12,28160,91,376,14,3.7,0.98,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7,-8.7
MyList,Reactome Gene Sets,6,R-HSA-9006931,Signaling by Nuclear Receptors,,-11,5.8,9.6,28160,299,376,23,6.1,1.2,207|3265|6319|6720|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|9619|26523|57678|59345|112724,AKT1|HRAS|SCD|SREBF1|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|ABCG1|AGO1|GPAM|GNB4|RDH13,-8.7
MyList,Reactome Gene Sets,6,R-HSA-73854,RNA Polymerase I Promoter Clearance,,-11,10,11,28160,110,376,15,4,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3,-8.7
MyList,Reactome Gene Sets,6,R-HSA-73864,RNA Polymerase I Transcription,,-11,10,11,28160,112,376,15,4,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3,-8.6
MyList,Reactome Gene Sets,6,R-HSA-211000,Gene Silencing by RNA,,-10,8.7,11,28160,138,376,16,4.3,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|10526|26523|57510,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|IPO8|AGO1|XPO5,-8.3
MyList,Reactome Gene Sets,6,R-HSA-9609646,HCMV Infection,,-10,8,10,28160,160,376,17,4.5,1.1,8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-8.3
MyList,GO Biological Processes,19,GO:0071103,DNA conformation change,19_GO:0009987 cellular process,-10,5.4,9.2,28160,319,376,23,6.1,1.2,3009|4171|7153|8208|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8940|8968|10721|23132|53615|55355|64151|254394|387893,H1-5|MCM2|TOP2A|CHAF1B|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|TOP3B|H3C7|POLQ|RAD54L2|MBD3|HJURP|NCAPG|MCM9|KMT5A,-8.2
MyList,GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-10,3.8,8.4,28160,652,376,33,8.8,1.5,207|699|701|1062|1111|1869|3135|3832|4751|5310|6491|7272|8850|9371|9928|10112|10615|11113|51514|51776|54443|55159|56257|57787|58490|79733|81610|84126|84440|84687|144455|152185|286053,AKT1|BUB1|BUB1B|CENPE|CHEK1|E2F1|HLA-G|KIF11|NEK2|PKD1|STIL|TTK|KAT2B|KIF3B|KIF14|KIF20A|SPAG5|CIT|DTL|MAP3K20|ANLN|RFWD3|MEPCE|MARK4|RPRD1B|E2F8|FAM83D|ATRIP|RAB11FIP4|PPP1R9B|E2F7|SPICE1|NSMCE2,-8.2
MyList,Reactome Gene Sets,6,R-HSA-8878171,Transcriptional regulation by RUNX1,,-10,6.3,9.5,28160,239,376,20,5.3,1.2,1912|6929|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8535|8850|8968|23067|26523|57678,PHC2|TCF3|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|CBX4|KAT2B|H3C7|SETD1B|AGO1|GPAM,-8.1
MyList,Reactome Gene Sets,6,R-HSA-912446,Meiotic recombination,,-9.9,11,11,28160,86,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-8
MyList,Reactome Gene Sets,6,R-HSA-212165,Epigenetic regulation of gene expression,,-9.7,8,10,28160,149,376,16,4.3,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615|121536,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3|AEBP2,-7.8
MyList,Reactome Gene Sets,6,R-HSA-9018519,Estrogen-dependent gene expression,,-9.7,8,10,28160,150,376,16,4.3,1,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|26523|57678,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|AGO1|GPAM,-7.8
MyList,Reactome Gene Sets,6,R-HSA-8939211,ESR-mediated signaling,,-9.7,6.4,9.4,28160,223,376,19,5.1,1.1,207|3265|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|26523|57678|59345,AKT1|HRAS|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|AGO1|GPAM|GNB4,-7.8
MyList,GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-9.7,8.7,10,28160,129,376,15,4,1,3009|4171|8208|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|55355,H1-5|MCM2|CHAF1B|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|HJURP,-7.8
MyList,Reactome Gene Sets,6,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,,-9.6,11,11,28160,91,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-7.7
MyList,Reactome Gene Sets,6,R-HSA-73772,RNA Polymerase I Promoter Escape,,-9.6,11,11,28160,91,376,13,3.5,0.94,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-7.7
MyList,Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-9.6,3.5,8,28160,723,376,34,9,1.5,699|701|898|1062|1627|1629|1857|4689|7037|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|9710|9928|10254|11004|11113|11243|23380|54443|57082|57405|91010|220134,BUB1|BUB1B|CCNE1|CENPE|DBN1|DBT|DVL3|NCF4|TFRC|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|GARRE1|KIF14|STAM2|KIF2C|CIT|PMF1|SRGAP2|ANLN|KNL1|SPC25|FMNL3|SKA1,-7.7
MyList,Reactome Gene Sets,6,R-HSA-977225,Amyloid fiber formation,,-9.5,9.4,10,28160,111,376,14,3.7,0.98,4069|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,LYZ|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-7.6
MyList,GO Biological Processes,19,GO:0006323,DNA packaging,19_GO:0009987 cellular process,-9.5,6.2,9.2,28160,229,376,19,5.1,1.1,3009|4171|7153|8208|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|53615|55355|64151|387893,H1-5|MCM2|TOP2A|CHAF1B|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|MBD3|HJURP|NCAPG|KMT5A,-7.6
MyList,GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-9.4,5,8.6,28160,347,376,23,6.1,1.2,699|701|898|1062|4751|7153|7272|8940|9928|10615|11004|11243|55355|57082|57405|64151|81610|127829|152185|220134|221150|286053|387893,BUB1|BUB1B|CCNE1|CENPE|NEK2|TOP2A|TTK|TOP3B|KIF14|SPAG5|KIF2C|PMF1|HJURP|KNL1|SPC25|NCAPG|FAM83D|ARL8A|SPICE1|SKA1|SKA3|NSMCE2|KMT5A,-7.5
