Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0048525,negative regulation of viral process,19_GO:0016032 viral process,-10,9.4,11,28160,92,488,15,3.1,0.78,684|3434|3669|4061|4599|4938|4940|6352|7538|8519|9636|55337|64135|85363|91543,BST2|IFIT1|ISG20|LY6E|MX1|OAS1|OAS3|CCL5|ZFP36|IFITM1|ISG15|SHFL|IFIH1|TRIM5|RSAD2,-6.9,MyList
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-10,4.6,8.8,28160,341,488,27,5.5,1,2|567|684|2268|3133|3822|3824|5590|6375|7305|8764|8767|9437|10875|11035|11126|11314|23586|30009|56253|79132|91543|117157|257101|259197|100507436|100528032,A2M|B2M|BST2|FGR|HLA-E|KLRC2|KLRD1|PRKCZ|XCL1|TYROBP|TNFRSF14|RIPK2|NCR1|FGL2|RIPK3|CD160|CD300A|DDX58|TBX21|CRTAM|DHX58|RSAD2|SH2D1B|ZNF683|NCR3|MICA|KLRC4-KLRK1,-6.9,MyList
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-9.8,4,8.3,28160,433,488,30,6.1,1.1,2|684|1843|2268|2841|3133|3824|4938|4940|6375|7305|8379|8530|8764|9636|10077|10875|11126|11274|11314|30009|53347|56253|56339|79132|79594|127943|201633|100507436|100528032,A2M|BST2|DUSP1|FGR|GPR18|HLA-E|KLRD1|OAS1|OAS3|XCL1|TYROBP|MAD1L1|CST7|TNFRSF14|ISG15|TSPAN32|FGL2|CD160|USP18|CD300A|TBX21|UBASH3A|CRTAM|METTL3|DHX58|MUL1|FCRLB|TIGIT|MICA|KLRC4-KLRK1,-6.6,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-9.8,3.5,8.1,28160,576,488,35,7.2,1.2,2|567|719|1240|1535|2207|2268|3133|3430|3493|3494|3665|3822|3824|5590|6352|6375|7294|7305|7462|8767|9473|10616|11126|11314|30009|53347|56253|81030|85363|91543|117157|149628|259197|100528032,A2M|B2M|C3AR1|CMKLR1|CYBA|FCER1G|FGR|HLA-E|IFI35|IGHA1|IGHA2|IRF7|KLRC2|KLRD1|PRKCZ|CCL5|XCL1|TXK|TYROBP|LAT2|RIPK2|THEMIS2|RBCK1|CD160|CD300A|TBX21|UBASH3A|CRTAM|ZBP1|TRIM5|RSAD2|SH2D1B|PYHIN1|NCR3|KLRC4-KLRK1,-6.6,MyList
GO Biological Processes,19,GO:0045071,negative regulation of viral genome replication,19_GO:0016032 viral process,-9.7,12,11,28160,56,488,12,2.5,0.7,684|3434|3669|4599|4938|4940|6352|8519|9636|55337|64135|91543,BST2|IFIT1|ISG20|MX1|OAS1|OAS3|CCL5|IFITM1|ISG15|SHFL|IFIH1|RSAD2,-6.6,MyList
GO Biological Processes,19,GO:0034340,response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9.6,12,11,28160,58,488,12,2.5,0.7,3434|3665|4599|4938|4940|8519|9636|11274|55337|56339|79594|81030,IFIT1|IRF7|MX1|OAS1|OAS3|IFITM1|ISG15|USP18|SHFL|METTL3|MUL1|ZBP1,-6.4,MyList
GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-9.4,3.3,7.8,28160,656,488,37,7.6,1.2,2|567|684|2207|2268|3133|3430|3493|3494|3665|3811|3822|3824|4063|5590|5729|6375|7305|7462|8284|8764|8767|9437|10875|11035|11126|11314|23586|30009|56253|79132|91543|117157|257101|259197|100507436|100528032,A2M|B2M|BST2|FCER1G|FGR|HLA-E|IFI35|IGHA1|IGHA2|IRF7|KIR3DL1|KLRC2|KLRD1|LY9|PRKCZ|PTGDR|XCL1|TYROBP|LAT2|KDM5D|TNFRSF14|RIPK2|NCR1|FGL2|RIPK3|CD160|CD300A|DDX58|TBX21|CRTAM|DHX58|RSAD2|SH2D1B|ZNF683|NCR3|MICA|KLRC4-KLRK1,-6.3,MyList
GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-9.2,5.3,8.7,28160,227,488,21,4.3,0.92,567|684|2268|3133|3822|3824|5590|6375|7305|9437|11035|11126|11314|23586|30009|56253|91543|117157|259197|100507436|100528032,B2M|BST2|FGR|HLA-E|KLRC2|KLRD1|PRKCZ|XCL1|TYROBP|NCR1|RIPK3|CD160|CD300A|DDX58|TBX21|CRTAM|RSAD2|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-6.1,MyList
GO Biological Processes,19,GO:0050792,regulation of viral process,19_GO:0016032 viral process,-9.2,6.3,9.1,28160,164,488,18,3.7,0.85,684|3434|3669|4061|4599|4938|4940|6352|6993|7538|8519|9636|10346|10475|55337|64135|85363|91543,BST2|IFIT1|ISG20|LY6E|MX1|OAS1|OAS3|CCL5|DYNLT1|ZFP36|IFITM1|ISG15|TRIM22|TRIM38|SHFL|IFIH1|TRIM5|RSAD2,-6.1,MyList
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-9.1,6.2,9,28160,167,488,18,3.7,0.85,1535|3133|3430|3665|3822|3824|6352|7294|7305|11126|56253|79132|81030|85363|117157|149628|259197|100528032,CYBA|HLA-E|IFI35|IRF7|KLRC2|KLRD1|CCL5|TXK|TYROBP|CD160|CRTAM|DHX58|ZBP1|TRIM5|SH2D1B|PYHIN1|NCR3|KLRC4-KLRK1,-6,MyList
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9,7.1,9.3,28160,130,488,16,3.3,0.81,3133|3430|3665|3822|3824|6352|7294|7305|11126|56253|81030|85363|117157|149628|259197|100528032,HLA-E|IFI35|IRF7|KLRC2|KLRD1|CCL5|TXK|TYROBP|CD160|CRTAM|ZBP1|TRIM5|SH2D1B|PYHIN1|NCR3|KLRC4-KLRK1,-5.9,MyList
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-8.9,3.8,7.8,28160,442,488,29,5.9,1.1,567|684|2207|2268|3133|3493|3494|3665|3811|3822|3824|5590|5729|6375|7305|7462|8284|9437|11035|11126|11314|23586|30009|56253|91543|117157|259197|100507436|100528032,B2M|BST2|FCER1G|FGR|HLA-E|IGHA1|IGHA2|IRF7|KIR3DL1|KLRC2|KLRD1|PRKCZ|PTGDR|XCL1|TYROBP|LAT2|KDM5D|NCR1|RIPK3|CD160|CD300A|DDX58|TBX21|CRTAM|RSAD2|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-5.9,MyList
Reactome Gene Sets,6,R-HSA-1280215,Cytokine Signaling in Immune system,,-8.9,3.1,7.4,28160,715,488,38,7.8,1.2,567|684|1154|2353|2537|2635|3133|3430|3433|3434|3437|3603|3665|3669|4599|4600|4938|4940|5291|5608|6285|6351|6352|7132|8519|8740|8764|8767|8835|9636|10346|10475|11274|23586|51191|51231|85363|91543,B2M|BST2|CISH|FOS|IFI6|GBP3|HLA-E|IFI35|IFIT2|IFIT1|IFIT3|IL16|IRF7|ISG20|MX1|MX2|OAS1|OAS3|PIK3CB|MAP2K6|S100B|CCL4|CCL5|TNFRSF1A|IFITM1|TNFSF14|TNFRSF14|RIPK2|SOCS2|ISG15|TRIM22|TRIM38|USP18|DDX58|HERC5|VRK3|TRIM5|RSAD2,-5.9,MyList
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-8.9,3.7,7.8,28160,472,488,30,6.1,1.1,719|1240|1535|2207|2268|3430|3493|3494|3665|3822|3824|4814|4938|4940|5608|7294|7305|7462|8767|9473|10616|11126|11314|23586|53347|56927|64135|79132|91543|259197,C3AR1|CMKLR1|CYBA|FCER1G|FGR|IFI35|IGHA1|IGHA2|IRF7|KLRC2|KLRD1|NINJ1|OAS1|OAS3|MAP2K6|TXK|TYROBP|LAT2|RIPK2|THEMIS2|RBCK1|CD160|CD300A|DDX58|UBASH3A|GPR108|IFIH1|DHX58|RSAD2|NCR3,-5.9,MyList
KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity ,,-8.8,6.9,9.1,28160,133,488,16,3.3,0.81,2207|3133|3384|3804|3811|3812|3822|3823|3824|5291|7305|9437|117157|259197|100507436|100528032,FCER1G|HLA-E|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|KLRD1|PIK3CB|TYROBP|NCR1|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-5.9,MyList
KEGG Pathway,24,ko04650,Natural killer cell mediated cytotoxicity,,-8.8,6.9,9.1,28160,133,488,16,3.3,0.81,2207|3133|3384|3804|3811|3812|3822|3823|3824|5291|7305|9437|117157|259197|100507436|100528032,FCER1G|HLA-E|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|KLRD1|PIK3CB|TYROBP|NCR1|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-5.9,MyList
GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-8.8,5.7,8.6,28160,194,488,19,3.9,0.88,2|2268|3133|3824|4938|4940|6375|8764|9636|10875|11126|11274|11314|30009|56339|79132|79594|127943|100507436,A2M|FGR|HLA-E|KLRD1|OAS1|OAS3|XCL1|TNFRSF14|ISG15|FGL2|CD160|USP18|CD300A|TBX21|METTL3|DHX58|MUL1|FCRLB|MICA,-5.9,MyList
GO Biological Processes,19,GO:0001910,regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-8.8,9.1,9.8,28160,82,488,13,2.7,0.73,567|3133|3822|3824|6375|7305|9437|11035|11126|56253|259197|100507436|100528032,B2M|HLA-E|KLRC2|KLRD1|XCL1|TYROBP|NCR1|RIPK3|CD160|CRTAM|NCR3|MICA|KLRC4-KLRK1,-5.9,MyList
GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-8.4,4.6,8,28160,277,488,22,4.5,0.94,241|1535|3133|3430|3603|3665|3822|3824|4814|6352|7132|7294|7305|8767|11126|56253|81030|85363|117157|149628|259197|100528032,ALOX5AP|CYBA|HLA-E|IFI35|IL16|IRF7|KLRC2|KLRD1|NINJ1|CCL5|TNFRSF1A|TXK|TYROBP|RIPK2|CD160|CRTAM|ZBP1|TRIM5|SH2D1B|PYHIN1|NCR3|KLRC4-KLRK1,-5.5,MyList
GO Biological Processes,19,GO:1903900,regulation of viral life cycle,19_GO:0016032 viral process,-8.2,6.2,8.5,28160,148,488,16,3.3,0.81,684|3434|3669|4061|4599|4938|4940|6352|8519|9636|10346|10475|55337|64135|85363|91543,BST2|IFIT1|ISG20|LY6E|MX1|OAS1|OAS3|CCL5|IFITM1|ISG15|TRIM22|TRIM38|SHFL|IFIH1|TRIM5|RSAD2,-5.3,MyList
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-8.1,4.9,7.9,28160,237,488,20,4.1,0.9,567|2268|3133|3822|3824|5590|6375|7305|8764|8767|11126|11314|23586|30009|56253|79132|91543|117157|259197|100528032,B2M|FGR|HLA-E|KLRC2|KLRD1|PRKCZ|XCL1|TYROBP|TNFRSF14|RIPK2|CD160|CD300A|DDX58|TBX21|CRTAM|DHX58|RSAD2|SH2D1B|NCR3|KLRC4-KLRK1,-5.3,MyList
GO Biological Processes,19,GO:0002715,regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.1,12,10,28160,48,488,10,2,0.64,3133|3822|3824|9437|11126|56253|117157|259197|100507436|100528032,HLA-E|KLRC2|KLRD1|NCR1|CD160|CRTAM|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-5.2,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-8,3.6,7.3,28160,427,488,27,5.5,1,241|719|1240|1535|3133|3430|3603|3665|3822|3824|4814|6351|6352|6375|7132|7294|7305|8767|11126|56253|79132|81030|85363|117157|149628|259197|100528032,ALOX5AP|C3AR1|CMKLR1|CYBA|HLA-E|IFI35|IL16|IRF7|KLRC2|KLRD1|NINJ1|CCL4|CCL5|XCL1|TNFRSF1A|TXK|TYROBP|RIPK2|CD160|CRTAM|DHX58|ZBP1|TRIM5|SH2D1B|PYHIN1|NCR3|KLRC4-KLRK1,-5.2,MyList
GO Biological Processes,19,GO:0002705,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-7.8,6.4,8.4,28160,135,488,15,3.1,0.78,567|3133|3822|3824|5590|6375|7305|11126|23586|30009|56253|91543|117157|259197|100528032,B2M|HLA-E|KLRC2|KLRD1|PRKCZ|XCL1|TYROBP|CD160|DDX58|TBX21|CRTAM|RSAD2|SH2D1B|NCR3|KLRC4-KLRK1,-5,MyList
GO Biological Processes,19,GO:0071357,cellular response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.7,11,9.7,28160,52,488,10,2,0.64,3434|3665|4938|4940|8519|9636|11274|56339|79594|81030,IFIT1|IRF7|OAS1|OAS3|IFITM1|ISG15|USP18|METTL3|MUL1|ZBP1,-4.9,MyList
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-7.6,2.8,6.7,28160,763,488,37,7.6,1.2,567|1519|1535|3133|3384|3804|3811|3812|3820|3824|5291|7305|8519|8764|8767|9437|10219|10616|11126|11314|29990|51191|51348|51619|54850|56253|64167|64219|64718|93611|117157|120425|140460|142678|259197|100507436|100528032,B2M|CTSO|CYBA|HLA-E|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRB1|KLRD1|PIK3CB|TYROBP|IFITM1|TNFRSF14|RIPK2|NCR1|KLRG1|RBCK1|CD160|CD300A|PILRB|HERC5|KLRF1|UBE2D4|FBXL12|CRTAM|ERAP2|PJA1|UNKL|FBXO44|SH2D1B|JAML|ASB7|MIB2|NCR3|MICA|KLRC4-KLRK1,-4.8,MyList
GO Biological Processes,19,GO:0031341,regulation of cell killing,19_GO:0050789 regulation of biological process,-7.6,7.4,8.5,28160,102,488,13,2.7,0.73,567|3133|3822|3824|6375|7305|9437|11035|11126|56253|259197|100507436|100528032,B2M|HLA-E|KLRC2|KLRD1|XCL1|TYROBP|NCR1|RIPK3|CD160|CRTAM|NCR3|MICA|KLRC4-KLRK1,-4.8,MyList
GO Biological Processes,19,GO:0045069,regulation of viral genome replication,19_GO:0016032 viral process,-7.6,8.1,8.8,28160,85,488,12,2.5,0.7,684|3434|3669|4599|4938|4940|6352|8519|9636|55337|64135|91543,BST2|IFIT1|ISG20|MX1|OAS1|OAS3|CCL5|IFITM1|ISG15|SHFL|IFIH1|RSAD2,-4.8,MyList
GO Biological Processes,19,GO:0045824,negative regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.4,8.9,8.9,28160,71,488,11,2.3,0.67,2|3133|3824|4938|4940|9636|11274|56339|79132|79594|100507436,A2M|HLA-E|KLRD1|OAS1|OAS3|ISG15|USP18|METTL3|DHX58|MUL1|MICA,-4.7,MyList
GO Biological Processes,19,GO:0001909,leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-7.4,6.5,8.1,28160,125,488,14,2.9,0.76,567|3133|3811|3822|3824|6375|7305|9437|11035|11126|56253|259197|100507436|100528032,B2M|HLA-E|KIR3DL1|KLRC2|KLRD1|XCL1|TYROBP|NCR1|RIPK3|CD160|CRTAM|NCR3|MICA|KLRC4-KLRK1,-4.7,MyList
GO Biological Processes,19,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-7.4,10,9.3,28160,56,488,10,2,0.64,567|3133|3822|3824|6375|7305|11126|56253|259197|100528032,B2M|HLA-E|KLRC2|KLRD1|XCL1|TYROBP|CD160|CRTAM|NCR3|KLRC4-KLRK1,-4.7,MyList
GO Biological Processes,19,GO:0002717,positive regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.4,15,10,28160,31,488,8,1.6,0.57,3133|3822|3824|11126|56253|117157|259197|100528032,HLA-E|KLRC2|KLRD1|CD160|CRTAM|SH2D1B|NCR3|KLRC4-KLRK1,-4.6,MyList
GO Biological Processes,19,GO:0002706,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-7.4,5.5,7.8,28160,168,488,16,3.3,0.81,567|3133|3822|3824|5590|6375|9437|11035|11126|30009|56253|91543|117157|259197|100507436|100528032,B2M|HLA-E|KLRC2|KLRD1|PRKCZ|XCL1|NCR1|RIPK3|CD160|TBX21|CRTAM|RSAD2|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-4.6,MyList
GO Biological Processes,19,GO:0002228,natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.4,8.8,8.8,28160,72,488,11,2.3,0.67,3133|3811|3822|3824|9437|11126|56253|117157|259197|100507436|100528032,HLA-E|KIR3DL1|KLRC2|KLRD1|NCR1|CD160|CRTAM|SH2D1B|NCR3|MICA|KLRC4-KLRK1,-4.6,MyList
GO Biological Processes,19,GO:0042269,regulation of natural killer cell mediated cytotoxicity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.3,12,9.5,28160,44,488,9,1.8,0.61,3133|3822|3824|9437|11126|56253|259197|100507436|100528032,HLA-E|KLRC2|KLRD1|NCR1|CD160|CRTAM|NCR3|MICA|KLRC4-KLRK1,-4.6,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-7.2,3.3,6.8,28160,467,488,27,5.5,1,567|719|1535|1649|2207|2268|3133|3603|3665|4063|4938|4940|5590|6375|7294|7305|8764|8767|9636|11126|23586|56253|64135|79132|91543|149628|201633,B2M|C3AR1|CYBA|DDIT3|FCER1G|FGR|HLA-E|IL16|IRF7|LY9|OAS1|OAS3|PRKCZ|XCL1|TXK|TYROBP|TNFRSF14|RIPK2|ISG15|CD160|DDX58|CRTAM|IFIH1|DHX58|RSAD2|PYHIN1|TIGIT,-4.5,MyList
GO Biological Processes,19,GO:0002708,positive regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-7.1,6.6,8,28160,113,488,13,2.7,0.73,567|3133|3822|3824|5590|6375|11126|30009|56253|91543|117157|259197|100528032,B2M|HLA-E|KLRC2|KLRD1|PRKCZ|XCL1|CD160|TBX21|CRTAM|RSAD2|SH2D1B|NCR3|KLRC4-KLRK1,-4.4,MyList
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-7,2.7,6.3,28160,771,488,36,7.4,1.2,567|684|2207|2268|2841|3133|3493|3494|3822|4063|5590|6352|6375|7305|7462|8379|8740|8764|8767|9437|9473|10875|11035|11126|11314|30009|56253|56339|64343|91543|120425|201633|257101|259197|100507436|100528032,B2M|BST2|FCER1G|FGR|GPR18|HLA-E|IGHA1|IGHA2|KLRC2|LY9|PRKCZ|CCL5|XCL1|TYROBP|LAT2|MAD1L1|TNFSF14|TNFRSF14|RIPK2|NCR1|THEMIS2|FGL2|RIPK3|CD160|CD300A|TBX21|CRTAM|METTL3|AZI2|RSAD2|JAML|TIGIT|ZNF683|NCR3|MICA|KLRC4-KLRK1,-4.4,MyList
GO Biological Processes,19,GO:0031343,positive regulation of cell killing,19_GO:0048518 positive regulation of biological process,-6.9,9.2,8.6,28160,63,488,10,2,0.64,567|3133|3822|3824|6375|7305|11126|56253|259197|100528032,B2M|HLA-E|KLRC2|KLRD1|XCL1|TYROBP|CD160|CRTAM|NCR3|KLRC4-KLRK1,-4.2,MyList
GO Biological Processes,19,GO:0060338,regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.8,13,9.4,28160,36,488,8,1.6,0.57,3665|4938|4940|9636|11274|56339|79594|81030,IRF7|OAS1|OAS3|ISG15|USP18|METTL3|MUL1|ZBP1,-4.2,MyList
GO Biological Processes,19,GO:0060337,type I interferon signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.8,10,8.8,28160,50,488,9,1.8,0.61,3665|4938|4940|8519|9636|11274|56339|79594|81030,IRF7|OAS1|OAS3|IFITM1|ISG15|USP18|METTL3|MUL1|ZBP1,-4.1,MyList
