Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
WikiPathways,27,WP2369,Histone modifications,,-11,12,12,28160,70,484,14,2.9,0.76,8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|23067|79723|121536|387893,H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|SETD1B|SUV39H2|AEBP2|KMT5A,-7.8,MyList
KEGG Pathway,24,ko05322,Systemic lupus erythematosus,,-11,7.9,11,28160,133,484,18,3.7,0.86,942|8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,CD86|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-7.7,MyList
KEGG Pathway,24,hsa05322,Systemic lupus erythematosus ,,-11,7.9,11,28160,133,484,18,3.7,0.86,942|8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,CD86|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-7.7,MyList
Reactome Gene Sets,6,R-HSA-9610379,HCMV Late Events,,-11,8.5,11,28160,116,484,17,3.5,0.84,8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-7.7,MyList
Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-11,4.8,9.1,28160,327,484,27,5.6,1,699|701|1062|1857|4689|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|9928|11004|11113|11243|23380|57082|57405|91010|220134,BUB1|BUB1B|CENPE|DVL3|NCF4|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KIF14|KIF2C|CIT|PMF1|SRGAP2|KNL1|SPC25|FMNL3|SKA1,-7.6,MyList
Reactome Gene Sets,6,R-HSA-212300,PRC2 methylates histones and DNA,,-11,11,11,28160,73,484,14,2.9,0.76,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|121536,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|AEBP2,-7.6,MyList
Reactome Gene Sets,6,R-HSA-2299718,Condensation of Prophase Chromosomes,,-11,11,11,28160,74,484,14,2.9,0.76,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|387893,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KMT5A,-7.5,MyList
Reactome Gene Sets,6,R-HSA-3214842,HDMs demethylate histones,,-10,14,12,28160,50,484,12,2.5,0.71,7403|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|51780,KDM6A|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KDM3B,-7.4,MyList
Reactome Gene Sets,6,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,,-10,11,11,28160,76,484,14,2.9,0.76,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|MBD3,-7.4,MyList
Reactome Gene Sets,6,R-HSA-73728,RNA Polymerase I Promoter Opening,,-10,12,12,28160,63,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-7.4,MyList
Reactome Gene Sets,6,R-HSA-5334118,DNA methylation,,-10,12,11,28160,65,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-7.2,MyList
Reactome Gene Sets,6,R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,,-10,11,11,28160,67,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-7.1,MyList
GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-9.9,3.2,8,28160,726,484,40,8.3,1.3,207|586|699|701|898|1062|1111|1869|3832|4171|4605|4751|5127|5310|6491|7272|9371|9833|9928|10112|10615|11004|11113|51514|51776|54443|55159|56257|57405|64151|84687|84722|112574|116840|144455|152185|165186|284403|286053|387893,AKT1|BCAT1|BUB1|BUB1B|CCNE1|CENPE|CHEK1|E2F1|KIF11|MCM2|MYBL2|NEK2|CDK16|PKD1|STIL|TTK|KIF3B|MELK|KIF14|KIF20A|SPAG5|KIF2C|CIT|DTL|MAP3K20|ANLN|RFWD3|MEPCE|SPC25|NCAPG|PPP1R9B|PSRC1|SNX18|CNTROB|E2F7|SPICE1|TOGARAM2|WDR62|NSMCE2|KMT5A,-7,MyList
Reactome Gene Sets,6,R-HSA-427359,SIRT1 negatively regulates rRNA expression,,-9.9,11,11,28160,68,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-7,MyList
Reactome Gene Sets,6,R-HSA-157118,Signaling by NOTCH,,-9.8,5.4,9,28160,236,484,22,4.5,0.95,207|1869|4851|6487|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|9148|10013|23509|26523,AKT1|E2F1|NOTCH1|ST3GAL3|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|NEURL1|HDAC6|POFUT1|AGO1,-6.9,MyList
Reactome Gene Sets,6,R-HSA-9609690,HCMV Early Events,,-9.7,7.3,9.7,28160,135,484,17,3.5,0.84,8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-6.9,MyList
GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-9.7,3.4,8,28160,613,484,36,7.4,1.2,699|701|898|1062|3832|3980|4751|4851|7153|9371|9928|10112|10615|11004|11078|11113|11243|23594|54443|57082|57405|57787|64151|79733|81610|84440|84722|112574|116840|127829|144455|152185|220134|221150|286053|387893,BUB1|BUB1B|CCNE1|CENPE|KIF11|LIG3|NEK2|NOTCH1|TOP2A|KIF3B|KIF14|KIF20A|SPAG5|KIF2C|TRIOBP|CIT|PMF1|ORC6|ANLN|KNL1|SPC25|MARK4|NCAPG|E2F8|FAM83D|RAB11FIP4|PSRC1|SNX18|CNTROB|ARL8A|E2F7|SPICE1|SKA1|SKA3|NSMCE2|KMT5A,-6.9,MyList
Reactome Gene Sets,6,R-HSA-2559583,Cellular Senescence,,-9.6,5.9,9.1,28160,197,484,20,4.1,0.9,898|1869|1870|1912|3009|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8535|8968|26523,CCNE1|E2F1|E2F2|PHC2|H1-5|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|CBX4|H3C7|AGO1,-6.8,MyList
Reactome Gene Sets,6,R-HSA-68886,M Phase,,-9.6,4,8.3,28160,418,484,29,6,1.1,699|701|1062|1454|4751|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|10112|11004|11243|22995|57082|57405|64151|85378|95681|220134|387893,BUB1|BUB1B|CENPE|CSNK1E|NEK2|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|KIF20A|KIF2C|PMF1|CEP152|KNL1|SPC25|NCAPG|TUBGCP6|CEP41|SKA1|KMT5A,-6.8,MyList
Reactome Gene Sets,6,R-HSA-9710421,Defective pyroptosis,,-9.5,10,11,28160,73,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-6.7,MyList
Reactome Gene Sets,6,R-HSA-5578749,Transcriptional regulation by small RNAs,,-9.4,8.2,9.9,28160,106,484,15,3.1,0.79,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|10526|26523,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|IPO8|AGO1,-6.6,MyList
Reactome Gene Sets,6,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,,-9.4,8.2,9.9,28160,106,484,15,3.1,0.79,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3,-6.6,MyList
Reactome Gene Sets,6,R-HSA-9616222,Transcriptional regulation of granulopoiesis,,-9.3,9.1,10,28160,90,484,14,2.9,0.76,1869|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,E2F1|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-6.6,MyList
Reactome Gene Sets,6,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,,-9.3,9,10,28160,91,484,14,2.9,0.76,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7,-6.5,MyList
Reactome Gene Sets,6,R-HSA-73854,RNA Polymerase I Promoter Clearance,,-9.1,7.9,9.6,28160,110,484,15,3.1,0.79,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3,-6.4,MyList
Reactome Gene Sets,6,R-HSA-73864,RNA Polymerase I Transcription,,-9,7.8,9.5,28160,112,484,15,3.1,0.79,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3,-6.3,MyList
Reactome Gene Sets,6,R-HSA-8878171,Transcriptional regulation by RUNX1,,-8.9,5.1,8.4,28160,239,484,21,4.3,0.93,1912|6929|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8535|8784|8850|8968|23067|26523|57678,PHC2|TCF3|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|CBX4|TNFRSF18|KAT2B|H3C7|SETD1B|AGO1|GPAM,-6.2,MyList
Reactome Gene Sets,6,R-HSA-211000,Gene Silencing by RNA,,-8.7,6.7,8.9,28160,138,484,16,3.3,0.81,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|10526|26523|57510,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|IPO8|AGO1|XPO5,-5.9,MyList
Reactome Gene Sets,6,R-HSA-912446,Meiotic recombination,,-8.6,8.8,9.6,28160,86,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-5.9,MyList
Reactome Gene Sets,6,R-HSA-9609646,HCMV Infection,,-8.6,6.2,8.7,28160,160,484,17,3.5,0.84,8329|8331|8332|8335|8336|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|85235,H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|H2AC12,-5.9,MyList
Reactome Gene Sets,6,R-HSA-9006931,Signaling by Nuclear Receptors,,-8.6,4.5,8,28160,299,484,23,4.8,0.97,207|3265|6319|6720|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|9619|26523|57678|59345|112724,AKT1|HRAS|SCD|SREBF1|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|ABCG1|AGO1|GPAM|GNB4|RDH13,-5.9,MyList
Reactome Gene Sets,6,R-HSA-73772,RNA Polymerase I Promoter Escape,,-8.3,8.3,9.2,28160,91,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-5.6,MyList
Reactome Gene Sets,6,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,,-8.3,8.3,9.2,28160,91,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-5.6,MyList
GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-8.2,6.8,8.7,28160,129,484,15,3.1,0.79,3009|4171|8208|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968|55355,H1-5|MCM2|CHAF1B|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7|HJURP,-5.5,MyList
Reactome Gene Sets,6,R-HSA-212165,Epigenetic regulation of gene expression,,-8.2,6.2,8.5,28160,149,484,16,3.3,0.81,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|53615|121536,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|MBD3|AEBP2,-5.5,MyList
Reactome Gene Sets,6,R-HSA-977225,Amyloid fiber formation,,-8.1,7.3,8.8,28160,111,484,14,2.9,0.76,4069|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,LYZ|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-5.5,MyList
Reactome Gene Sets,6,R-HSA-9018519,Estrogen-dependent gene expression,,-8.1,6.2,8.5,28160,150,484,16,3.3,0.81,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|26523|57678,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|AGO1|GPAM,-5.5,MyList
GO Biological Processes,19,GO:0071103,DNA conformation change,19_GO:0009987 cellular process,-8,4.2,7.6,28160,319,484,23,4.8,0.97,3009|4171|7153|8208|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8940|8968|10721|23132|53615|55355|64151|254394|387893,H1-5|MCM2|TOP2A|CHAF1B|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|TOP3B|H3C7|POLQ|RAD54L2|MBD3|HJURP|NCAPG|MCM9|KMT5A,-5.4,MyList
Reactome Gene Sets,6,R-HSA-5625740,RHO GTPases activate PKNs,,-8,8,9,28160,95,484,13,2.7,0.73,8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8968,H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|H3C7,-5.4,MyList
GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-8,4,7.5,28160,347,484,24,5,0.99,699|701|898|1062|4751|7153|7272|8940|9928|10615|11004|11243|55355|57082|57405|64151|81610|84722|127829|152185|220134|221150|286053|387893,BUB1|BUB1B|CCNE1|CENPE|NEK2|TOP2A|TTK|TOP3B|KIF14|SPAG5|KIF2C|PMF1|HJURP|KNL1|SPC25|NCAPG|FAM83D|PSRC1|ARL8A|SPICE1|SKA1|SKA3|NSMCE2|KMT5A,-5.4,MyList
GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-7.9,3,6.9,28160,652,484,34,7,1.2,207|699|701|1062|1111|1869|3135|3832|4751|5310|6491|7272|8850|9371|9928|10112|10615|11113|51514|51776|54443|55159|56257|57787|58490|79733|81610|84126|84440|84687|84722|144455|152185|286053,AKT1|BUB1|BUB1B|CENPE|CHEK1|E2F1|HLA-G|KIF11|NEK2|PKD1|STIL|TTK|KAT2B|KIF3B|KIF14|KIF20A|SPAG5|CIT|DTL|MAP3K20|ANLN|RFWD3|MEPCE|MARK4|RPRD1B|E2F8|FAM83D|ATRIP|RAB11FIP4|PPP1R9B|PSRC1|E2F7|SPICE1|NSMCE2,-5.3,MyList
Reactome Gene Sets,6,R-HSA-8939211,ESR-mediated signaling,,-7.9,5,7.8,28160,223,484,19,3.9,0.88,207|3265|8331|8335|8340|8352|8355|8356|8358|8359|8360|8361|8365|8366|8850|8968|26523|57678|59345,AKT1|HRAS|H2AC14|H2AC4|H2BC13|H3C3|H3C8|H3C12|H3C2|H4C1|H4C4|H4C6|H4C8|H4C2|KAT2B|H3C7|AGO1|GPAM|GNB4,-5.3,MyList
