_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-7.9,R-HSA-1059683,Interleukin-6 signaling,M1,1,0
1,-3,GO:0042129,regulation of T cell proliferation,M1,1,0
1,-2.7,M7955,SIG INSULIN RECEPTOR PATHWAY IN CARDIAC MYOCYTES,M1,1,0
1,-4,GO:1903039,positive regulation of leukocyte cell-cell adhesion,M1,1,0
1,-2.3,GO:1901879,regulation of protein depolymerization,M1,1,0
1,-6.1,GO:0032388,positive regulation of intracellular transport,M1,1,0
1,-3.2,R-HSA-9679191,Potential therapeutics for SARS,M1,1,0
1,-3,WP2332,Interleukin-11 signaling pathway,M1,1,0
1,-2.3,GO:0016233,telomere capping,M1,1,0
1,-2.3,GO:0061097,regulation of protein tyrosine kinase activity,M1,1,0
1,-2.3,GO:0009260,ribonucleotide biosynthetic process,M1,1,0
1,-7.1,GO:0002292,T cell differentiation involved in immune response,M1,1,0
1,-2.6,GO:0043467,regulation of generation of precursor metabolites and energy,M1,1,0
1,-3.7,GO:0040017,positive regulation of locomotion,M1,1,0
1,-3.5,GO:0070997,neuron death,M1,1,0
1,-3.2,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,M1,1,0
1,-2.1,GO:0034330,cell junction organization,M1,1,0
1,-3.4,WP2037,Prolactin signaling pathway,M1,1,0
1,-3.9,R-HSA-1280218,Adaptive Immune System,M1,1,0
1,-3.4,GO:0070918,production of small RNA involved in gene silencing by RNA,M1,1,0
1,-3.2,GO:0016578,histone deubiquitination,M1,1,0
1,-2.9,GO:0022411,cellular component disassembly,M1,1,0
1,-5.2,GO:0031330,negative regulation of cellular catabolic process,M1,1,0
1,-2.7,R-HSA-4420097,VEGFA-VEGFR2 Pathway,M1,1,0
1,-2.4,GO:0006085,acetyl-CoA biosynthetic process,M1,1,0
1,-2,GO:0050864,regulation of B cell activation,M1,1,0
1,-2.3,GO:0031669,cellular response to nutrient levels,M1,1,0
1,-3.2,GO:0046364,monosaccharide biosynthetic process,M1,1,0
1,-2.5,GO:0072331,signal transduction by p53 class mediator,M1,1,0
1,-2.1,WP4565,Neural crest cell migration in cancer,M1,1,0
1,-3.7,GO:1905618,positive regulation of miRNA mediated inhibition of translation,M1,1,0
1,-3,GO:0051345,positive regulation of hydrolase activity,M1,1,0
1,-2.2,GO:0032990,cell part morphogenesis,M1,1,0
1,-2.4,GO:0043666,regulation of phosphoprotein phosphatase activity,M1,1,0
1,-7.1,GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",M1,1,0
1,-3.7,CORUM:570,p300-CBP-p270-SWI/SNF complex,M1,1,0
1,-3.4,GO:0062012,regulation of small molecule metabolic process,M1,1,0
1,-2.8,GO:0006287,"base-excision repair, gap-filling",M1,1,0
1,-2.7,GO:0043303,mast cell degranulation,M1,1,0
1,-2,GO:0043393,regulation of protein binding,M1,1,0
1,-2.8,M235,PID TCR CALCIUM PATHWAY,M1,1,0
1,-2.9,GO:1903203,regulation of oxidative stress-induced neuron death,M1,1,0
1,-2.8,ko04150,mTOR signaling pathway,M1,1,0
1,-2.1,GO:0034661,ncRNA catabolic process,M1,1,0
1,-2.6,WP4674,Head and neck squamous cell carcinoma,M1,1,0
1,-2.4,GO:0035601,protein deacylation,M1,1,0
1,-4,R-HSA-195258,RHO GTPase Effectors,M1,1,0
1,-2.3,ko04810,Regulation of actin cytoskeleton,M1,1,0
1,-2.3,GO:0031498,chromatin disassembly,M1,1,0
1,-2,R-HSA-1169408,ISG15 antiviral mechanism,M1,1,0
1,-6.1,GO:1903037,regulation of leukocyte cell-cell adhesion,M1,1,0
1,-2,R-HSA-449147,Signaling by Interleukins,M1,1,0
1,-2.1,GO:0002703,regulation of leukocyte mediated immunity,M1,1,0
1,-2.2,GO:0045931,positive regulation of mitotic cell cycle,M1,1,0
1,-3.1,GO:1904589,regulation of protein import,M1,1,0
1,-4,GO:0070848,response to growth factor,M1,1,0
1,-4.6,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-4,CORUM:1211,"Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)",M1,1,0
1,-3.7,GO:0005975,carbohydrate metabolic process,M1,1,0
1,-3.7,GO:0051272,positive regulation of cellular component movement,M1,1,0
1,-3.1,WP4816,TGF-beta receptor signaling in skeletal dysplasias,M1,1,0
1,-3.1,GO:0042307,positive regulation of protein import into nucleus,M1,1,0
1,-2.2,hsa05205,Proteoglycans in cancer,M1,1,0
1,-2.2,GO:0061136,regulation of proteasomal protein catabolic process,M1,1,0
1,-2.9,R-HSA-983169,Class I MHC mediated antigen processing & presentation,M1,1,0
1,-4.3,GO:0016579,protein deubiquitination,M1,1,0
1,-2.4,R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,M1,1,0
1,-3.2,GO:0001817,regulation of cytokine production,M1,1,0
1,-2.8,CORUM:1230,WINAC complex,M1,1,0
1,-3.2,R-HSA-373753,Nephrin family interactions,M1,1,0
1,-2.2,GO:0042088,T-helper 1 type immune response,M1,1,0
1,-2.5,R-HSA-913531,Interferon Signaling,M1,1,0
1,-2.9,M60,PID NFAT TFPATHWAY,M1,1,0
1,-2.3,R-HSA-8986944,Transcriptional Regulation by MECP2,M1,1,0
1,-3.2,GO:1903533,regulation of protein targeting,M1,1,0
1,-2,GO:0031344,regulation of cell projection organization,M1,1,0
1,-6,GO:0051656,establishment of organelle localization,M1,1,0
1,-4.3,GO:0010906,regulation of glucose metabolic process,M1,1,0
1,-2.6,WP4481,Resistin as a regulator of inflammation,M1,1,0
1,-2.5,R-HSA-2559583,Cellular Senescence,M1,1,0
1,-3.2,GO:0046822,regulation of nucleocytoplasmic transport,M1,1,0
1,-2.6,GO:0006476,protein deacetylation,M1,1,0
1,-4.2,ko03013,RNA transport,M1,1,0
1,-5.5,GO:0051493,regulation of cytoskeleton organization,M1,1,0
1,-5.3,GO:0045622,regulation of T-helper cell differentiation,M1,1,0
1,-2,M8626,SIG BCR SIGNALING PATHWAY,M1,1,0
1,-7.4,WP395,IL-4 signaling pathway,M1,1,0
1,-2,GO:0044728,DNA methylation or demethylation,M1,1,0
1,-4.8,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-6.7,GO:1902105,regulation of leukocyte differentiation,M1,1,0
1,-3,R-HSA-9006931,Signaling by Nuclear Receptors,M1,1,0
1,-9.8,R-HSA-4839726,Chromatin organization,M1,1,0
1,-2.6,GO:0033500,carbohydrate homeostasis,M1,1,0
1,-2.2,GO:0045655,regulation of monocyte differentiation,M1,1,0
1,-3.3,GO:0071417,cellular response to organonitrogen compound,M1,1,0
1,-3.2,R-HSA-2644603,Signaling by NOTCH1 in Cancer,M1,1,0
1,-3.1,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-3,R-HSA-8984722,Interleukin-35 Signalling,M1,1,0
1,-4.7,GO:0018076,N-terminal peptidyl-lysine acetylation,M1,1,0
1,-5.6,GO:0002285,lymphocyte activation involved in immune response,M1,1,0
1,-4.2,GO:0030335,positive regulation of cell migration,M1,1,0
1,-3.5,GO:1901653,cellular response to peptide,M1,1,0
1,-2.9,GO:0010586,miRNA metabolic process,M1,1,0
1,-2.4,GO:0031112,positive regulation of microtubule polymerization or depolymerization,M1,1,0
1,-3.8,GO:0050779,RNA destabilization,M1,1,0
1,-3.1,R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,M1,1,0
1,-2.9,GO:0043300,regulation of leukocyte degranulation,M1,1,0
1,-3.2,WP2815,Mammary gland development pathway - Involution (Stage 4 of 4),M1,1,0
1,-2.6,GO:1901654,response to ketone,M1,1,0
1,-2.2,GO:0034109,homotypic cell-cell adhesion,M1,1,0
1,-2,GO:0050709,negative regulation of protein secretion,M1,1,0
1,-3.7,GO:0043376,"regulation of CD8-positive, alpha-beta T cell differentiation",M1,1,0
1,-6.6,GO:0051129,negative regulation of cellular component organization,M1,1,0
1,-7,GO:0043543,protein acylation,M1,1,0
1,-3.2,GO:0070544,histone H3-K36 demethylation,M1,1,0
1,-2.2,GO:0019080,viral gene expression,M1,1,0
1,-7.8,GO:0045619,regulation of lymphocyte differentiation,M1,1,0
1,-2.7,WP1544,MicroRNAs in cardiomyocyte hypertrophy,M1,1,0
1,-8.7,GO:0061919,process utilizing autophagic mechanism,M1,1,0
1,-2.3,GO:0043523,regulation of neuron apoptotic process,M1,1,0
1,-2.2,R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,M1,1,0
1,-2,GO:0045332,phospholipid translocation,M1,1,0
1,-2.1,M16,PID INSULIN PATHWAY,M1,1,0
1,-5.4,GO:0051640,organelle localization,M1,1,0
1,-2,WP3929,Chemokine signaling pathway,M1,1,0
1,-3.2,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,M1,1,0
1,-3,GO:2000628,regulation of miRNA metabolic process,M1,1,0
1,-2.7,R-HSA-1980143,Signaling by NOTCH1,M1,1,0
1,-7.4,GO:0046634,regulation of alpha-beta T cell activation,M1,1,0
1,-3,GO:0001649,osteoblast differentiation,M1,1,0
1,-2.1,GO:0046390,ribose phosphate biosynthetic process,M1,1,0
1,-3.2,R-HSA-9664417,Leishmania phagocytosis,M1,1,0
1,-5.3,GO:0002429,immune response-activating cell surface receptor signaling pathway,M1,1,0
1,-4.9,R-HSA-5653656,Vesicle-mediated transport,M1,1,0
1,-4.3,M40,PID E2F PATHWAY,M1,1,0
1,-3.8,WP4018,Clear cell renal cell carcinoma pathways,M1,1,0
1,-2.2,GO:0071331,cellular response to hexose stimulus,M1,1,0
1,-2.4,GO:0097009,energy homeostasis,M1,1,0
1,-2.2,GO:0001525,angiogenesis,M1,1,0
1,-3.7,GO:0006474,N-terminal protein amino acid acetylation,M1,1,0
1,-2.4,CORUM:2721,HCF-1 complex,M1,1,0
1,-4.1,R-HSA-556833,Metabolism of lipids,M1,1,0
1,-4.8,GO:0098813,nuclear chromosome segregation,M1,1,0
1,-3.1,GO:0051225,spindle assembly,M1,1,0
1,-2.2,R-HSA-9679506,SARS-CoV Infections,M1,1,0
1,-4.1,R-HSA-8941856,RUNX3 regulates NOTCH signaling,M1,1,0
1,-2.1,GO:0061515,myeloid cell development,M1,1,0
1,-6.1,GO:0008654,phospholipid biosynthetic process,M1,1,0
1,-3.4,R-HSA-2555396,Mitotic Metaphase and Anaphase,M1,1,0
1,-4.5,GO:0097435,supramolecular fiber organization,M1,1,0
1,-5.6,GO:0046638,positive regulation of alpha-beta T cell differentiation,M1,1,0
1,-3.9,M28,PID IL4 2PATHWAY,M1,1,0
1,-2.7,GO:0036475,neuron death in response to oxidative stress,M1,1,0
1,-2.4,GO:2001252,positive regulation of chromosome organization,M1,1,0
1,-3.5,GO:0070507,regulation of microtubule cytoskeleton organization,M1,1,0
1,-2.4,GO:0034249,negative regulation of cellular amide metabolic process,M1,1,0
1,-4.6,ko04630,Jak-STAT signaling pathway,M1,1,0
1,-5.2,hsa05203,Viral carcinogenesis,M1,1,0
1,-2.2,WP4564,Neural crest cell migration during development,M1,1,0
1,-3.9,GO:0071363,cellular response to growth factor stimulus,M1,1,0
1,-5.2,R-HSA-201556,Signaling by ALK,M1,1,0
1,-3.4,GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",M1,1,0
1,-6.8,hsa04120,Ubiquitin mediated proteolysis ,M1,1,0
1,-3.1,R-HSA-1660517,Synthesis of PIPs at the late endosome membrane,M1,1,0
1,-2.4,GO:0051099,positive regulation of binding,M1,1,0
1,-3.4,GO:0006412,translation,M1,1,0
1,-6,GO:0043632,modification-dependent macromolecule catabolic process,M1,1,0
1,-3.8,GO:2000637,positive regulation of gene silencing by miRNA,M1,1,0
1,-4.8,GO:0031648,protein destabilization,M1,1,0
1,-2.2,WP3657,Hematopoietic stem cell gene regulation by GABP alpha/beta complex,M1,1,0
1,-2.1,GO:2000209,regulation of anoikis,M1,1,0
1,-2.6,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,M1,1,0
1,-2.1,GO:0006282,regulation of DNA repair,M1,1,0
1,-2.2,ko04110,Cell cycle,M1,1,0
1,-3.7,GO:0016574,histone ubiquitination,M1,1,0
1,-2.4,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-4.9,GO:0032386,regulation of intracellular transport,M1,1,0
1,-4.2,R-HSA-9013420,RHOU GTPase cycle,M1,1,0
1,-2.9,R-HSA-140342,Apoptosis induced DNA fragmentation,M1,1,0
1,-2.7,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,M1,1,0
1,-4.3,GO:0018108,peptidyl-tyrosine phosphorylation,M1,1,0
1,-4.3,GO:0043378,"positive regulation of CD8-positive, alpha-beta T cell differentiation",M1,1,0
1,-3.5,R-HSA-68882,Mitotic Anaphase,M1,1,0
1,-2.4,CORUM:7581,ESR1-TRAP/Mediator coactivator-complex,M1,1,0
1,-7.3,ko00562,Inositol phosphate metabolism,M1,1,0
1,-3.6,GO:1903846,positive regulation of cellular response to transforming growth factor beta stimulus,M1,1,0
1,-3.5,GO:2000319,regulation of T-helper 17 cell differentiation,M1,1,0
1,-3.4,GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M1,1,0
1,-3.1,GO:1901699,cellular response to nitrogen compound,M1,1,0
1,-3.2,GO:0043087,regulation of GTPase activity,M1,1,0
1,-2.5,GO:0045862,positive regulation of proteolysis,M1,1,0
1,-2.9,GO:0006979,response to oxidative stress,M1,1,0
1,-5.8,GO:0010506,regulation of autophagy,M1,1,0
1,-2.6,GO:0051495,positive regulation of cytoskeleton organization,M1,1,0
1,-2.4,WP4533,Transcription co-factors SKI and SKIL protein partners,M1,1,0
1,-2.4,M196,PID IL23 PATHWAY,M1,1,0
1,-6.8,GO:0002262,myeloid cell homeostasis,M1,1,0
1,-2.2,GO:0050871,positive regulation of B cell activation,M1,1,0
1,-3.2,R-HSA-110056,MAPK3 (ERK1) activation,M1,1,0
1,-3.4,WP3888,VEGFA-VEGFR2 signaling pathway,M1,1,0
1,-4.4,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,M1,1,0
1,-6.2,GO:0016311,dephosphorylation,M1,1,0
1,-4.2,GO:1901214,regulation of neuron death,M1,1,0
1,-2,GO:0018022,peptidyl-lysine methylation,M1,1,0
1,-2.4,GO:1903320,regulation of protein modification by small protein conjugation or removal,M1,1,0
1,-4.8,GO:0048015,phosphatidylinositol-mediated signaling,M1,1,0
1,-4.3,GO:0050777,negative regulation of immune response,M1,1,0
1,-2.1,R-HSA-112409,RAF-independent MAPK1/3 activation,M1,1,0
1,-3.7,GO:0006006,glucose metabolic process,M1,1,0
1,-2.6,R-HSA-191859,snRNP Assembly,M1,1,0
1,-12,GO:0046649,lymphocyte activation,M1,1,0
1,-2.2,R-HSA-5683057,MAPK family signaling cascades,M1,1,0
1,-4.6,GO:0046635,positive regulation of alpha-beta T cell activation,M1,1,0
1,-2.4,GO:0048268,clathrin coat assembly,M1,1,0
1,-2.2,GO:0008154,actin polymerization or depolymerization,M1,1,0
1,-3.9,GO:0070201,regulation of establishment of protein localization,M1,1,0
1,-3.6,GO:0006323,DNA packaging,M1,1,0
1,-2.2,hsa04110,Cell cycle ,M1,1,0
1,-3.8,GO:0007176,regulation of epidermal growth factor-activated receptor activity,M1,1,0
1,-3.1,GO:0050670,regulation of lymphocyte proliferation,M1,1,0
1,-2.4,GO:0090313,regulation of protein targeting to membrane,M1,1,0
1,-4.8,M2,PID SMAD2 3NUCLEAR PATHWAY,M1,1,0
1,-2.5,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,M1,1,0
1,-3.2,R-HSA-9664407,Parasite infection,M1,1,0
1,-2.4,ko05223,Non-small cell lung cancer,M1,1,0
1,-4.7,ko04659,Th17 cell differentiation,M1,1,0
1,-5.1,GO:0042176,regulation of protein catabolic process,M1,1,0
1,-5.8,GO:0009895,negative regulation of catabolic process,M1,1,0
1,-3.6,R-HSA-4551638,SUMOylation of chromatin organization proteins,M1,1,0
1,-2.6,R-HSA-8848021,Signaling by PTK6,M1,1,0
1,-9.6,GO:0042110,T cell activation,M1,1,0
1,-2.5,GO:0000070,mitotic sister chromatid segregation,M1,1,0
1,-5.7,GO:0051236,establishment of RNA localization,M1,1,0
1,-2.3,GO:0032835,glomerulus development,M1,1,0
1,-3.4,GO:0043555,regulation of translation in response to stress,M1,1,0
1,-2.6,GO:0042593,glucose homeostasis,M1,1,0
1,-2.8,GO:0030261,chromosome condensation,M1,1,0
1,-2.2,GO:0010677,negative regulation of cellular carbohydrate metabolic process,M1,1,0
1,-5.8,GO:0050658,RNA transport,M1,1,0
1,-2.7,GO:0090314,positive regulation of protein targeting to membrane,M1,1,0
1,-2.9,hsa05161,Hepatitis B,M1,1,0
1,-3.2,GO:0030953,astral microtubule organization,M1,1,0
1,-2.6,ko04660,T cell receptor signaling pathway,M1,1,0
1,-3.1,GO:0046824,positive regulation of nucleocytoplasmic transport,M1,1,0
1,-4.2,GO:0043434,response to peptide hormone,M1,1,0
1,-3,GO:0061014,positive regulation of mRNA catabolic process,M1,1,0
1,-2.2,GO:0044346,fibroblast apoptotic process,M1,1,0
1,-7.1,GO:0035303,regulation of dephosphorylation,M1,1,0
1,-3.3,GO:0007030,Golgi organization,M1,1,0
1,-3.1,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,M1,1,0
1,-2.3,GO:0010634,positive regulation of epithelial cell migration,M1,1,0
1,-5.7,GO:0060968,regulation of gene silencing,M1,1,0
1,-5.1,GO:0071426,ribonucleoprotein complex export from nucleus,M1,1,0
1,-5.6,GO:0048872,homeostasis of number of cells,M1,1,0
1,-3.9,GO:0062197,cellular response to chemical stress,M1,1,0
1,-2.3,GO:0045638,negative regulation of myeloid cell differentiation,M1,1,0
1,-5.1,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M1,1,0
1,-3.1,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-3.2,GO:0044262,cellular carbohydrate metabolic process,M1,1,0
1,-3.9,GO:1901652,response to peptide,M1,1,0
1,-2.5,GO:0097067,cellular response to thyroid hormone stimulus,M1,1,0
1,-2.7,GO:1903362,regulation of cellular protein catabolic process,M1,1,0
1,-2.6,GO:0002448,mast cell mediated immunity,M1,1,0
1,-9.8,R-HSA-3247509,Chromatin modifying enzymes,M1,1,0
1,-2.6,GO:0019081,viral translation,M1,1,0
1,-3.8,R-HSA-9614657,FOXO-mediated transcription of cell death genes,M1,1,0
1,-3,R-HSA-3700989,Transcriptional Regulation by TP53,M1,1,0
1,-5.9,GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation",M1,1,0
1,-2.4,GO:0016051,carbohydrate biosynthetic process,M1,1,0
1,-3.9,GO:0010171,body morphogenesis,M1,1,0
1,-2.5,GO:0032984,protein-containing complex disassembly,M1,1,0
1,-2.4,GO:0006605,protein targeting,M1,1,0
1,-5.5,R-HSA-6783589,Interleukin-6 family signaling,M1,1,0
1,-2.1,WP2032,Thyroid stimulating hormone (TSH) signaling pathway,M1,1,0
1,-6.1,GO:0051168,nuclear export,M1,1,0
1,-3,GO:0090130,tissue migration,M1,1,0
1,-2.1,GO:0051647,nucleus localization,M1,1,0
1,-2.2,GO:0071326,cellular response to monosaccharide stimulus,M1,1,0
1,-2.1,GO:0030041,actin filament polymerization,M1,1,0
1,-4.4,GO:0060966,regulation of gene silencing by RNA,M1,1,0
1,-4.9,GO:0045623,negative regulation of T-helper cell differentiation,M1,1,0
1,-2.8,GO:0070663,regulation of leukocyte proliferation,M1,1,0
1,-6.4,GO:0000226,microtubule cytoskeleton organization,M1,1,0
1,-2.6,R-HSA-397795,G-protein beta:gamma signalling,M1,1,0
1,-2.4,GO:0002698,negative regulation of immune effector process,M1,1,0
1,-3,GO:1904591,positive regulation of protein import,M1,1,0
1,-3.5,GO:0016236,macroautophagy,M1,1,0
1,-6.3,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,M1,1,0
1,-3.1,GO:0097193,intrinsic apoptotic signaling pathway,M1,1,0
1,-2.8,GO:0051301,cell division,M1,1,0
1,-4,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,M1,1,0
1,-5,GO:0046636,negative regulation of alpha-beta T cell activation,M1,1,0
1,-2.4,GO:0016571,histone methylation,M1,1,0
1,-2,R-HSA-9006335,Signaling by Erythropoietin,M1,1,0
1,-2.6,GO:0002279,mast cell activation involved in immune response,M1,1,0
1,-2.8,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,M1,1,0
1,-2.3,GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",M1,1,0
1,-5.9,GO:0080135,regulation of cellular response to stress,M1,1,0
1,-2.6,GO:0051258,protein polymerization,M1,1,0
1,-2.6,GO:0051604,protein maturation,M1,1,0
1,-2.4,R-HSA-1368082,RORA activates gene expression,M1,1,0
1,-2.4,GO:0001892,embryonic placenta development,M1,1,0
1,-2.7,ko04933,AGE-RAGE signaling pathway in diabetic complications,M1,1,0
1,-2.7,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,M1,1,0
1,-8.5,GO:1903706,regulation of hemopoiesis,M1,1,0
1,-4.4,WP4241,Type 2 papillary renal cell carcinoma,M1,1,0
1,-4.5,hsa04659,Th17 cell differentiation,M1,1,0
1,-4.4,GO:0001655,urogenital system development,M1,1,0
1,-5.7,GO:0050868,negative regulation of T cell activation,M1,1,0
1,-4.8,GO:0002253,activation of immune response,M1,1,0
1,-6.7,GO:0042093,T-helper cell differentiation,M1,1,0
1,-4.7,R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,M1,1,0
1,-2.4,GO:1903008,organelle disassembly,M1,1,0
1,-2.1,hsa04152,AMPK signaling pathway,M1,1,0
1,-2.8,M288,PID HES HEY PATHWAY,M1,1,0
1,-2.2,GO:1901992,positive regulation of mitotic cell cycle phase transition,M1,1,0
1,-2.6,GO:0000723,telomere maintenance,M1,1,0
1,-4.9,GO:0018209,peptidyl-serine modification,M1,1,0
1,-2,GO:0045833,negative regulation of lipid metabolic process,M1,1,0
1,-3.4,R-HSA-8951936,RUNX3 regulates p14-ARF,M1,1,0
1,-3.7,GO:0034660,ncRNA metabolic process,M1,1,0
1,-3.3,GO:0044770,cell cycle phase transition,M1,1,0
1,-2.6,R-HSA-194441,Metabolism of non-coding RNA,M1,1,0
1,-3,GO:0014065,phosphatidylinositol 3-kinase signaling,M1,1,0
1,-2.3,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,M1,1,0
1,-2.8,GO:0072540,T-helper 17 cell lineage commitment,M1,1,0
1,-2.2,ko04152,AMPK signaling pathway,M1,1,0
1,-2.2,WP4549,Fragile X syndrome,M1,1,0
1,-4.2,GO:0071560,cellular response to transforming growth factor beta stimulus,M1,1,0
1,-2.9,GO:1903313,positive regulation of mRNA metabolic process,M1,1,0
1,-6.7,GO:0018393,internal peptidyl-lysine acetylation,M1,1,0
1,-2.8,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,M1,1,0
1,-2.9,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-2.6,R-HSA-2980766,Nuclear Envelope Breakdown,M1,1,0
1,-2,GO:0045667,regulation of osteoblast differentiation,M1,1,0
1,-4.7,R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,M1,1,0
1,-2.6,GO:0002831,regulation of response to biotic stimulus,M1,1,0
1,-6.5,R-HSA-2990846,SUMOylation,M1,1,0
1,-2.1,GO:0002066,columnar/cuboidal epithelial cell development,M1,1,0
1,-8.9,GO:0018205,peptidyl-lysine modification,M1,1,0
1,-2.6,M231,PID KIT PATHWAY,M1,1,0
1,-3.5,R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,M1,1,0
1,-3,GO:0062013,positive regulation of small molecule metabolic process,M1,1,0
1,-6.5,GO:0002293,alpha-beta T cell differentiation involved in immune response,M1,1,0
1,-2.5,GO:0032271,regulation of protein polymerization,M1,1,0
1,-4.3,M14532,ST PHOSPHOINOSITIDE 3 KINASE PATHWAY,M1,1,0
1,-2.3,GO:0032970,regulation of actin filament-based process,M1,1,0
1,-4.5,GO:0035304,regulation of protein dephosphorylation,M1,1,0
1,-3.1,GO:0032943,mononuclear cell proliferation,M1,1,0
1,-2.4,GO:0010324,membrane invagination,M1,1,0
1,-3.8,R-HSA-6798695,Neutrophil degranulation,M1,1,0
1,-12,GO:0016570,histone modification,M1,1,0
1,-3.3,M66,PID MYC ACTIV PATHWAY,M1,1,0
1,-3.8,GO:0006984,ER-nucleus signaling pathway,M1,1,0
1,-3.6,GO:0140014,mitotic nuclear division,M1,1,0
1,-2.4,GO:0002449,lymphocyte mediated immunity,M1,1,0
1,-3.1,GO:2000320,negative regulation of T-helper 17 cell differentiation,M1,1,0
1,-2.4,WP404,Nucleotide metabolism,M1,1,0
1,-2.9,GO:0006354,"DNA-templated transcription, elongation",M1,1,0
1,-3.5,GO:0060070,canonical Wnt signaling pathway,M1,1,0
1,-2.3,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M1,1,0
1,-3.6,WP2038,Microtubule cytoskeleton regulation,M1,1,0
1,-3.7,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,M1,1,0
