_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.2,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.2,R-HSA-195721,Signaling by WNT,M1,1,0
1,-2.2,GO:0032649,regulation of interferon-gamma production,M1,1,0
1,-2.6,GO:0042088,T-helper 1 type immune response,M1,1,0
1,-2.3,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,M1,1,0
1,-3.2,R-HSA-9013406,RHOQ GTPase cycle,M1,1,0
1,-2.2,GO:0010332,response to gamma radiation,M1,1,0
1,-2.2,GO:0043666,regulation of phosphoprotein phosphatase activity,M1,1,0
1,-2.1,GO:0002040,sprouting angiogenesis,M1,1,0
1,-2.7,R-HSA-2559583,Cellular Senescence,M1,1,0
1,-2.5,R-HSA-8980692,RHOA GTPase cycle,M1,1,0
1,-2.9,ko05034,Alcoholism,M1,1,0
1,-2.3,R-HSA-8878171,Transcriptional regulation by RUNX1,M1,1,0
1,-2.4,R-HSA-9006931,Signaling by Nuclear Receptors,M1,1,0
