Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002287,alpha-beta T cell activation involved in immune response,19_GO:0002376 immune system process,-7.6,9.2,9.1,28160,68,493,11,2.2,0.67,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.3,MyList
GO Biological Processes,19,GO:0034504,protein localization to nucleus,19_GO:0051179 localization,-7.3,4.2,7.2,28160,289,493,21,4.3,0.91,1994|3458|3836|3985|4771|4928|5469|6774|7037|7486|9113|9451|10155|25777|25885|25942|26953|51366|80149|84445|100101267,ELAVL1|IFNG|KPNA1|LIMK2|NF2|NUP98|MED1|STAT3|TFRC|WRN|LATS1|EIF2AK3|TRIM28|SUN2|POLR1A|SIN3A|RANBP6|UBR5|ZC3H12A|LZTS2|POM121C,-4,MyList
GO Biological Processes,19,GO:0002285,lymphocyte activation involved in immune response,19_GO:0002376 immune system process,-7.2,5,7.5,28160,194,493,17,3.4,0.82,3123|3458|3566|3662|3718|3916|5450|5971|6774|7037|22976|23228|51043|64332|80149|84807|139818,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|LAMP1|POU2AF1|RELB|STAT3|TFRC|PAXIP1|PLCL2|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-4,MyList
GO Biological Processes,19,GO:0002292,T cell differentiation involved in immune response,19_GO:0002376 immune system process,-7.2,8.5,8.6,28160,74,493,11,2.2,0.67,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4,MyList
GO Biological Processes,19,GO:0018394,peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-7.2,5.3,7.6,28160,172,493,16,3.2,0.8,1387|2033|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57609|57634|93624|339287,CREBBP|EP300|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|DIP2B|EP400|TADA2B|MSL1,-4,MyList
GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,19_GO:0002376 immune system process,-7.1,6.7,8,28160,111,493,13,2.6,0.72,639|3123|3458|3566|3662|3707|3718|5971|6774|51043|64332|80149|84807,PRDM1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4,MyList
GO Biological Processes,19,GO:0051169,nuclear transport,19_GO:0051179 localization,-7,4,7,28160,300,493,21,4.3,0.91,1994|3458|3836|4928|5310|5469|6774|8888|10155|10189|11260|23049|23381|26953|29072|29890|51277|51366|80149|84445|100101267,ELAVL1|IFNG|KPNA1|NUP98|PKD1|MED1|STAT3|MCM3AP|TRIM28|ALYREF|XPOT|SMG1|SMG5|RANBP6|SETD2|RBM15B|DNAJC27|UBR5|ZC3H12A|LZTS2|POM121C,-4,MyList
GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-7,4,7,28160,300,493,21,4.3,0.91,1994|3458|3836|4928|5310|5469|6774|8888|10155|10189|11260|23049|23381|26953|29072|29890|51277|51366|80149|84445|100101267,ELAVL1|IFNG|KPNA1|NUP98|PKD1|MED1|STAT3|MCM3AP|TRIM28|ALYREF|XPOT|SMG1|SMG5|RANBP6|SETD2|RBM15B|DNAJC27|UBR5|ZC3H12A|LZTS2|POM121C,-4,MyList
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-7,3.3,6.6,28160,472,493,27,5.5,1,1387|1512|2033|3123|3500|3502|3503|3538|3539|3662|3783|5170|5583|5601|6197|7917|8398|9698|23228|26057|28408|28442|28468|57724|64332|80149|84807,CREBBP|CTSH|EP300|HLA-DRB1|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|IRF4|KCNN4|PDPK1|PRKCH|MAPK9|RPS6KA3|BAG6|PLA2G6|PUM1|PLCL2|ANKRD17|IGHV3-74|IGHV3-23|IGHV1-18|EPG5|NFKBIZ|ZC3H12A|NFKBID,-4,MyList
Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-7,4.2,7,28160,274,493,20,4.1,0.89,1387|2033|6907|7994|8364|9612|9739|23067|23133|23326|29072|54815|55729|57634|79595|84159|93624|221656|317772|339287,CREBBP|EP300|TBL1X|KAT6A|H4C3|NCOR2|SETD1A|SETD1B|PHF8|USP22|SETD2|GATAD2A|ATF7IP|EP400|SAP130|ARID5B|TADA2B|KDM1B|H2AC21|MSL1,-4,MyList
Reactome Gene Sets,6,R-HSA-3247509,Chromatin modifying enzymes,,-7,4.2,7,28160,274,493,20,4.1,0.89,1387|2033|6907|7994|8364|9612|9739|23067|23133|23326|29072|54815|55729|57634|79595|84159|93624|221656|317772|339287,CREBBP|EP300|TBL1X|KAT6A|H4C3|NCOR2|SETD1A|SETD1B|PHF8|USP22|SETD2|GATAD2A|ATF7IP|EP400|SAP130|ARID5B|TADA2B|KDM1B|H2AC21|MSL1,-4,MyList
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-7,4.1,7,28160,276,493,20,4.1,0.89,867|3123|3458|3566|3662|3718|3916|5170|5294|5450|5971|6774|7037|22976|23228|51043|64332|80149|84807|139818,CBL|HLA-DRB1|IFNG|IL4R|IRF4|JAK3|LAMP1|PDPK1|PIK3CG|POU2AF1|RELB|STAT3|TFRC|PAXIP1|PLCL2|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-4,MyList
GO Biological Processes,19,GO:1902275,regulation of chromatin organization,19_GO:0050789 regulation of biological process,-7,4.8,7.3,28160,201,493,17,3.4,0.82,3007|3009|4288|6497|6720|9739|10155|22976|23133|25942|51043|51366|54880|55201|55209|55729|93624,H1-3|H1-5|MKI67|SKI|SREBF1|SETD1A|TRIM28|PAXIP1|PHF8|SIN3A|ZBTB7B|UBR5|BCOR|MAP1S|SETD5|ATF7IP|TADA2B,-4,MyList
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-6.9,4.1,6.9,28160,280,493,20,4.1,0.89,867|3123|3458|3566|3662|3718|3916|5170|5294|5450|5971|6774|7037|22976|23228|51043|64332|80149|84807|139818,CBL|HLA-DRB1|IFNG|IL4R|IRF4|JAK3|LAMP1|PDPK1|PIK3CG|POU2AF1|RELB|STAT3|TFRC|PAXIP1|PLCL2|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-3.9,MyList
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-6.8,3.1,6.4,28160,515,493,28,5.7,1,639|3123|3458|3500|3502|3503|3538|3539|3566|3662|3707|3718|3902|3916|7037|7133|8440|22976|28408|28442|28468|29102|51043|55824|64332|80149|84807|283234,PRDM1|HLA-DRB1|IFNG|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|IL4R|IRF4|ITPKB|JAK3|LAG3|LAMP1|TFRC|TNFRSF1B|NCK2|PAXIP1|IGHV3-74|IGHV3-23|IGHV1-18|DROSHA|ZBTB7B|PAG1|NFKBIZ|ZC3H12A|NFKBID|CCDC88B,-3.9,MyList
Canonical Pathways,11,M136,PID FOXO PATHWAY,,-6.8,10,8.9,28160,49,493,9,1.8,0.6,1387|1454|2033|2308|5601|7874|10018|53944|114907,CREBBP|CSNK1E|EP300|FOXO1|MAPK9|USP7|BCL2L11|CSNK1G1|FBXO32,-3.9,MyList
GO Biological Processes,19,GO:0018393,internal peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-6.8,5.3,7.3,28160,161,493,15,3,0.77,1387|2033|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57634|93624|339287,CREBBP|EP300|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|EP400|TADA2B|MSL1,-3.8,MyList
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-6.8,3.4,6.5,28160,426,493,25,5.1,0.99,639|1958|2033|3123|3458|3566|3662|3707|3718|3902|4627|5450|5469|5971|6774|6929|10320|23228|23598|29102|51043|64332|80149|84807|139818,PRDM1|EGR1|EP300|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|MYH9|POU2AF1|MED1|RELB|STAT3|TCF3|IKZF1|PLCL2|PATZ1|DROSHA|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-3.8,MyList
GO Biological Processes,19,GO:0042093,T-helper cell differentiation,19_GO:0002376 immune system process,-6.7,8.8,8.4,28160,65,493,10,2,0.63,3123|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-3.8,MyList
GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-6.7,7.7,8.1,28160,82,493,11,2.2,0.67,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-3.8,MyList
GO Biological Processes,19,GO:0006475,internal protein amino acid acetylation,19_GO:0008152 metabolic process,-6.7,5.3,7.3,28160,163,493,15,3,0.77,1387|2033|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57634|93624|339287,CREBBP|EP300|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|EP400|TADA2B|MSL1,-3.8,MyList
GO Biological Processes,19,GO:0018105,peptidyl-serine phosphorylation,19_GO:0008152 metabolic process,-6.7,3.8,6.7,28160,315,493,21,4.3,0.91,1454|2011|3458|5170|5310|5334|5583|5601|6197|7037|8440|9113|9451|10114|22853|23049|23228|28996|51719|53944|57118,CSNK1E|MARK2|IFNG|PDPK1|PKD1|PLCL1|PRKCH|MAPK9|RPS6KA3|TFRC|NCK2|LATS1|EIF2AK3|HIPK3|LMTK2|SMG1|PLCL2|HIPK2|CAB39|CSNK1G1|CAMK1D,-3.8,MyList
GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-6.6,3.5,6.5,28160,373,493,23,4.7,0.95,639|1958|2033|3123|3458|3566|3662|3707|3718|3902|5450|5971|6774|6929|10320|23228|23598|29102|51043|64332|80149|84807|139818,PRDM1|EGR1|EP300|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|POU2AF1|RELB|STAT3|TCF3|IKZF1|PLCL2|PATZ1|DROSHA|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-3.8,MyList
GO Biological Processes,19,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-6.6,10,8.7,28160,51,493,9,1.8,0.6,3123|3458|3566|3662|3718|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-3.8,MyList
GO Biological Processes,19,GO:0045622,regulation of T-helper cell differentiation,19_GO:0002376 immune system process,-6.5,12,8.9,28160,39,493,8,1.6,0.57,3123|3566|3662|3718|51043|64332|80149|84807,HLA-DRB1|IL4R|IRF4|JAK3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-3.7,MyList
GO Biological Processes,19,GO:0043543,protein acylation,19_GO:0008152 metabolic process,-6.4,4.2,6.7,28160,244,493,18,3.7,0.84,1387|2033|2308|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57609|57634|93624|122830|339287,CREBBP|EP300|FOXO1|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|DIP2B|EP400|TADA2B|NAA30|MSL1,-3.6,MyList
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-6.4,2.8,6.1,28160,606,493,30,6.1,1.1,639|3123|3458|3500|3502|3503|3538|3539|3566|3662|3707|3718|3902|3916|3949|5170|7037|7133|8440|22976|28408|28442|28468|29102|51043|55824|64332|80149|84807|283234,PRDM1|HLA-DRB1|IFNG|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|IL4R|IRF4|ITPKB|JAK3|LAG3|LAMP1|LDLR|PDPK1|TFRC|TNFRSF1B|NCK2|PAXIP1|IGHV3-74|IGHV3-23|IGHV1-18|DROSHA|ZBTB7B|PAG1|NFKBIZ|ZC3H12A|NFKBID|CCDC88B,-3.6,MyList
GO Biological Processes,19,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-6.4,3.5,6.4,28160,357,493,22,4.5,0.93,1512|3123|3500|3502|3503|3538|3539|3566|3662|3718|5971|6774|7037|7133|22976|28408|28442|28468|51043|64332|80149|84807,CTSH|HLA-DRB1|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|IL4R|IRF4|JAK3|RELB|STAT3|TFRC|TNFRSF1B|PAXIP1|IGHV3-74|IGHV3-23|IGHV1-18|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-3.6,MyList
GO Biological Processes,19,GO:1903829,positive regulation of cellular protein localization,19_GO:0048518 positive regulation of biological process,-6.3,3.9,6.5,28160,276,493,19,3.9,0.87,288|636|3458|3985|5170|5583|7037|9451|9747|9860|10155|11190|51366|54434|54471|55294|80149|84687|285966,ANK3|BICD1|IFNG|LIMK2|PDPK1|PRKCH|TFRC|EIF2AK3|TCAF1|LRIG2|TRIM28|CEP250|UBR5|SSH1|MIEF1|FBXW7|ZC3H12A|PPP1R9B|TCAF2,-3.5,MyList
GO Biological Processes,19,GO:0006650,glycerophospholipid metabolic process,19_GO:0008152 metabolic process,-6.3,3.7,6.4,28160,306,493,20,4.1,0.89,3707|3949|5294|5297|5330|8398|8897|9021|10908|23049|23396|55627|55650|55697|56623|79888|154141|160851|283871|284098,ITPKB|LDLR|PIK3CG|PI4KA|PLCB2|PLA2G6|MTMR3|SOCS3|PNPLA6|SMG1|PIP5K1C|SMPD4|PIGV|VAC14|INPP5E|LPCAT1|MBOAT1|DGKH|PGP|PIGW,-3.5,MyList
GO Biological Processes,19,GO:0016573,histone acetylation,19_GO:0008152 metabolic process,-6.2,5.2,6.9,28160,155,493,14,2.8,0.75,1387|2033|3662|7994|8861|8888|9862|22976|23326|25942|55209|57634|93624|339287,CREBBP|EP300|IRF4|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|EP400|TADA2B|MSL1,-3.4,MyList
GO Biological Processes,19,GO:0018209,peptidyl-serine modification,19_GO:0008152 metabolic process,-6.2,3.5,6.3,28160,338,493,21,4.3,0.91,1454|2011|3458|5170|5310|5334|5583|5601|6197|7037|8440|9113|9451|10114|22853|23049|23228|28996|51719|53944|57118,CSNK1E|MARK2|IFNG|PDPK1|PKD1|PLCL1|PRKCH|MAPK9|RPS6KA3|TFRC|NCK2|LATS1|EIF2AK3|HIPK3|LMTK2|SMG1|PLCL2|HIPK2|CAB39|CSNK1G1|CAMK1D,-3.4,MyList
GO Biological Processes,19,GO:0061919,process utilizing autophagic mechanism,19_GO:0009987 cellular process,-6.1,2.9,5.9,28160,528,493,27,5.5,1,1213|1263|2011|2033|2308|3458|4943|6720|6774|8897|9895|9919|10018|11180|22926|23049|23274|23367|55201|55294|57617|57724|79443|80149|80700|94241|114881,CLTC|PLK3|MARK2|EP300|FOXO1|IFNG|TBC1D25|SREBF1|STAT3|MTMR3|TECPR2|SEC16A|BCL2L11|WDR6|ATF6|SMG1|CLEC16A|LARP1|MAP1S|FBXW7|VPS18|EPG5|FYCO1|ZC3H12A|UBXN6|TP53INP1|OSBPL7,-3.4,MyList
GO Biological Processes,19,GO:0006914,autophagy,19_GO:0008152 metabolic process,-6.1,2.9,5.9,28160,528,493,27,5.5,1,1213|1263|2011|2033|2308|3458|4943|6720|6774|8897|9895|9919|10018|11180|22926|23049|23274|23367|55201|55294|57617|57724|79443|80149|80700|94241|114881,CLTC|PLK3|MARK2|EP300|FOXO1|IFNG|TBC1D25|SREBF1|STAT3|MTMR3|TECPR2|SEC16A|BCL2L11|WDR6|ATF6|SMG1|CLEC16A|LARP1|MAP1S|FBXW7|VPS18|EPG5|FYCO1|ZC3H12A|UBXN6|TP53INP1|OSBPL7,-3.4,MyList
GO Biological Processes,19,GO:0002768,immune response-regulating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-6.1,3.6,6.3,28160,315,493,20,4.1,0.89,1387|2033|3123|3500|3502|3503|3538|3539|3783|5583|5601|7917|8398|23228|28408|28442|28468|64332|80149|84807,CREBBP|EP300|HLA-DRB1|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|KCNN4|PRKCH|MAPK9|BAG6|PLA2G6|PLCL2|IGHV3-74|IGHV3-23|IGHV1-18|NFKBIZ|ZC3H12A|NFKBID,-3.3,MyList
GO Biological Processes,19,GO:0043414,macromolecule methylation,19_GO:0008152 metabolic process,-6,3.6,6.2,28160,317,493,20,4.1,0.89,1387|3009|6018|9739|10155|11108|11180|22976|23067|23463|29072|29890|54790|54815|54880|55209|55729|64783|79979|221656,CREBBP|H1-5|RLF|SETD1A|TRIM28|PRDM4|WDR6|PAXIP1|SETD1B|ICMT|SETD2|RBM15B|TET2|GATAD2A|BCOR|SETD5|ATF7IP|RBM15|TRMT2B|KDM1B,-3.3,MyList
GO Biological Processes,19,GO:0002429,immune response-activating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-6,3.7,6.2,28160,291,493,19,3.9,0.87,1387|2033|3123|3500|3502|3503|3538|3539|3783|5583|7917|8398|23228|28408|28442|28468|64332|80149|84807,CREBBP|EP300|HLA-DRB1|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|KCNN4|PRKCH|BAG6|PLA2G6|PLCL2|IGHV3-74|IGHV3-23|IGHV1-18|NFKBIZ|ZC3H12A|NFKBID,-3.3,MyList
GO Biological Processes,19,GO:0002757,immune response-activating signal transduction,19_GO:0002376 immune system process,-6,3.7,6.2,28160,291,493,19,3.9,0.87,1387|2033|3123|3500|3502|3503|3538|3539|3783|5583|7917|8398|23228|28408|28442|28468|64332|80149|84807,CREBBP|EP300|HLA-DRB1|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|KCNN4|PRKCH|BAG6|PLA2G6|PLCL2|IGHV3-74|IGHV3-23|IGHV1-18|NFKBIZ|ZC3H12A|NFKBID,-3.3,MyList
GO Biological Processes,19,GO:0006984,ER-nucleus signaling pathway,19_GO:0023052 signaling,-5.9,9.9,8.1,28160,46,493,8,1.6,0.57,267|6720|8440|9451|10018|22926|51043|55294,AMFR|SREBF1|NCK2|EIF2AK3|BCL2L11|ATF6|ZBTB7B|FBXW7,-3.2,MyList
GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0002376 immune system process,-5.9,2.8,5.8,28160,542,493,27,5.5,1,639|1958|2033|3123|3458|3566|3662|3707|3718|3902|4627|5450|5469|5971|6774|6929|7037|10320|23228|23598|29102|51043|55294|64332|80149|84807|139818,PRDM1|EGR1|EP300|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|MYH9|POU2AF1|MED1|RELB|STAT3|TCF3|TFRC|IKZF1|PLCL2|PATZ1|DROSHA|ZBTB7B|FBXW7|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-3.2,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-5.8,2.8,5.8,28160,576,493,28,5.7,1,2|1387|2033|3123|3458|3500|3502|3503|3538|3539|3566|3783|3902|3916|5469|5583|7037|7917|8398|22976|23228|25942|28408|28442|28468|64332|80149|84807,A2M|CREBBP|EP300|HLA-DRB1|IFNG|IGHG1|IGHG3|IGHG4|IGLC2|IGLC3|IL4R|KCNN4|LAG3|LAMP1|MED1|PRKCH|TFRC|BAG6|PLA2G6|PAXIP1|PLCL2|SIN3A|IGHV3-74|IGHV3-23|IGHV1-18|NFKBIZ|ZC3H12A|NFKBID,-3.2,MyList
Canonical Pathways,11,M124,PID CXCR4 PATHWAY,,-5.8,6.3,7.1,28160,100,493,11,2.2,0.67,2308|2870|3655|5170|5294|5330|5829|6774|23533|54434|55824,FOXO1|GRK6|ITGA6|PDPK1|PIK3CG|PLCB2|PXN|STAT3|PIK3R5|SSH1|PAG1,-3.2,MyList
GO Biological Processes,19,GO:0035710,"CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-5.8,6.2,7,28160,101,493,11,2.2,0.67,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-3.1,MyList
