Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-28,7.4,17,28160,443,437,51,12,1.5,675|699|891|990|1062|1063|1111|2177|3619|3832|3833|4288|4605|7153|8697|9055|9088|9134|9319|9371|9493|9735|9918|9928|10615|11004|11065|11130|22974|23353|23636|24137|26271|51203|51343|54443|54892|54908|55143|56992|64151|79075|79866|81620|84687|113130|151246|157313|283489|286053|387893,BRCA2|BUB1|CCNB1|CDC6|CENPE|CENPF|CHEK1|FANCD2|INCENP|KIF11|KIFC1|MKI67|MYBL2|TOP2A|CDC23|PRC1|PKMYT1|CCNE2|TRIP13|KIF3B|KIF23|KNTC1|NCAPD2|KIF14|SPAG5|KIF2C|UBE2C|ZWINT|TPX2|SUN1|NUP62|KIF4A|FBXO5|NUSAP1|FZR1|ANLN|NCAPG2|SPDL1|CDCA8|KIF15|NCAPG|DSCC1|BORA|CDT1|PPP1R9B|CDCA5|SGO2|CDCA2|CHAMP1|NSMCE2|KMT5A,-26
MyList,GO Biological Processes,19,GO:0098813,nuclear chromosome segregation,19_GO:0009987 cellular process,-28,9.6,18,28160,283,437,42,9.6,1.4,699|891|990|1062|1063|1663|2177|2237|3619|3833|7153|8697|9055|9134|9319|9493|9735|9918|9928|10615|11004|11065|11130|23353|23636|24137|26271|51203|54892|54908|55143|57082|64151|79075|79892|81620|113130|151246|157570|283489|286053|387893,BUB1|CCNB1|CDC6|CENPE|CENPF|DDX11|FANCD2|FEN1|INCENP|KIFC1|TOP2A|CDC23|PRC1|CCNE2|TRIP13|KIF23|KNTC1|NCAPD2|KIF14|SPAG5|KIF2C|UBE2C|ZWINT|SUN1|NUP62|KIF4A|FBXO5|NUSAP1|NCAPG2|SPDL1|CDCA8|KNL1|NCAPG|DSCC1|MCMBP|CDT1|CDCA5|SGO2|ESCO2|CHAMP1|NSMCE2|KMT5A,-25
MyList,GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-27,6.8,16,28160,492,437,52,12,1.5,675|699|891|990|1062|1063|1111|2177|3619|3832|3833|4288|4605|7153|8697|9055|9088|9134|9319|9371|9493|9735|9918|9928|10615|11004|11065|11130|22974|23353|23603|23636|24137|26271|51203|51343|54443|54892|54908|55143|56992|64151|79075|79866|81620|84687|113130|151246|157313|283489|286053|387893,BRCA2|BUB1|CCNB1|CDC6|CENPE|CENPF|CHEK1|FANCD2|INCENP|KIF11|KIFC1|MKI67|MYBL2|TOP2A|CDC23|PRC1|PKMYT1|CCNE2|TRIP13|KIF3B|KIF23|KNTC1|NCAPD2|KIF14|SPAG5|KIF2C|UBE2C|ZWINT|TPX2|SUN1|CORO1C|NUP62|KIF4A|FBXO5|NUSAP1|FZR1|ANLN|NCAPG2|SPDL1|CDCA8|KIF15|NCAPG|DSCC1|BORA|CDT1|PPP1R9B|CDCA5|SGO2|CDCA2|CHAMP1|NSMCE2|KMT5A,-25
MyList,GO Biological Processes,19,GO:0006260,DNA replication,19_GO:0008152 metabolic process,-26,9.6,18,28160,262,437,39,8.9,1.4,675|890|983|990|1017|1111|1663|2237|3265|3508|4171|4173|4175|4176|4998|5424|5983|6240|6241|7157|8208|8318|9134|9768|10189|11169|23594|26271|51455|51514|51659|55388|79075|79892|79915|80169|81620|157570|253714,BRCA2|CCNA2|CDK1|CDC6|CDK2|CHEK1|DDX11|FEN1|HRAS|IGHMBP2|MCM2|MCM4|MCM6|MCM7|ORC1|POLD1|RFC3|RRM1|RRM2|TP53|CHAF1B|CDC45|CCNE2|PCLAF|ALYREF|WDHD1|ORC6|FBXO5|REV1|DTL|GINS2|MCM10|DSCC1|MCMBP|ATAD5|CTC1|CDT1|ESCO2|MMS22L,-23
MyList,GO Biological Processes,19,GO:0000070,mitotic sister chromatid segregation,19_GO:0009987 cellular process,-26,13,19,28160,170,437,33,7.6,1.3,699|891|990|1062|1063|3619|3833|8697|9055|9319|9493|9735|9918|9928|10615|11004|11065|11130|23636|24137|26271|51203|54892|54908|55143|64151|79075|81620|113130|151246|283489|286053|387893,BUB1|CCNB1|CDC6|CENPE|CENPF|INCENP|KIFC1|CDC23|PRC1|TRIP13|KIF23|KNTC1|NCAPD2|KIF14|SPAG5|KIF2C|UBE2C|ZWINT|NUP62|KIF4A|FBXO5|NUSAP1|NCAPG2|SPDL1|CDCA8|NCAPG|DSCC1|CDT1|CDCA5|SGO2|CHAMP1|NSMCE2|KMT5A,-23
MyList,GO Biological Processes,19,GO:0071103,DNA conformation change,19_GO:0009987 cellular process,-26,8.5,17,28160,319,437,42,9.6,1.4,891|983|1663|3009|3014|3017|3070|3508|3619|4171|4173|4175|4176|5983|7153|7157|7994|8208|8294|8352|8355|8358|8360|8361|8364|8365|8932|9918|11339|51203|53615|54892|55355|55636|55723|64151|79075|113130|387103|387893|401541|440689,CCNB1|CDK1|DDX11|H1-5|H2AX|H2BC5|HELLS|IGHMBP2|INCENP|MCM2|MCM4|MCM6|MCM7|RFC3|TOP2A|TP53|KAT6A|CHAF1B|H4C9|H3C3|H3C8|H3C2|H4C4|H4C6|H4C3|H4C8|MBD2|NCAPD2|OIP5|NUSAP1|MBD3|NCAPG2|HJURP|CHD7|ASF1B|NCAPG|DSCC1|CDCA5|CENPW|KMT5A|CENPP|H2BC18,-23
MyList,Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-24,8.9,17,28160,274,437,38,8.7,1.3,3012|3014|3017|6871|7403|7468|7862|7994|8294|8329|8331|8332|8335|8336|8352|8355|8358|8360|8361|8364|8365|8518|8850|8969|9112|9612|22992|23028|23067|51780|53615|54815|56970|85235|121536|317772|387893|440689,H2AC8|H2AX|H2BC5|TADA2A|KDM6A|NSD2|BRPF1|KAT6A|H4C9|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H3C3|H3C8|H3C2|H4C4|H4C6|H4C3|H4C8|ELP1|KAT2B|H2AC11|MTA1|NCOR2|KDM2A|KDM1A|SETD1B|KDM3B|MBD3|GATAD2A|ATXN7L3|H2AC12|AEBP2|H2AC21|KMT5A|H2BC18,-22
MyList,Reactome Gene Sets,6,R-HSA-3247509,Chromatin modifying enzymes,,-24,8.9,17,28160,274,437,38,8.7,1.3,3012|3014|3017|6871|7403|7468|7862|7994|8294|8329|8331|8332|8335|8336|8352|8355|8358|8360|8361|8364|8365|8518|8850|8969|9112|9612|22992|23028|23067|51780|53615|54815|56970|85235|121536|317772|387893|440689,H2AC8|H2AX|H2BC5|TADA2A|KDM6A|NSD2|BRPF1|KAT6A|H4C9|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H3C3|H3C8|H3C2|H4C4|H4C6|H4C3|H4C8|ELP1|KAT2B|H2AC11|MTA1|NCOR2|KDM2A|KDM1A|SETD1B|KDM3B|MBD3|GATAD2A|ATXN7L3|H2AC12|AEBP2|H2AC21|KMT5A|H2BC18,-22
MyList,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-24,6.6,15,28160,459,437,47,11,1.5,207|440|672|675|699|891|983|990|1017|1062|1063|1111|1739|2177|4088|4288|4998|7023|7027|7157|8697|9088|9319|9735|9928|11065|11130|23636|26271|51203|51343|51512|51514|51776|54443|54908|55367|56257|63967|79866|80169|81620|84687|113130|157313|286053|415116,AKT1|ASNS|BRCA1|BRCA2|BUB1|CCNB1|CDK1|CDC6|CDK2|CENPE|CENPF|CHEK1|DLG1|FANCD2|SMAD3|MKI67|ORC1|TFAP4|TFDP1|TP53|CDC23|PKMYT1|TRIP13|KNTC1|KIF14|UBE2C|ZWINT|NUP62|FBXO5|NUSAP1|FZR1|GTSE1|DTL|MAP3K20|ANLN|SPDL1|PIDD1|MEPCE|CLSPN|BORA|CTC1|CDT1|PPP1R9B|CDCA5|CDCA2|NSMCE2|PIM3,-22
MyList,WikiPathways,27,WP2446,Retinoblastoma gene in cancer,,-23,18,20,28160,88,437,24,5.5,1.1,890|891|983|1017|1111|1719|1870|2189|2956|4173|4175|4176|4998|5983|6240|6241|7027|7153|7157|8318|9134|24137|54443|81620,CCNA2|CCNB1|CDK1|CDK2|CHEK1|DHFR|E2F2|FANCG|MSH6|MCM4|MCM6|MCM7|ORC1|RFC3|RRM1|RRM2|TFDP1|TOP2A|TP53|CDC45|CCNE2|KIF4A|ANLN|CDT1,-20
MyList,GO Biological Processes,19,GO:0006323,DNA packaging,19_GO:0009987 cellular process,-23,9.6,16,28160,229,437,34,7.8,1.3,891|983|3009|3014|3017|3070|3619|4171|7153|7157|7994|8208|8294|8352|8355|8358|8360|8361|8364|8365|8932|9918|11339|51203|53615|54892|55355|55723|64151|113130|387103|387893|401541|440689,CCNB1|CDK1|H1-5|H2AX|H2BC5|HELLS|INCENP|MCM2|TOP2A|TP53|KAT6A|CHAF1B|H4C9|H3C3|H3C8|H3C2|H4C4|H4C6|H4C3|H4C8|MBD2|NCAPD2|OIP5|NUSAP1|MBD3|NCAPG2|HJURP|ASF1B|NCAPG|CDCA5|CENPW|KMT5A|CENPP|H2BC18,-20
MyList,GO Biological Processes,19,GO:0044770,cell cycle phase transition,19_GO:0009987 cellular process,-23,6,14,28160,518,437,48,11,1.5,207|672|699|890|891|899|983|990|1017|1062|1063|1111|1739|2177|3014|4998|5127|5932|7023|7027|7157|8318|8697|9088|9134|9319|9735|9833|9928|11065|11130|26271|51343|51512|51514|51776|54443|54908|55336|55367|56257|63967|79915|80169|81620|84687|113130|286053,AKT1|BRCA1|BUB1|CCNA2|CCNB1|CCNF|CDK1|CDC6|CDK2|CENPE|CENPF|CHEK1|DLG1|FANCD2|H2AX|ORC1|CDK16|RBBP8|TFAP4|TFDP1|TP53|CDC45|CDC23|PKMYT1|CCNE2|TRIP13|KNTC1|MELK|KIF14|UBE2C|ZWINT|FBXO5|FZR1|GTSE1|DTL|MAP3K20|ANLN|SPDL1|FBXL8|PIDD1|MEPCE|CLSPN|ATAD5|CTC1|CDT1|PPP1R9B|CDCA5|NSMCE2,-20
MyList,Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-22,7.7,15,28160,327,437,39,8.9,1.4,332|699|1062|1063|3012|3014|3017|3619|4689|5580|5905|6279|7533|8294|8331|8335|8352|8355|8358|8360|8361|8364|8365|9055|9475|9735|9928|11004|11130|23028|54908|55143|57082|57405|79682|79902|151246|220134|401541,BIRC5|BUB1|CENPE|CENPF|H2AC8|H2AX|H2BC5|INCENP|NCF4|PRKCD|RANGAP1|S100A8|YWHAH|H4C9|H2AC14|H2AC4|H3C3|H3C8|H3C2|H4C4|H4C6|H4C3|H4C8|PRC1|ROCK2|KNTC1|KIF14|KIF2C|ZWINT|KDM1A|SPDL1|CDCA8|KNL1|SPC25|CENPU|NUP85|SGO2|SKA1|CENPP,-20
MyList,Reactome Gene Sets,6,R-HSA-3214815,HDACs deacetylate histones,,-22,16,19,28160,94,437,24,5.5,1.1,3012|3017|8294|8329|8331|8332|8335|8336|8352|8355|8358|8360|8361|8364|8365|8969|9112|9612|23028|53615|54815|85235|317772|440689,H2AC8|H2BC5|H4C9|H2AC13|H2AC14|H2AC16|H2AC4|H2AC17|H3C3|H3C8|H3C2|H4C4|H4C6|H4C3|H4C8|H2AC11|MTA1|NCOR2|KDM1A|MBD3|GATAD2A|H2AC12|H2AC21|H2BC18,-20
MyList,GO Biological Processes,19,GO:0044772,mitotic cell cycle phase transition,19_GO:0009987 cellular process,-22,6.5,14,28160,424,437,43,9.8,1.4,207|672|699|890|891|899|983|990|1017|1062|1063|1111|1739|4998|5127|5932|7023|7027|7157|8697|9088|9134|9319|9735|9833|9928|11065|11130|26271|51343|51512|51514|54443|54908|55336|55367|56257|63967|80169|81620|84687|113130|286053,AKT1|BRCA1|BUB1|CCNA2|CCNB1|CCNF|CDK1|CDC6|CDK2|CENPE|CENPF|CHEK1|DLG1|ORC1|CDK16|RBBP8|TFAP4|TFDP1|TP53|CDC23|PKMYT1|CCNE2|TRIP13|KNTC1|MELK|KIF14|UBE2C|ZWINT|FBXO5|FZR1|GTSE1|DTL|ANLN|SPDL1|FBXL8|PIDD1|MEPCE|CLSPN|CTC1|CDT1|PPP1R9B|CDCA5|NSMCE2,-19
MyList,GO Biological Processes,19,GO:0006281,DNA repair,19_GO:0050896 response to stimulus,-22,5.8,14,28160,520,437,47,11,1.5,672|675|983|1017|1111|1663|2177|2187|2189|2237|2956|3014|3508|4171|4173|4175|4176|5424|5932|5983|7157|7468|8208|8318|9112|9319|9768|10038|11169|22992|23028|29128|51343|51455|51514|51659|54537|55215|55247|56946|63967|64110|91419|113130|157570|253714|286053,BRCA1|BRCA2|CDK1|CDK2|CHEK1|DDX11|FANCD2|FANCB|FANCG|FEN1|MSH6|H2AX|IGHMBP2|MCM2|MCM4|MCM6|MCM7|POLD1|RBBP8|RFC3|TP53|NSD2|CHAF1B|CDC45|MTA1|TRIP13|PCLAF|PARP2|WDHD1|KDM2A|KDM1A|UHRF1|FZR1|REV1|DTL|GINS2|SHLD2|FANCI|NEIL3|EMSY|CLSPN|MAGEF1|ATP23|CDCA5|ESCO2|MMS22L|NSMCE2,-19
MyList,Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-21,11,17,28160,168,437,29,6.6,1.2,672|891|983|990|1017|1111|3014|3017|4171|4173|4175|4176|4998|5932|5983|7157|7468|7533|8294|8318|8360|8361|8364|8365|9088|23594|51512|55388|63967,BRCA1|CCNB1|CDK1|CDC6|CDK2|CHEK1|H2AX|H2BC5|MCM2|MCM4|MCM6|MCM7|ORC1|RBBP8|RFC3|TP53|NSD2|YWHAH|H4C9|CDC45|H4C4|H4C6|H4C3|H4C8|PKMYT1|ORC6|GTSE1|MCM10|CLSPN,-19
MyList,GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-20,6.6,14,28160,390,437,40,9.2,1.4,207|672|699|891|983|990|1017|1062|1063|1111|1739|2177|3014|4998|7023|7027|7157|8318|8697|9319|9735|9928|11065|11130|26271|51343|51512|51514|51776|54443|54908|55367|56257|63967|79915|80169|81620|84687|113130|286053,AKT1|BRCA1|BUB1|CCNB1|CDK1|CDC6|CDK2|CENPE|CENPF|CHEK1|DLG1|FANCD2|H2AX|ORC1|TFAP4|TFDP1|TP53|CDC45|CDC23|TRIP13|KNTC1|KIF14|UBE2C|ZWINT|FBXO5|FZR1|GTSE1|DTL|MAP3K20|ANLN|SPDL1|PIDD1|MEPCE|CLSPN|ATAD5|CTC1|CDT1|PPP1R9B|CDCA5|NSMCE2,-18
MyList,GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-20,7.5,14,28160,299,437,35,8,1.3,207|672|699|891|983|990|1017|1062|1063|1111|1739|4998|7023|7027|7157|8697|9319|9735|9928|11065|11130|26271|51343|51512|51514|54443|54908|55367|56257|63967|80169|81620|84687|113130|286053,AKT1|BRCA1|BUB1|CCNB1|CDK1|CDC6|CDK2|CENPE|CENPF|CHEK1|DLG1|ORC1|TFAP4|TFDP1|TP53|CDC23|TRIP13|KNTC1|KIF14|UBE2C|ZWINT|FBXO5|FZR1|GTSE1|DTL|ANLN|SPDL1|PIDD1|MEPCE|CLSPN|CTC1|CDT1|PPP1R9B|CDCA5|NSMCE2,-18
