Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-15,4.9,11,28160,472,455,37,8.1,1.3,2207|3430|3507|3665|3822|3965|4938|4940|5336|5359|6850|7006|7305|7462|8638|9111|10385|11126|23098|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|79037|79132|81622|91543|118788|131450|257144,FCER1G|IFI35|IGHM|IRF7|KLRC2|LGALS9|OAS1|OAS3|PLCG2|PLSCR1|SYK|TEC|TYROBP|LAT2|OASL|NMI|BTN2A2|CD160|SARM1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|PVRIG|DHX58|UNC93B1|RSAD2|PIK3AP1|CD200R1|GCSAM,-11,MyList
GO Biological Processes,19,GO:0045071,negative regulation of viral genome replication,19_GO:0016032 viral process,-14,17,15,28160,56,455,15,3.3,0.84,684|3434|3669|4599|4938|4940|5359|5610|8519|8638|9636|10410|10581|24138|91543,BST2|IFIT1|ISG20|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|ISG15|IFITM3|IFITM2|IFIT5|RSAD2,-11,MyList
GO Biological Processes,19,GO:0050792,regulation of viral process,19_GO:0016032 viral process,-14,8.3,12,28160,164,455,22,4.8,1,684|2934|3434|3669|3965|4061|4599|4938|4940|5359|5610|6993|8519|8638|9636|10346|10410|10581|11267|24138|27074|91543,BST2|GSN|IFIT1|ISG20|LGALS9|LY6E|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|DYNLT1|IFITM1|OASL|ISG15|TRIM22|IFITM3|IFITM2|SNF8|IFIT5|LAMP3|RSAD2,-10,MyList
GO Biological Processes,19,GO:0048525,negative regulation of viral process,19_GO:0016032 viral process,-13,11,13,28160,92,455,17,3.7,0.89,684|2934|3434|3669|4061|4599|4938|4940|5359|5610|8519|8638|9636|10410|10581|24138|91543,BST2|GSN|IFIT1|ISG20|LY6E|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|ISG15|IFITM3|IFITM2|IFIT5|RSAD2,-9.8,MyList
GO Biological Processes,19,GO:0002449,lymphocyte mediated immunity,19_GO:0002376 immune system process,-13,5.3,10,28160,351,455,30,6.6,1.2,326|1191|2207|2529|3507|3665|3811|3822|3965|4049|6375|8807|9025|11126|11277|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|91543|117157|729230,AIRE|CLU|FCER1G|FUT7|IGHM|IRF7|KIR3DL1|KLRC2|LGALS9|LTA|XCL1|IL18RAP|RNF8|CD160|TREX1|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|RSAD2|SH2D1B|CCR2,-9.7,MyList
GO Biological Processes,19,GO:0034340,response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,15,14,28160,58,455,14,3.1,0.81,3434|3665|4599|4938|4940|6773|8519|9636|10410|10581|11274|11277|56339|81030,IFIT1|IRF7|MX1|OAS1|OAS3|STAT2|IFITM1|ISG15|IFITM3|IFITM2|USP18|TREX1|METTL3|ZBP1,-9.3,MyList
GO Biological Processes,19,GO:1903900,regulation of viral life cycle,19_GO:0016032 viral process,-12,8.4,12,28160,148,455,20,4.4,0.96,684|2934|3434|3669|3965|4061|4599|4938|4940|5359|5610|8519|8638|9636|10346|10410|10581|24138|27074|91543,BST2|GSN|IFIT1|ISG20|LGALS9|LY6E|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|ISG15|TRIM22|IFITM3|IFITM2|IFIT5|LAMP3|RSAD2,-9.3,MyList
GO Biological Processes,19,GO:0002831,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-12,5.3,10,28160,327,455,28,6.2,1.1,2|3430|3434|3665|3822|3965|4938|4940|5336|5359|6773|6850|7305|8638|8807|9111|9636|10875|11126|11274|11277|22914|51191|56339|79132|81030|114769|117157,A2M|IFI35|IFIT1|IRF7|KLRC2|LGALS9|OAS1|OAS3|PLCG2|PLSCR1|STAT2|SYK|TYROBP|OASL|IL18RAP|NMI|ISG15|FGL2|CD160|USP18|TREX1|KLRK1|HERC5|METTL3|DHX58|ZBP1|CARD16|SH2D1B,-9,MyList
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,6.5,11,28160,218,455,23,5.1,1,2|3430|3665|3822|3965|4938|4940|5336|5359|6773|6850|7305|8807|9111|9636|11126|11274|11277|22914|56339|79132|81030|117157,A2M|IFI35|IRF7|KLRC2|LGALS9|OAS1|OAS3|PLCG2|PLSCR1|STAT2|SYK|TYROBP|IL18RAP|NMI|ISG15|CD160|USP18|TREX1|KLRK1|METTL3|DHX58|ZBP1|SH2D1B,-8.8,MyList
GO Biological Processes,19,GO:0071357,cellular response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-12,15,13,28160,52,455,13,2.9,0.78,3434|3665|4938|4940|6773|8519|9636|10410|10581|11274|11277|56339|81030,IFIT1|IRF7|OAS1|OAS3|STAT2|IFITM1|ISG15|IFITM3|IFITM2|USP18|TREX1|METTL3|ZBP1,-8.8,MyList
GO Biological Processes,19,GO:0002253,activation of immune response,19_GO:0002376 immune system process,-11,4.8,9.4,28160,376,455,29,6.4,1.1,2|1191|2207|3507|3822|3848|5336|5359|6850|7006|7305|7462|10385|11126|11277|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|79037|81030|257144,A2M|CLU|FCER1G|IGHM|KLRC2|KRT1|PLCG2|PLSCR1|SYK|TEC|TYROBP|LAT2|BTN2A2|CD160|TREX1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|PVRIG|ZBP1|GCSAM,-8.3,MyList
GO Biological Processes,19,GO:0045069,regulation of viral genome replication,19_GO:0016032 viral process,-11,11,12,28160,85,455,15,3.3,0.84,684|3434|3669|4599|4938|4940|5359|5610|8519|8638|9636|10410|10581|24138|91543,BST2|IFIT1|ISG20|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|ISG15|IFITM3|IFITM2|IFIT5|RSAD2,-8.2,MyList
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-11,3.4,8.6,28160,771,455,42,9.2,1.4,326|684|1026|2207|2529|2841|2934|3507|3822|3965|5336|6097|6375|6850|7305|7462|8379|9025|10385|10875|11126|11277|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|51744|56339|57178|79840|90379|91543|257101|729230,AIRE|BST2|CDKN1A|FCER1G|FUT7|GPR18|GSN|IGHM|KLRC2|LGALS9|PLCG2|RORC|XCL1|SYK|TYROBP|LAT2|MAD1L1|RNF8|BTN2A2|FGL2|CD160|TREX1|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|CD244|METTL3|ZMIZ1|NHEJ1|DCAF15|RSAD2|ZNF683|CCR2,-8.1,MyList
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-11,4.5,9.1,28160,416,455,30,6.6,1.2,684|950|2838|2934|3434|3665|3669|3965|4061|4599|4734|4938|4940|5359|5610|6483|6993|8519|8638|9636|10346|10410|10581|11267|24138|27074|27090|28985|51510|91543,BST2|SCARB2|GPR15|GSN|IFIT1|IRF7|ISG20|LGALS9|LY6E|MX1|NEDD4|OAS1|OAS3|PLSCR1|EIF2AK2|ST3GAL2|DYNLT1|IFITM1|OASL|ISG15|TRIM22|IFITM3|IFITM2|SNF8|IFIT5|LAMP3|ST6GALNAC4|MCTS1|CHMP5|RSAD2,-8,MyList
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-11,5.1,9.3,28160,318,455,26,5.7,1.1,684|950|2838|2934|3434|3669|3965|4061|4599|4734|4938|4940|5359|5610|6993|8519|8638|9636|10346|10410|10581|11267|24138|27074|51510|91543,BST2|SCARB2|GPR15|GSN|IFIT1|ISG20|LGALS9|LY6E|MX1|NEDD4|OAS1|OAS3|PLSCR1|EIF2AK2|DYNLT1|IFITM1|OASL|ISG15|TRIM22|IFITM3|IFITM2|SNF8|IFIT5|LAMP3|CHMP5|RSAD2,-7.9,MyList
GO Biological Processes,19,GO:0035455,response to interferon-alpha,19_GO:0050896 response to stimulus,-11,27,15,28160,21,455,9,2,0.65,684|3433|3437|4600|5610|8519|10410|10581|27074,BST2|IFIT2|IFIT3|MX2|EIF2AK2|IFITM1|IFITM3|IFITM2|LAMP3,-7.9,MyList
GO Biological Processes,19,GO:0060337,type I interferon signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-11,15,13,28160,50,455,12,2.6,0.75,3665|4938|4940|6773|8519|9636|10410|10581|11274|11277|56339|81030,IRF7|OAS1|OAS3|STAT2|IFITM1|ISG15|IFITM3|IFITM2|USP18|TREX1|METTL3|ZBP1,-7.8,MyList
GO Biological Processes,19,GO:0050853,B cell receptor signaling pathway,19_GO:0002376 immune system process,-10,8,10,28160,131,455,17,3.7,0.89,3507|5336|6850|7006|7462|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|257144,IGHM|PLCG2|SYK|TEC|LAT2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|GCSAM,-7.5,MyList
GO Biological Processes,19,GO:0002768,immune response-regulating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-10,4.9,8.9,28160,315,455,25,5.5,1.1,2207|3507|3822|5336|5359|6850|7006|7305|7462|10385|11126|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|79037|131450|257144,FCER1G|IGHM|KLRC2|PLCG2|PLSCR1|SYK|TEC|TYROBP|LAT2|BTN2A2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|PVRIG|CD200R1|GCSAM,-7.2,MyList
GO Biological Processes,19,GO:0002757,immune response-activating signal transduction,19_GO:0002376 immune system process,-10,5.1,9,28160,291,455,24,5.3,1,2207|3507|3822|5336|5359|6850|7006|7305|7462|10385|11126|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|79037|257144,FCER1G|IGHM|KLRC2|PLCG2|PLSCR1|SYK|TEC|TYROBP|LAT2|BTN2A2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|PVRIG|GCSAM,-7.2,MyList
GO Biological Processes,19,GO:0002429,immune response-activating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-10,5.1,9,28160,291,455,24,5.3,1,2207|3507|3822|5336|5359|6850|7006|7305|7462|10385|11126|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|79037|257144,FCER1G|IGHM|KLRC2|PLCG2|PLSCR1|SYK|TEC|TYROBP|LAT2|BTN2A2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|PVRIG|GCSAM,-7.2,MyList
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-9.6,3.5,8,28160,625,455,35,7.7,1.2,2|241|2529|3430|3434|3665|3822|3848|3965|4049|4258|4938|4940|5336|5359|6375|6773|6850|7305|8807|9111|9636|10875|11126|11274|11277|22914|51191|56339|79132|81030|117157|118788|131450|729230,A2M|ALOX5AP|FUT7|IFI35|IFIT1|IRF7|KLRC2|KRT1|LGALS9|LTA|MGST2|OAS1|OAS3|PLCG2|PLSCR1|XCL1|STAT2|SYK|TYROBP|IL18RAP|NMI|ISG15|FGL2|CD160|USP18|TREX1|KLRK1|HERC5|METTL3|DHX58|ZBP1|SH2D1B|PIK3AP1|CD200R1|CCR2,-6.8,MyList
GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9.2,3.1,7.6,28160,748,455,38,8.4,1.3,2207|3507|3512|3663|3965|4049|4258|4938|4940|5336|5473|6850|9636|10561|10578|11126|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|28656|28670|28692|28912|51510|55603|55876|79132|83998|114769|129607,FCER1G|IGHM|JCHAIN|IRF5|LGALS9|LTA|MGST2|OAS1|OAS3|PLCG2|PPBP|SYK|ISG15|IFI44|GNLY|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|TRAV26-2|TRAV13-2|TRAV1-2|IGKV3-20|CHMP5|TENT5A|GSDMB|DHX58|REG4|CARD16|CMPK2,-6.4,MyList
GO Biological Processes,19,GO:0016064,immunoglobulin mediated immune response,19_GO:0002376 immune system process,-8.9,5.7,8.7,28160,207,455,19,4.2,0.94,1191|2207|3507|3665|4049|6375|9025|11277|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,CLU|FCER1G|IGHM|IRF7|LTA|XCL1|RNF8|TREX1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-6.1,MyList
GO Biological Processes,19,GO:0035456,response to interferon-beta,19_GO:0050896 response to stimulus,-8.9,17,12,28160,32,455,9,2,0.65,684|4938|5359|8519|10410|10581|11277|51079|54739,BST2|OAS1|PLSCR1|IFITM1|IFITM3|IFITM2|TREX1|NDUFA13|XAF1,-6.1,MyList
WikiPathways,27,WP4197,Immune response to tuberculosis,,-8.8,22,13,28160,23,455,8,1.8,0.62,3430|3434|3437|4599|4938|6773|8519|10379,IFI35|IFIT1|IFIT3|MX1|OAS1|STAT2|IFITM1|IRF9,-6,MyList
GO Biological Processes,19,GO:0019724,B cell mediated immunity,19_GO:0002376 immune system process,-8.8,5.6,8.6,28160,210,455,19,4.2,0.94,1191|2207|3507|3665|4049|6375|9025|11277|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,CLU|FCER1G|IGHM|IRF7|LTA|XCL1|RNF8|TREX1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-6,MyList
GO Biological Processes,19,GO:0006911,"phagocytosis, engulfment",19_GO:0051179 localization,-8.6,7.3,9.1,28160,127,455,15,3.3,0.84,2934|3507|3684|5336|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526,GSN|IGHM|ITGAM|PLCG2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC,-5.9,MyList
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-8.6,3.2,7.4,28160,650,455,34,7.5,1.2,1026|2207|3507|3684|3822|3965|5359|6375|6850|7006|7305|8379|8543|10385|10875|11126|11277|22914|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|56339|57178|90379|257101|729230,CDKN1A|FCER1G|IGHM|ITGAM|KLRC2|LGALS9|PLSCR1|XCL1|SYK|TEC|TYROBP|MAD1L1|LMO4|BTN2A2|FGL2|CD160|TREX1|KLRK1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|METTL3|ZMIZ1|DCAF15|ZNF683|CCR2,-5.9,MyList
GO Biological Processes,19,GO:0050851,antigen receptor-mediated signaling pathway,19_GO:0002376 immune system process,-8.6,5.2,8.3,28160,240,455,20,4.4,0.96,3507|5336|6850|7006|7462|10385|11126|28388|28392|28394|28395|28412|28420|28444|28448|28452|28473|28526|79037|257144,IGHM|PLCG2|SYK|TEC|LAT2|BTN2A2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-3|TRDC|PVRIG|GCSAM,-5.8,MyList
