_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-2.4,GO:0032613,interleukin-10 production,M1,1,0
1,-2.3,WP49,IL-2 signaling pathway,M1,1,0
1,-2.4,GO:0071637,regulation of monocyte chemotactic protein-1 production,M1,1,0
1,-4.1,GO:0032020,ISG15-protein conjugation,M1,1,0
1,-3.1,GO:0002720,positive regulation of cytokine production involved in immune response,M1,1,0
1,-8.3,GO:0002449,lymphocyte mediated immunity,M1,1,0
1,-4.1,GO:0060761,negative regulation of response to cytokine stimulus,M1,1,0
1,-3,GO:0010951,negative regulation of endopeptidase activity,M1,1,0
1,-2.1,M139,PID MYC PATHWAY,M1,1,0
1,-2.1,GO:0006801,superoxide metabolic process,M1,1,0
1,-11,GO:0045088,regulation of innate immune response,M1,1,0
1,-15,GO:0034340,response to type I interferon,M1,1,0
1,-2.3,GO:0032069,regulation of nuclease activity,M1,1,0
1,-5.1,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,M1,1,0
1,-6.1,GO:0050777,negative regulation of immune response,M1,1,0
1,-2.7,WP5038,Mitochondrial immune response to SARS-CoV-2,M1,1,0
1,-3.6,GO:0002281,macrophage activation involved in immune response,M1,1,0
1,-12,GO:0035456,response to interferon-beta,M1,1,0
1,-14,GO:0050792,regulation of viral process,M1,1,0
1,-2.5,GO:0002369,T cell cytokine production,M1,1,0
1,-5.6,GO:0002705,positive regulation of leukocyte mediated immunity,M1,1,0
1,-2.8,GO:0010466,negative regulation of peptidase activity,M1,1,0
1,-3.6,GO:0044409,entry into host,M1,1,0
1,-2.5,GO:0010942,positive regulation of cell death,M1,1,0
1,-2.6,GO:0046632,alpha-beta T cell differentiation,M1,1,0
1,-5,GO:0045089,positive regulation of innate immune response,M1,1,0
1,-2.2,GO:0034142,toll-like receptor 4 signaling pathway,M1,1,0
1,-3.2,GO:0051701,biological process involved in interaction with host,M1,1,0
1,-3.5,WP4877,Host-pathogen interaction of human coronaviruses - MAPK signaling,M1,1,0
1,-2.1,hsa04210,Apoptosis ,M1,1,0
1,-4.7,GO:0044766,multi-organism transport,M1,1,0
1,-5.4,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,M1,1,0
1,-2.6,GO:0032609,interferon-gamma production,M1,1,0
1,-3.6,GO:0050867,positive regulation of cell activation,M1,1,0
1,-3.9,WP4705,Pathways of nucleic acid metabolism and innate immune sensing,M1,1,0
1,-5,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-8.3,GO:0031347,regulation of defense response,M1,1,0
1,-4.1,GO:0032607,interferon-alpha production,M1,1,0
1,-2.1,R-HSA-912694,Regulation of IFNA signaling,M1,1,0
1,-2.8,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-2.3,GO:0032733,positive regulation of interleukin-10 production,M1,1,0
1,-3.5,GO:0050853,B cell receptor signaling pathway,M1,1,0
1,-2.2,R-HSA-2172127,DAP12 interactions,M1,1,0
1,-2.9,GO:0002718,regulation of cytokine production involved in immune response,M1,1,0
1,-2.3,GO:0072678,T cell migration,M1,1,0
1,-26,R-HSA-913531,Interferon Signaling,M1,1,0
1,-4.4,GO:0002221,pattern recognition receptor signaling pathway,M1,1,0
1,-2.7,CORUM:3064,"RNA polymerase II complex, chromatin structure modifying",M1,1,0
1,-3.6,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,M1,1,0
1,-5.9,ko05164,Influenza A,M1,1,0
1,-2.1,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",M1,1,0
1,-2.1,GO:0002292,T cell differentiation involved in immune response,M1,1,0
1,-2.6,GO:0032649,regulation of interferon-gamma production,M1,1,0
1,-5.5,GO:0032728,positive regulation of interferon-beta production,M1,1,0
1,-2.2,GO:0006910,"phagocytosis, recognition",M1,1,0
1,-4.6,GO:0002703,regulation of leukocyte mediated immunity,M1,1,0
1,-10,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,M1,1,0
1,-2.9,GO:0043903,regulation of biological process involved in symbiotic interaction,M1,1,0
1,-2.4,GO:0090501,RNA phosphodiester bond hydrolysis,M1,1,0
1,-34,GO:0002250,adaptive immune response,M1,1,0
1,-4.5,GO:0001817,regulation of cytokine production,M1,1,0
1,-2.7,hsa04064,NF-kappa B signaling pathway,M1,1,0
1,-4.4,GO:0001909,leukocyte mediated cytotoxicity,M1,1,0
1,-3,GO:0050688,regulation of defense response to virus,M1,1,0
1,-5.8,GO:0050865,regulation of cell activation,M1,1,0
1,-10,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,M1,1,0
1,-13,GO:0002440,production of molecular mediator of immune response,M1,1,0
1,-2.1,R-HSA-73893,DNA Damage Bypass,M1,1,0
1,-6.9,GO:0002833,positive regulation of response to biotic stimulus,M1,1,0
1,-7.7,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,M1,1,0
1,-3.4,GO:0002274,myeloid leukocyte activation,M1,1,0
1,-8.5,R-HSA-877300,Interferon gamma signaling,M1,1,0
1,-2.8,GO:0006956,complement activation,M1,1,0
1,-3.1,GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,M1,1,0
1,-9.5,WP619,Type II interferon signaling (IFNG),M1,1,0
1,-6.4,GO:0002253,activation of immune response,M1,1,0
1,-3.9,GO:0042267,natural killer cell mediated cytotoxicity,M1,1,0
1,-3.1,GO:0052126,movement in host environment,M1,1,0
1,-2.4,GO:0039535,regulation of RIG-I signaling pathway,M1,1,0
1,-8.5,GO:0002832,negative regulation of response to biotic stimulus,M1,1,0
1,-2,GO:0002698,negative regulation of immune effector process,M1,1,0
1,-4.4,GO:0051251,positive regulation of lymphocyte activation,M1,1,0
1,-3.1,GO:0062208,positive regulation of pattern recognition receptor signaling pathway,M1,1,0
1,-3.4,GO:0030217,T cell differentiation,M1,1,0
1,-14,R-HSA-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-2.4,GO:0032653,regulation of interleukin-10 production,M1,1,0
1,-3.6,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-2.5,GO:0002724,regulation of T cell cytokine production,M1,1,0
1,-3.1,GO:0032640,tumor necrosis factor production,M1,1,0
1,-3,GO:0002686,negative regulation of leukocyte migration,M1,1,0
1,-3,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,M1,1,0
1,-2.1,GO:0019883,antigen processing and presentation of endogenous antigen,M1,1,0
1,-2.5,GO:0002483,antigen processing and presentation of endogenous peptide antigen,M1,1,0
1,-2.1,GO:0042116,macrophage activation,M1,1,0
1,-3.8,WP4912,SARS coronavirus and innate immunity,M1,1,0
1,-4.2,GO:0046596,regulation of viral entry into host cell,M1,1,0
1,-3.5,ko05160,Hepatitis C,M1,1,0
1,-2.7,GO:0052547,regulation of peptidase activity,M1,1,0
1,-2,GO:0060333,interferon-gamma-mediated signaling pathway,M1,1,0
1,-3.8,GO:0002717,positive regulation of natural killer cell mediated immunity,M1,1,0
1,-5.6,hsa05162,Measles,M1,1,0
1,-6,GO:0002263,cell activation involved in immune response,M1,1,0
1,-4.1,GO:0032647,regulation of interferon-alpha production,M1,1,0
1,-4.1,GO:0039529,RIG-I signaling pathway,M1,1,0
1,-12,GO:0060337,type I interferon signaling pathway,M1,1,0
1,-2.9,R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,M1,1,0
1,-12,GO:0002377,immunoglobulin production,M1,1,0
1,-4.2,WP3865,Novel intracellular components of RIG-I-like receptor (RLR) pathway,M1,1,0
1,-2.5,GO:0071360,cellular response to exogenous dsRNA,M1,1,0
1,-2.9,GO:0050863,regulation of T cell activation,M1,1,0
1,-5.9,GO:0098586,cellular response to virus,M1,1,0
1,-3.7,GO:0050851,antigen receptor-mediated signaling pathway,M1,1,0
1,-9.2,ko04650,Natural killer cell mediated cytotoxicity,M1,1,0
1,-10,GO:0019079,viral genome replication,M1,1,0
1,-2.8,GO:0035710,"CD4-positive, alpha-beta T cell activation",M1,1,0
1,-2.4,GO:0002688,regulation of leukocyte chemotaxis,M1,1,0
1,-14,GO:0002831,regulation of response to biotic stimulus,M1,1,0
