Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,19_GO:0051179 localization,-8.3,4.7,8,28160,300,415,21,5.1,1.1,1994|3458|3836|4928|5310|5469|6774|8888|10155|10189|11260|23049|23381|26953|29072|29890|51277|51366|80149|84445|100101267,ELAVL1|IFNG|KPNA1|NUP98|PKD1|MED1|STAT3|MCM3AP|TRIM28|ALYREF|XPOT|SMG1|SMG5|RANBP6|SETD2|RBM15B|DNAJC27|UBR5|ZC3H12A|LZTS2|POM121C,-5.7
MyList,Reactome Gene Sets,6,R-HSA-3247509,Chromatin modifying enzymes,,-8.3,5,8,28160,274,415,20,4.8,1.1,1387|2033|6907|7994|8364|9612|9739|23067|23133|23326|29072|54815|55729|57634|79595|84159|93624|221656|317772|339287,CREBBP|EP300|TBL1X|KAT6A|H4C3|NCOR2|SETD1A|SETD1B|PHF8|USP22|SETD2|GATAD2A|ATF7IP|EP400|SAP130|ARID5B|TADA2B|KDM1B|H2AC21|MSL1,-5.6
MyList,Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-8.3,5,8,28160,274,415,20,4.8,1.1,1387|2033|6907|7994|8364|9612|9739|23067|23133|23326|29072|54815|55729|57634|79595|84159|93624|221656|317772|339287,CREBBP|EP300|TBL1X|KAT6A|H4C3|NCOR2|SETD1A|SETD1B|PHF8|USP22|SETD2|GATAD2A|ATF7IP|EP400|SAP130|ARID5B|TADA2B|KDM1B|H2AC21|MSL1,-5.6
MyList,GO Biological Processes,19,GO:0018394,peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-8.2,6.3,8.5,28160,172,415,16,3.9,0.95,1387|2033|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57609|57634|93624|339287,CREBBP|EP300|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|DIP2B|EP400|TADA2B|MSL1,-5.6
MyList,GO Biological Processes,19,GO:1902275,regulation of chromatin organization,19_GO:0050789 regulation of biological process,-8.1,5.7,8.2,28160,201,415,17,4.1,0.97,3007|3009|4288|6497|6720|9739|10155|22976|23133|25942|51043|51366|54880|55201|55209|55729|93624,H1-3|H1-5|MKI67|SKI|SREBF1|SETD1A|TRIM28|PAXIP1|PHF8|SIN3A|ZBTB7B|UBR5|BCOR|MAP1S|SETD5|ATF7IP|TADA2B,-5.5
MyList,GO Biological Processes,19,GO:0046632,alpha-beta T cell differentiation,19_GO:0002376 immune system process,-8,7.9,9,28160,111,415,13,3.1,0.86,639|3123|3458|3566|3662|3707|3718|5971|6774|51043|64332|80149|84807,PRDM1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-5.4
MyList,GO Biological Processes,19,GO:0002292,T cell differentiation involved in immune response,19_GO:0002376 immune system process,-7.9,10,9.6,28160,74,415,11,2.7,0.79,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-5.4
MyList,GO Biological Processes,19,GO:0018393,internal peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-7.7,6.3,8.3,28160,161,415,15,3.6,0.92,1387|2033|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57634|93624|339287,CREBBP|EP300|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|EP400|TADA2B|MSL1,-5.2
MyList,GO Biological Processes,19,GO:0006475,internal protein amino acid acetylation,19_GO:0008152 metabolic process,-7.7,6.2,8.2,28160,163,415,15,3.6,0.92,1387|2033|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57634|93624|339287,CREBBP|EP300|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|EP400|TADA2B|MSL1,-5.2
MyList,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0002376 immune system process,-7.6,3.8,7.2,28160,426,415,24,5.8,1.1,639|1958|2033|3123|3458|3566|3662|3707|3718|3902|4627|5450|5469|5971|6774|6929|10320|23598|29102|51043|64332|80149|84807|139818,PRDM1|EGR1|EP300|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|MYH9|POU2AF1|MED1|RELB|STAT3|TCF3|IKZF1|PATZ1|DROSHA|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-5.1
MyList,GO Biological Processes,19,GO:0043543,protein acylation,19_GO:0008152 metabolic process,-7.6,5,7.7,28160,244,415,18,4.3,1,1387|2033|2308|3662|7917|7994|8861|8888|9862|22976|23326|25942|55209|57609|57634|93624|122830|339287,CREBBP|EP300|FOXO1|IRF4|BAG6|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|DIP2B|EP400|TADA2B|NAA30|MSL1,-5.1
MyList,GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-7.5,9.1,9,28160,82,415,11,2.7,0.79,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-5
MyList,GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-7.5,4.7,7.5,28160,276,415,19,4.6,1,867|3123|3458|3566|3662|3718|3916|5170|5294|5450|5971|6774|7037|22976|51043|64332|80149|84807|139818,CBL|HLA-DRB1|IFNG|IL4R|IRF4|JAK3|LAMP1|PDPK1|PIK3CG|POU2AF1|RELB|STAT3|TFRC|PAXIP1|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-5
MyList,GO Biological Processes,19,GO:0002285,lymphocyte activation involved in immune response,19_GO:0002376 immune system process,-7.5,5.6,7.9,28160,194,415,16,3.9,0.95,3123|3458|3566|3662|3718|3916|5450|5971|6774|7037|22976|51043|64332|80149|84807|139818,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|LAMP1|POU2AF1|RELB|STAT3|TFRC|PAXIP1|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-5
MyList,Canonical Pathways,11,M136,PID FOXO PATHWAY,,-7.4,12,9.8,28160,49,415,9,2.2,0.72,1387|1454|2033|2308|5601|7874|10018|53944|114907,CREBBP|CSNK1E|EP300|FOXO1|MAPK9|USP7|BCL2L11|CSNK1G1|FBXO32,-5
MyList,GO Biological Processes,19,GO:0042093,T-helper cell differentiation,19_GO:0002376 immune system process,-7.4,10,9.3,28160,65,415,10,2.4,0.75,3123|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-5
MyList,GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-7.4,4.6,7.4,28160,280,415,19,4.6,1,867|3123|3458|3566|3662|3718|3916|5170|5294|5450|5971|6774|7037|22976|51043|64332|80149|84807|139818,CBL|HLA-DRB1|IFNG|IL4R|IRF4|JAK3|LAMP1|PDPK1|PIK3CG|POU2AF1|RELB|STAT3|TFRC|PAXIP1|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-5
MyList,GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-7.3,4,7.1,28160,373,415,22,5.3,1.1,639|1958|2033|3123|3458|3566|3662|3707|3718|3902|5450|5971|6774|6929|10320|23598|29102|51043|64332|80149|84807|139818,PRDM1|EGR1|EP300|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|POU2AF1|RELB|STAT3|TCF3|IKZF1|PATZ1|DROSHA|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-4.9
MyList,GO Biological Processes,19,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",19_GO:0002376 immune system process,-7.3,12,9.6,28160,51,415,9,2.2,0.72,3123|3458|3566|3662|3718|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.9
MyList,GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-7.3,2.9,6.6,28160,771,415,33,8,1.3,639|1958|2033|3123|3458|3500|3566|3662|3707|3718|3902|3916|4627|5294|5450|5971|6774|6929|7037|7133|7917|8440|10320|22976|23598|29102|51043|55824|64332|80149|84807|139818|200081,PRDM1|EGR1|EP300|HLA-DRB1|IFNG|IGHG1|IL4R|IRF4|ITPKB|JAK3|LAG3|LAMP1|MYH9|PIK3CG|POU2AF1|RELB|STAT3|TCF3|TFRC|TNFRSF1B|BAG6|NCK2|IKZF1|PAXIP1|PATZ1|DROSHA|ZBTB7B|PAG1|NFKBIZ|ZC3H12A|NFKBID|DOCK11|TXLNA,-4.9
MyList,GO Biological Processes,19,GO:0043414,macromolecule methylation,19_GO:0008152 metabolic process,-7.2,4.3,7.2,28160,317,415,20,4.8,1.1,1387|3009|6018|9739|10155|11108|11180|22976|23067|23463|29072|29890|54790|54815|54880|55209|55729|64783|79979|221656,CREBBP|H1-5|RLF|SETD1A|TRIM28|PRDM4|WDR6|PAXIP1|SETD1B|ICMT|SETD2|RBM15B|TET2|GATAD2A|BCOR|SETD5|ATF7IP|RBM15|TRMT2B|KDM1B,-4.8
MyList,GO Biological Processes,19,GO:0016573,histone acetylation,19_GO:0008152 metabolic process,-7.1,6.1,7.8,28160,155,415,14,3.4,0.89,1387|2033|3662|7994|8861|8888|9862|22976|23326|25942|55209|57634|93624|339287,CREBBP|EP300|IRF4|KAT6A|LDB1|MCM3AP|MED24|PAXIP1|USP22|SIN3A|SETD5|EP400|TADA2B|MSL1,-4.8
MyList,GO Biological Processes,19,GO:0045622,regulation of T-helper cell differentiation,19_GO:0002376 immune system process,-7.1,14,9.9,28160,39,415,8,1.9,0.67,3123|3566|3662|3718|51043|64332|80149|84807,HLA-DRB1|IL4R|IRF4|JAK3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.7
MyList,GO Biological Processes,19,GO:0061919,process utilizing autophagic mechanism,19_GO:0009987 cellular process,-7,3.3,6.6,28160,528,415,26,6.3,1.2,1213|1263|2011|2033|2308|3458|4943|6720|6774|8897|9895|9919|10018|11180|22926|23049|23274|23367|55201|55294|57617|57724|79443|80149|80700|94241,CLTC|PLK3|MARK2|EP300|FOXO1|IFNG|TBC1D25|SREBF1|STAT3|MTMR3|TECPR2|SEC16A|BCL2L11|WDR6|ATF6|SMG1|CLEC16A|LARP1|MAP1S|FBXW7|VPS18|EPG5|FYCO1|ZC3H12A|UBXN6|TP53INP1,-4.7
MyList,GO Biological Processes,19,GO:0006914,autophagy,19_GO:0008152 metabolic process,-7,3.3,6.6,28160,528,415,26,6.3,1.2,1213|1263|2011|2033|2308|3458|4943|6720|6774|8897|9895|9919|10018|11180|22926|23049|23274|23367|55201|55294|57617|57724|79443|80149|80700|94241,CLTC|PLK3|MARK2|EP300|FOXO1|IFNG|TBC1D25|SREBF1|STAT3|MTMR3|TECPR2|SEC16A|BCL2L11|WDR6|ATF6|SMG1|CLEC16A|LARP1|MAP1S|FBXW7|VPS18|EPG5|FYCO1|ZC3H12A|UBXN6|TP53INP1,-4.7
MyList,GO Biological Processes,19,GO:0032259,methylation,19_GO:0008152 metabolic process,-6.8,3.9,6.8,28160,365,415,21,5.1,1.1,639|1387|3009|6018|9739|10155|11108|11180|22976|23067|23463|29072|29890|54790|54815|54880|55209|55729|64783|79979|221656,PRDM1|CREBBP|H1-5|RLF|SETD1A|TRIM28|PRDM4|WDR6|PAXIP1|SETD1B|ICMT|SETD2|RBM15B|TET2|GATAD2A|BCOR|SETD5|ATF7IP|RBM15|TRMT2B|KDM1B,-4.6
MyList,GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0002376 immune system process,-6.8,3.3,6.5,28160,542,415,26,6.3,1.2,639|1958|2033|3123|3458|3566|3662|3707|3718|3902|4627|5450|5469|5971|6774|6929|7037|10320|23598|29102|51043|55294|64332|80149|84807|139818,PRDM1|EGR1|EP300|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|MYH9|POU2AF1|MED1|RELB|STAT3|TCF3|TFRC|IKZF1|PATZ1|DROSHA|ZBTB7B|FBXW7|NFKBIZ|ZC3H12A|NFKBID|DOCK11,-4.5
MyList,GO Biological Processes,19,GO:0032870,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-6.6,3.1,6.3,28160,588,415,27,6.5,1.2,31|687|1512|2033|2308|3416|3718|4644|5140|5170|5469|5471|5829|6720|6774|7337|8805|9021|9113|9612|10018|26012|51043|51366|55809|57617|114907,ACACA|KLF9|CTSH|EP300|FOXO1|IDE|JAK3|MYO5A|PDE3B|PDPK1|MED1|PPAT|PXN|SREBF1|STAT3|UBE3A|TRIM24|SOCS3|LATS1|NCOR2|BCL2L11|NSMF|ZBTB7B|UBR5|TRERF1|VPS18|FBXO32,-4.4
MyList,GO Biological Processes,19,GO:0018105,peptidyl-serine phosphorylation,19_GO:0008152 metabolic process,-6.6,4.1,6.8,28160,315,415,19,4.6,1,1454|2011|3458|5170|5310|5583|5601|6197|7037|8440|9113|9451|10114|22853|23049|28996|51719|53944|57118,CSNK1E|MARK2|IFNG|PDPK1|PKD1|PRKCH|MAPK9|RPS6KA3|TFRC|NCK2|LATS1|EIF2AK3|HIPK3|LMTK2|SMG1|HIPK2|CAB39|CSNK1G1|CAMK1D,-4.3
MyList,Canonical Pathways,11,M124,PID CXCR4 PATHWAY,,-6.6,7.5,7.9,28160,100,415,11,2.7,0.79,2308|2870|3655|5170|5294|5330|5829|6774|23533|54434|55824,FOXO1|GRK6|ITGA6|PDPK1|PIK3CG|PLCB2|PXN|STAT3|PIK3R5|SSH1|PAG1,-4.3
MyList,GO Biological Processes,19,GO:0045580,regulation of T cell differentiation,19_GO:0002376 immune system process,-6.6,6,7.5,28160,146,415,13,3.1,0.86,639|3123|3458|3566|3662|3707|3718|3902|29102|51043|64332|80149|84807,PRDM1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|DROSHA|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.3
MyList,GO Biological Processes,19,GO:0035710,"CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-6.5,7.4,7.9,28160,101,415,11,2.7,0.79,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.3
MyList,GO Biological Processes,19,GO:0030217,T cell differentiation,19_GO:0002376 immune system process,-6.5,4.5,6.9,28160,256,415,17,4.1,0.97,639|1958|3123|3458|3566|3662|3707|3718|3902|5971|6774|23598|29102|51043|64332|80149|84807,PRDM1|EGR1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|RELB|STAT3|PATZ1|DROSHA|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.3
MyList,GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0002376 immune system process,-6.5,3.7,6.6,28160,383,415,21,5.1,1.1,2033|3123|3458|3662|3707|3718|4627|5469|5814|5971|6774|7037|7994|8364|8861|10320|23218|28996|54790|55294|64783,EP300|HLA-DRB1|IFNG|IRF4|ITPKB|JAK3|MYH9|MED1|PURB|RELB|STAT3|TFRC|KAT6A|H4C3|LDB1|IKZF1|NBEAL2|HIPK2|TET2|FBXW7|RBM15,-4.3
MyList,GO Biological Processes,19,GO:0006984,ER-nucleus signaling pathway,19_GO:0023052 signaling,-6.5,12,9,28160,46,415,8,1.9,0.67,267|6720|8440|9451|10018|22926|51043|55294,AMFR|SREBF1|NCK2|EIF2AK3|BCL2L11|ATF6|ZBTB7B|FBXW7,-4.3
MyList,GO Biological Processes,19,GO:0046634,regulation of alpha-beta T cell activation,19_GO:0002376 immune system process,-6.4,7.2,7.7,28160,104,415,11,2.7,0.79,639|3123|3458|3566|3662|3707|3718|51043|64332|80149|84807,PRDM1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.2
MyList,WikiPathways,27,WP2374,Oncostatin M signaling pathway,,-6.3,9.3,8.2,28160,66,415,9,2.2,0.72,1958|3718|3949|5583|5601|5829|6774|7297|9021,EGR1|JAK3|LDLR|PRKCH|MAPK9|PXN|STAT3|TYK2|SOCS3,-4.2
MyList,GO Biological Processes,19,GO:0046631,alpha-beta T cell activation,19_GO:0002376 immune system process,-6.3,5.7,7.2,28160,155,415,13,3.1,0.86,639|3123|3458|3566|3662|3707|3718|5971|6774|51043|64332|80149|84807,PRDM1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.1
MyList,GO Biological Processes,19,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-6.2,9.1,8.1,28160,67,415,9,2.2,0.72,3123|3458|3566|3662|3718|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4.1
MyList,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-6.1,3.7,6.3,28160,370,415,20,4.8,1.1,639|3123|3458|3566|3662|3707|3718|3902|5469|5814|6774|8364|8861|29102|51043|55294|64332|64783|80149|84807,PRDM1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|MED1|PURB|STAT3|H4C3|LDB1|DROSHA|ZBTB7B|FBXW7|NFKBIZ|RBM15|ZC3H12A|NFKBID,-4
MyList,GO Biological Processes,19,GO:0018209,peptidyl-serine modification,19_GO:0008152 metabolic process,-6.1,3.8,6.4,28160,338,415,19,4.6,1,1454|2011|3458|5170|5310|5583|5601|6197|7037|8440|9113|9451|10114|22853|23049|28996|51719|53944|57118,CSNK1E|MARK2|IFNG|PDPK1|PKD1|PRKCH|MAPK9|RPS6KA3|TFRC|NCK2|LATS1|EIF2AK3|HIPK3|LMTK2|SMG1|HIPK2|CAB39|CSNK1G1|CAMK1D,-4
MyList,GO Biological Processes,19,GO:0006650,glycerophospholipid metabolic process,19_GO:0008152 metabolic process,-6.1,4,6.4,28160,306,415,18,4.3,1,3707|3949|5294|5297|5330|8398|8897|9021|10908|23049|23396|55627|55697|56623|79888|154141|160851|283871,ITPKB|LDLR|PIK3CG|PI4KA|PLCB2|PLA2G6|MTMR3|SOCS3|PNPLA6|SMG1|PIP5K1C|SMPD4|VAC14|INPP5E|LPCAT1|MBOAT1|DGKH|PGP,-4
MyList,GO Biological Processes,19,GO:1900180,regulation of protein localization to nucleus,19_GO:0051179 localization,-6.1,6,7.1,28160,136,415,12,2.9,0.82,3458|3985|4771|7037|9113|9451|10155|25885|25942|51366|80149|84445,IFNG|LIMK2|NF2|TFRC|LATS1|EIF2AK3|TRIM28|POLR1A|SIN3A|UBR5|ZC3H12A|LZTS2,-4
MyList,GO Biological Processes,19,GO:0002286,T cell activation involved in immune response,19_GO:0002376 immune system process,-6,6.6,7.3,28160,113,415,11,2.7,0.79,3123|3458|3566|3662|3718|5971|6774|51043|64332|80149|84807,HLA-DRB1|IFNG|IL4R|IRF4|JAK3|RELB|STAT3|ZBTB7B|NFKBIZ|ZC3H12A|NFKBID,-4
MyList,WikiPathways,27,WP138,Androgen receptor signaling pathway,,-6,7.5,7.5,28160,91,415,10,2.4,0.75,1387|2033|2308|3985|6774|7337|9612|23598|24149|25942,CREBBP|EP300|FOXO1|LIMK2|STAT3|UBE3A|NCOR2|PATZ1|ZNF318|SIN3A,-4
MyList,GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-6,3.2,6,28160,484,415,23,5.5,1.1,639|1958|3123|3458|3566|3662|3707|3718|3902|4627|5294|5971|6774|7037|7133|8440|23598|29102|51043|55824|64332|80149|84807,PRDM1|EGR1|HLA-DRB1|IFNG|IL4R|IRF4|ITPKB|JAK3|LAG3|MYH9|PIK3CG|RELB|STAT3|TFRC|TNFRSF1B|NCK2|PATZ1|DROSHA|ZBTB7B|PAG1|NFKBIZ|ZC3H12A|NFKBID,-3.9
MyList,GO Biological Processes,19,GO:1901654,response to ketone,19_GO:0050896 response to stimulus,-6,4.9,6.7,28160,192,415,14,3.4,0.89,31|687|790|867|2308|5723|6720|7337|23367|25942|27158|55809|84687|114907,ACACA|KLF9|CAD|CBL|FOXO1|PSPH|SREBF1|UBE3A|LARP1|SIN3A|NDOR1|TRERF1|PPP1R9B|FBXO32,-3.9
MyList,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-5.9,3.1,5.9,28160,529,415,24,5.8,1.1,636|867|1063|2011|3566|3916|3985|3996|4627|4644|5170|5294|9919|23344|25777|29109|55201|57584|57617|79443|79803|161176|256364|283489,BICD1|CBL|CENPF|MARK2|IL4R|LAMP1|LIMK2|LLGL1|MYH9|MYO5A|PDPK1|PIK3CG|SEC16A|ESYT1|SUN2|FHOD1|MAP1S|ARHGAP21|VPS18|FYCO1|HPS6|SYNE3|EML3|CHAMP1,-3.8
