Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0098813,nuclear chromosome segregation,19_GO:0009987 cellular process,-23,8.3,16,28160,283,454,38,8.4,1.3,891|991|1062|1063|1663|2237|3833|5347|7153|7155|7273|7283|7917|8697|9113|9232|9787|9918|10051|10270|10274|10403|10592|11065|11130|26271|29127|29781|51203|54892|55055|55143|55294|55743|55920|81620|151246|283489,CCNB1|CDC20|CENPE|CENPF|DDX11|FEN1|KIFC1|PLK1|TOP2A|TOP2B|TTN|TUBG1|BAG6|CDC23|LATS1|PTTG1|DLGAP5|NCAPD2|SMC4|AKAP8|STAG1|NDC80|SMC2|UBE2C|ZWINT|FBXO5|RACGAP1|NCAPH2|NUSAP1|NCAPG2|ZWILCH|CDCA8|FBXW7|CHFR|RCC2|CDT1|SGO2|CHAMP1,-20
MyList,GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-23,6.4,15,28160,443,454,46,10,1.4,675|891|991|1062|1063|1164|2316|3833|4288|5347|5892|7153|7155|7273|7283|7917|8697|9088|9133|9150|9232|9585|9787|9918|10051|10270|10274|10403|10592|11065|11130|22974|23141|23332|26271|29127|29781|51203|54892|55055|55143|55743|81620|151246|259266|283489,BRCA2|CCNB1|CDC20|CENPE|CENPF|CKS2|FLNA|KIFC1|MKI67|PLK1|RAD51D|TOP2A|TOP2B|TTN|TUBG1|BAG6|CDC23|PKMYT1|CCNB2|CTDP1|PTTG1|KIF20B|DLGAP5|NCAPD2|SMC4|AKAP8|STAG1|NDC80|SMC2|UBE2C|ZWINT|TPX2|ANKLE2|CLASP1|FBXO5|RACGAP1|NCAPH2|NUSAP1|NCAPG2|ZWILCH|CDCA8|CHFR|CDT1|SGO2|ASPM|CHAMP1,-20
MyList,GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-23,6.1,14,28160,492,454,48,11,1.4,675|891|991|1062|1063|1164|2316|3833|4288|5347|5892|7153|7155|7273|7283|7917|8697|9088|9133|9150|9232|9585|9787|9918|10051|10059|10270|10274|10403|10592|11065|11130|22974|23141|23332|26271|29127|29781|51203|54471|54892|55055|55143|55743|81620|151246|259266|283489,BRCA2|CCNB1|CDC20|CENPE|CENPF|CKS2|FLNA|KIFC1|MKI67|PLK1|RAD51D|TOP2A|TOP2B|TTN|TUBG1|BAG6|CDC23|PKMYT1|CCNB2|CTDP1|PTTG1|KIF20B|DLGAP5|NCAPD2|SMC4|DNM1L|AKAP8|STAG1|NDC80|SMC2|UBE2C|ZWINT|TPX2|ANKLE2|CLASP1|FBXO5|RACGAP1|NCAPH2|NUSAP1|MIEF1|NCAPG2|ZWILCH|CDCA8|CHFR|CDT1|SGO2|ASPM|CHAMP1,-20
MyList,GO Biological Processes,19,GO:0140014,mitotic nuclear division,19_GO:0009987 cellular process,-22,7.9,15,28160,291,454,37,8.1,1.3,891|991|1062|1063|2316|3833|4288|5347|7273|7283|8697|9088|9150|9232|9585|9787|9918|10051|10270|10274|10403|10592|11065|11130|22974|23141|23332|26271|29127|29781|51203|54892|55055|55143|81620|151246|283489,CCNB1|CDC20|CENPE|CENPF|FLNA|KIFC1|MKI67|PLK1|TTN|TUBG1|CDC23|PKMYT1|CTDP1|PTTG1|KIF20B|DLGAP5|NCAPD2|SMC4|AKAP8|STAG1|NDC80|SMC2|UBE2C|ZWINT|TPX2|ANKLE2|CLASP1|FBXO5|RACGAP1|NCAPH2|NUSAP1|NCAPG2|ZWILCH|CDCA8|CDT1|SGO2|CHAMP1,-19
MyList,Reactome Gene Sets,6,R-HSA-2555396,Mitotic Metaphase and Anaphase,,-22,8.9,16,28160,237,454,34,7.5,1.2,332|891|983|991|1062|1063|4001|4928|5347|7280|8697|9133|9232|9883|10274|10376|10383|10403|11065|11130|23141|23198|23332|23511|26271|55055|55143|55839|55920|79019|79682|84790|151246|200014,BIRC5|CCNB1|CDK1|CDC20|CENPE|CENPF|LMNB1|NUP98|PLK1|TUBB2A|CDC23|CCNB2|PTTG1|POM121|STAG1|TUBA1B|TUBB4B|NDC80|UBE2C|ZWINT|ANKLE2|PSME4|CLASP1|NUP188|FBXO5|ZWILCH|CDCA8|CENPN|RCC2|CENPM|CENPU|TUBA1C|SGO2|CC2D1B,-19
MyList,GO Biological Processes,19,GO:0006323,DNA packaging,19_GO:0009987 cellular process,-21,8.9,15,28160,229,454,33,7.3,1.2,891|983|3006|3007|3008|3009|3014|3017|3070|3159|4171|5347|6839|7153|7273|7994|8358|8364|8932|9918|10036|10051|10155|10270|10592|23133|23198|29781|51203|54892|55723|55729|387103,CCNB1|CDK1|H1-2|H1-3|H1-4|H1-5|H2AX|H2BC5|HELLS|HMGA1|MCM2|PLK1|SUV39H1|TOP2A|TTN|KAT6A|H3C2|H4C3|MBD2|NCAPD2|CHAF1A|SMC4|TRIM28|AKAP8|SMC2|PHF8|PSME4|NCAPH2|NUSAP1|NCAPG2|ASF1B|ATF7IP|CENPW,-18
MyList,Reactome Gene Sets,6,R-HSA-68882,Mitotic Anaphase,,-21,8.7,15,28160,236,454,33,7.3,1.2,332|891|983|991|1062|1063|4001|4928|5347|7280|8697|9133|9232|9883|10274|10376|10383|10403|11065|11130|23141|23198|23332|23511|55055|55143|55839|55920|79019|79682|84790|151246|200014,BIRC5|CCNB1|CDK1|CDC20|CENPE|CENPF|LMNB1|NUP98|PLK1|TUBB2A|CDC23|CCNB2|PTTG1|POM121|STAG1|TUBA1B|TUBB4B|NDC80|UBE2C|ZWINT|ANKLE2|PSME4|CLASP1|NUP188|ZWILCH|CDCA8|CENPN|RCC2|CENPM|CENPU|TUBA1C|SGO2|CC2D1B,-18
MyList,GO Biological Processes,19,GO:0016570,histone modification,19_GO:0008152 metabolic process,-20,5.8,14,28160,467,454,44,9.7,1.4,672|675|890|891|983|1387|1487|1642|2033|2146|3006|3009|3054|3662|5580|6018|6839|6907|7468|7874|7994|8450|8888|8986|9031|9862|10270|11091|23028|23067|23133|23326|23429|25942|26147|29072|29128|51043|51564|54892|55209|55809|57634|339287,BRCA1|BRCA2|CCNA2|CCNB1|CDK1|CREBBP|CTBP1|DDB1|EP300|EZH2|H1-2|H1-5|HCFC1|IRF4|PRKCD|RLF|SUV39H1|TBL1X|NSD2|USP7|KAT6A|CUL4B|MCM3AP|RPS6KA4|BAZ1B|MED24|AKAP8|WDR5|KDM1A|SETD1B|PHF8|USP22|RYBP|SIN3A|PHF19|SETD2|UHRF1|ZBTB7B|HDAC7|NCAPG2|SETD5|TRERF1|EP400|MSL1,-18
MyList,Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-20,7,14,28160,327,454,37,8.1,1.3,332|991|1062|1063|1729|2316|3012|3014|3017|3071|4627|4771|4928|5347|5580|7280|7533|8338|8358|8364|8826|10376|10383|10403|11130|23028|23332|26999|55055|55143|55839|55920|79019|79682|84790|147179|151246,BIRC5|CDC20|CENPE|CENPF|DIAPH1|FLNA|H2AC8|H2AX|H2BC5|NCKAP1L|MYH9|NF2|NUP98|PLK1|PRKCD|TUBB2A|YWHAH|H2AC20|H3C2|H4C3|IQGAP1|TUBA1B|TUBB4B|NDC80|ZWINT|KDM1A|CLASP1|CYFIP2|ZWILCH|CDCA8|CENPN|RCC2|CENPM|CENPU|TUBA1C|WIPF2|SGO2,-17
MyList,GO Biological Processes,19,GO:0000070,mitotic sister chromatid segregation,19_GO:0009987 cellular process,-20,10,15,28160,170,454,28,6.2,1.1,891|991|1062|1063|3833|5347|7273|7283|8697|9232|9787|9918|10051|10270|10403|10592|11065|11130|26271|29127|29781|51203|54892|55055|55143|81620|151246|283489,CCNB1|CDC20|CENPE|CENPF|KIFC1|PLK1|TTN|TUBG1|CDC23|PTTG1|DLGAP5|NCAPD2|SMC4|AKAP8|NDC80|SMC2|UBE2C|ZWINT|FBXO5|RACGAP1|NCAPH2|NUSAP1|NCAPG2|ZWILCH|CDCA8|CDT1|SGO2|CHAMP1,-17
MyList,Reactome Gene Sets,6,R-HSA-68877,Mitotic Prometaphase,,-19,9.1,15,28160,204,454,30,6.6,1.2,332|891|983|991|1062|1063|4928|5116|5347|7280|7283|9133|9918|10051|10274|10376|10383|10403|10592|11130|23332|55055|55143|55839|55920|79019|79682|84790|151246|203068,BIRC5|CCNB1|CDK1|CDC20|CENPE|CENPF|NUP98|PCNT|PLK1|TUBB2A|TUBG1|CCNB2|NCAPD2|SMC4|STAG1|TUBA1B|TUBB4B|NDC80|SMC2|ZWINT|CLASP1|ZWILCH|CDCA8|CENPN|RCC2|CENPM|CENPU|TUBA1C|SGO2|TUBB,-17
MyList,Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-19,4.6,12,28160,707,454,52,11,1.5,332|991|1062|1063|1213|1729|2316|2889|3012|3014|3017|3071|3954|4001|4627|4650|4771|4928|5347|5580|6510|6711|7171|7280|7533|8338|8358|8364|8826|9146|10376|10383|10403|11130|23013|23028|23141|23332|23344|23526|26999|29127|55055|55143|55839|55920|79019|79682|84790|139818|147179|151246,BIRC5|CDC20|CENPE|CENPF|CLTC|DIAPH1|FLNA|RAPGEF1|H2AC8|H2AX|H2BC5|NCKAP1L|LETM1|LMNB1|MYH9|MYO9B|NF2|NUP98|PLK1|PRKCD|SLC1A5|SPTBN1|TPM4|TUBB2A|YWHAH|H2AC20|H3C2|H4C3|IQGAP1|HGS|TUBA1B|TUBB4B|NDC80|ZWINT|SPEN|KDM1A|ANKLE2|CLASP1|ESYT1|ARHGAP45|CYFIP2|RACGAP1|ZWILCH|CDCA8|CENPN|RCC2|CENPM|CENPU|TUBA1C|DOCK11|WIPF2|SGO2,-17
MyList,Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-19,4.5,12,28160,723,454,52,11,1.5,332|991|1062|1063|1213|1729|2316|2889|3012|3014|3017|3071|3954|4001|4627|4650|4771|4928|5347|5580|6510|6711|7171|7280|7533|8338|8358|8364|8826|9146|10376|10383|10403|11130|23013|23028|23141|23332|23344|23526|26999|29127|55055|55143|55839|55920|79019|79682|84790|139818|147179|151246,BIRC5|CDC20|CENPE|CENPF|CLTC|DIAPH1|FLNA|RAPGEF1|H2AC8|H2AX|H2BC5|NCKAP1L|LETM1|LMNB1|MYH9|MYO9B|NF2|NUP98|PLK1|PRKCD|SLC1A5|SPTBN1|TPM4|TUBB2A|YWHAH|H2AC20|H3C2|H4C3|IQGAP1|HGS|TUBA1B|TUBB4B|NDC80|ZWINT|SPEN|KDM1A|ANKLE2|CLASP1|ESYT1|ARHGAP45|CYFIP2|RACGAP1|ZWILCH|CDCA8|CENPN|RCC2|CENPM|CENPU|TUBA1C|DOCK11|WIPF2|SGO2,-16
MyList,GO Biological Processes,19,GO:0044770,cell cycle phase transition,19_GO:0009987 cellular process,-19,5.3,13,28160,518,454,44,9.7,1.4,641|672|890|891|983|1033|1062|1063|1164|1642|1871|1981|2146|3014|5347|5471|5932|7027|8450|8697|9088|9113|9133|9150|9787|10270|10403|11065|11130|23133|23332|25942|26057|26271|51512|55055|55294|55743|55920|63967|79915|79968|80169|81620,BLM|BRCA1|CCNA2|CCNB1|CDK1|CDKN3|CENPE|CENPF|CKS2|DDB1|E2F3|EIF4G1|EZH2|H2AX|PLK1|PPAT|RBBP8|TFDP1|CUL4B|CDC23|PKMYT1|LATS1|CCNB2|CTDP1|DLGAP5|AKAP8|NDC80|UBE2C|ZWINT|PHF8|CLASP1|SIN3A|ANKRD17|FBXO5|GTSE1|ZWILCH|FBXW7|CHFR|RCC2|CLSPN|ATAD5|WDR76|CTC1|CDT1,-16
MyList,KEGG Pathway,24,ko04110,Cell cycle,,-19,12,16,28160,124,454,24,5.3,1.1,890|891|983|991|1387|1871|2033|4088|4171|4172|4173|4174|4175|4176|4999|5111|5347|7027|7533|8697|9088|9133|9232|10274,CCNA2|CCNB1|CDK1|CDC20|CREBBP|E2F3|EP300|SMAD3|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|ORC2|PCNA|PLK1|TFDP1|YWHAH|CDC23|PKMYT1|CCNB2|PTTG1|STAG1,-16
MyList,KEGG Pathway,24,hsa04110,Cell cycle ,,-19,12,16,28160,124,454,24,5.3,1.1,890|891|983|991|1387|1871|2033|4088|4171|4172|4173|4174|4175|4176|4999|5111|5347|7027|7533|8697|9088|9133|9232|10274,CCNA2|CCNB1|CDK1|CDC20|CREBBP|E2F3|EP300|SMAD3|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|ORC2|PCNA|PLK1|TFDP1|YWHAH|CDC23|PKMYT1|CCNB2|PTTG1|STAG1,-16
MyList,Reactome Gene Sets,6,R-HSA-2500257,Resolution of Sister Chromatid Cohesion,,-18,12,16,28160,126,454,24,5.3,1.1,332|891|983|991|1062|1063|4928|5347|7280|9133|10274|10376|10383|10403|11130|23332|55055|55143|55839|55920|79019|79682|84790|151246,BIRC5|CCNB1|CDK1|CDC20|CENPE|CENPF|NUP98|PLK1|TUBB2A|CCNB2|STAG1|TUBA1B|TUBB4B|NDC80|ZWINT|CLASP1|ZWILCH|CDCA8|CENPN|RCC2|CENPM|CENPU|TUBA1C|SGO2,-16
MyList,WikiPathways,27,WP2446,Retinoblastoma gene in cancer,,-18,15,17,28160,88,454,21,4.6,0.99,890|891|983|1719|1871|2189|4172|4173|4175|4176|5111|6240|6241|6839|7027|7153|7298|9133|10592|25942|81620,CCNA2|CCNB1|CDK1|DHFR|E2F3|FANCG|MCM3|MCM4|MCM6|MCM7|PCNA|RRM1|RRM2|SUV39H1|TFDP1|TOP2A|TYMS|CCNB2|SMC2|SIN3A|CDT1,-16
MyList,GO Biological Processes,19,GO:0033044,regulation of chromosome organization,19_GO:0050789 regulation of biological process,-18,7.3,14,28160,280,454,33,7.3,1.2,672|891|1062|1063|1487|1663|2237|3009|4171|5347|7153|7874|8697|8986|9232|9787|10155|10270|10403|11065|11091|11130|23028|23133|25942|26147|26271|51043|55055|55729|55743|80169|81620,BRCA1|CCNB1|CENPE|CENPF|CTBP1|DDX11|FEN1|H1-5|MCM2|PLK1|TOP2A|USP7|CDC23|RPS6KA4|PTTG1|DLGAP5|TRIM28|AKAP8|NDC80|UBE2C|WDR5|ZWINT|KDM1A|PHF8|SIN3A|PHF19|FBXO5|ZBTB7B|ZWILCH|ATF7IP|CHFR|CTC1|CDT1,-16
MyList,GO Biological Processes,19,GO:0006260,DNA replication,19_GO:0008152 metabolic process,-18,7.6,14,28160,262,454,32,7,1.2,641|675|890|983|1660|1663|2237|3159|3265|3978|4171|4172|4173|4174|4175|4176|4999|5111|5424|5763|6240|6241|10036|23649|25942|26057|26271|51053|51659|79915|80169|81620,BLM|BRCA2|CCNA2|CDK1|DHX9|DDX11|FEN1|HMGA1|HRAS|LIG1|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|ORC2|PCNA|POLD1|PTMS|RRM1|RRM2|CHAF1A|POLA2|SIN3A|ANKRD17|FBXO5|GMNN|GINS2|ATAD5|CTC1|CDT1,-16
MyList,GO Biological Processes,19,GO:0071824,protein-DNA complex subunit organization,19_GO:0009987 cellular process,-18,7.7,14,28160,250,454,31,6.8,1.2,1062|1063|3006|3007|3008|3009|3014|3017|3070|3159|4171|4172|4173|4174|4175|4176|7994|8358|8364|8888|9787|10036|23198|29072|51053|55723|55729|55839|81611|81620|387103,CENPE|CENPF|H1-2|H1-3|H1-4|H1-5|H2AX|H2BC5|HELLS|HMGA1|MCM2|MCM3|MCM4|MCM5|MCM6|MCM7|KAT6A|H3C2|H4C3|MCM3AP|DLGAP5|CHAF1A|PSME4|SETD2|GMNN|ASF1B|ATF7IP|CENPN|ANP32E|CDT1|CENPW,-15
MyList,GO Biological Processes,19,GO:0044772,mitotic cell cycle phase transition,19_GO:0009987 cellular process,-18,5.7,12,28160,424,454,39,8.6,1.3,641|672|890|891|983|1033|1062|1063|1164|1642|1871|1981|2146|5347|5471|5932|7027|8450|8697|9088|9113|9133|9150|9787|10403|11065|11130|23133|23332|25942|26057|26271|51512|55055|55743|55920|63967|80169|81620,BLM|BRCA1|CCNA2|CCNB1|CDK1|CDKN3|CENPE|CENPF|CKS2|DDB1|E2F3|EIF4G1|EZH2|PLK1|PPAT|RBBP8|TFDP1|CUL4B|CDC23|PKMYT1|LATS1|CCNB2|CTDP1|DLGAP5|NDC80|UBE2C|ZWINT|PHF8|CLASP1|SIN3A|ANKRD17|FBXO5|GTSE1|ZWILCH|CHFR|RCC2|CLSPN|CTC1|CDT1,-15
