Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-9.1,5.2,8.5,28160,656,174,21,12,2.5,684|958|2207|3430|3811|3822|6375|6850|7305|7462|8013|10875|11314|22914|51744|79132|91543|117157|202309|257101|282618,BST2|CD40|FCER1G|IFI35|KIR3DL1|KLRC2|XCL1|SYK|TYROBP|LAT2|NR4A3|FGL2|CD300A|KLRK1|CD244|DHX58|RSAD2|SH2D1B|GAPT|ZNF683|IFNL1,-5.8,MyList
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.9,9.7,10,28160,218,174,13,7.5,2,3430|3822|4938|4940|5359|6850|7305|9636|11274|22914|79132|117157|149628,IFI35|KLRC2|OAS1|OAS3|PLSCR1|SYK|TYROBP|ISG15|USP18|KLRK1|DHX58|SH2D1B|PYHIN1,-5.7,MyList
GO Biological Processes,19,GO:0045071,negative regulation of viral genome replication,19_GO:0016032 viral process,-8.7,23,13,28160,56,174,8,4.6,1.6,684|3434|4599|4938|4940|5359|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|PLSCR1|ISG15|RSAD2,-5.5,MyList
GO Biological Processes,19,GO:0048525,negative regulation of viral process,19_GO:0016032 viral process,-8.2,16,11,28160,92,174,9,5.2,1.7,684|3434|4061|4599|4938|4940|5359|9636|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|PLSCR1|ISG15|RSAD2,-5,MyList
Reactome Gene Sets,6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-8,12,10,28160,132,174,10,5.7,1.8,958|3384|3811|3820|7305|11314|22914|27036|51348|117157,CD40|ICAM2|KIR3DL1|KLRB1|TYROBP|CD300A|KLRK1|SIGLEC7|KLRF1|SH2D1B,-4.8,MyList
KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity,,-8,12,10,28160,133,174,10,5.7,1.8,2207|3384|3811|3822|3823|6850|7305|22914|51744|117157,FCER1G|ICAM2|KIR3DL1|KLRC2|KLRC3|SYK|TYROBP|KLRK1|CD244|SH2D1B,-4.8,MyList
KEGG Pathway,24,ko04650,Natural killer cell mediated cytotoxicity,,-8,12,10,28160,133,174,10,5.7,1.8,2207|3384|3811|3822|3823|6850|7305|22914|51744|117157,FCER1G|ICAM2|KIR3DL1|KLRC2|KLRC3|SYK|TYROBP|KLRK1|CD244|SH2D1B,-4.8,MyList
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-7.9,6,8.2,28160,433,174,16,9.2,2.2,684|968|2064|4938|4940|6375|6850|7305|8379|9636|10875|11274|11314|22914|79132|282618,BST2|CD68|ERBB2|OAS1|OAS3|XCL1|SYK|TYROBP|MAD1L1|ISG15|FGL2|USP18|CD300A|KLRK1|DHX58|IFNL1,-4.8,MyList
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-7.8,4.4,7.6,28160,771,174,21,12,2.5,684|857|958|2064|2207|2281|3600|3822|6375|6850|7305|7462|8379|10875|11314|22914|51744|91543|202309|257101|282618,BST2|CAV1|CD40|ERBB2|FCER1G|FKBP1B|IL15|KLRC2|XCL1|SYK|TYROBP|LAT2|MAD1L1|FGL2|CD300A|KLRK1|CD244|RSAD2|GAPT|ZNF683|IFNL1,-4.8,MyList
GO Biological Processes,19,GO:1903900,regulation of viral life cycle,19_GO:0016032 viral process,-7.5,11,9.6,28160,148,174,10,5.7,1.8,684|3434|4061|4599|4938|4940|5359|9636|53840|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|PLSCR1|ISG15|TRIM34|RSAD2,-4.5,MyList
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-7.5,8.2,8.8,28160,237,174,12,6.9,1.9,958|3822|6375|6850|7305|8013|11314|22914|51744|79132|91543|117157,CD40|KLRC2|XCL1|SYK|TYROBP|NR4A3|CD300A|KLRK1|CD244|DHX58|RSAD2|SH2D1B,-4.5,MyList
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-7.4,5.5,7.8,28160,472,174,16,9.2,2.2,857|958|2207|3430|3822|4938|4940|5359|6850|7305|7462|8013|11314|79132|81622|91543,CAV1|CD40|FCER1G|IFI35|KLRC2|OAS1|OAS3|PLSCR1|SYK|TYROBP|LAT2|NR4A3|CD300A|DHX58|UNC93B1|RSAD2,-4.3,MyList
GO Biological Processes,19,GO:0045069,regulation of viral genome replication,19_GO:0016032 viral process,-7.2,15,10,28160,85,174,8,4.6,1.6,684|3434|4599|4938|4940|5359|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|PLSCR1|ISG15|RSAD2,-4.2,MyList
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-7.1,4.7,7.3,28160,625,174,18,10,2.3,241|3430|3434|3600|3822|4938|4940|5359|6375|6850|7305|9636|10875|11274|22914|79132|117157|149628,ALOX5AP|IFI35|IFIT1|IL15|KLRC2|OAS1|OAS3|PLSCR1|XCL1|SYK|TYROBP|ISG15|FGL2|USP18|KLRK1|DHX58|SH2D1B|PYHIN1,-4.2,MyList
GO Biological Processes,19,GO:0050792,regulation of viral process,19_GO:0016032 viral process,-7.1,9.9,9,28160,164,174,10,5.7,1.8,684|3434|4061|4599|4938|4940|5359|9636|53840|91543,BST2|IFIT1|LY6E|MX1|OAS1|OAS3|PLSCR1|ISG15|TRIM34|RSAD2,-4.1,MyList
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-6.9,5.5,7.5,28160,442,174,15,8.6,2.1,684|958|2207|3811|3822|6375|6850|7305|7462|8013|11314|22914|91543|117157|202309,BST2|CD40|FCER1G|KIR3DL1|KLRC2|XCL1|SYK|TYROBP|LAT2|NR4A3|CD300A|KLRK1|RSAD2|SH2D1B|GAPT,-4,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-6.9,4.8,7.2,28160,576,174,17,9.8,2.3,958|2207|3430|3600|3822|5359|6375|6850|7305|7462|8013|11314|22914|91543|117157|149628|282618,CD40|FCER1G|IFI35|IL15|KLRC2|PLSCR1|XCL1|SYK|TYROBP|LAT2|NR4A3|CD300A|KLRK1|RSAD2|SH2D1B|PYHIN1|IFNL1,-4,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-6.6,5.2,7.2,28160,467,174,15,8.6,2.1,958|2207|3600|4938|4940|6375|6850|7305|8013|9636|51744|79132|91543|149628|282618,CD40|FCER1G|IL15|OAS1|OAS3|XCL1|SYK|TYROBP|NR4A3|ISG15|CD244|DHX58|RSAD2|PYHIN1|IFNL1,-3.7,MyList
WikiPathways,27,WP4197,Immune response to tuberculosis,,-6.6,35,13,28160,23,174,5,2.9,1.3,3430|3434|3437|4599|4938,IFI35|IFIT1|IFIT3|MX1|OAS1,-3.7,MyList
GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-6.4,8.3,8.1,28160,194,174,10,5.7,1.8,4938|4940|6375|6850|9636|10875|11274|11314|79132|282618,OAS1|OAS3|XCL1|SYK|ISG15|FGL2|USP18|CD300A|DHX58|IFNL1,-3.5,MyList
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-6.2,4.2,6.6,28160,650,174,17,9.8,2.3,857|958|2064|2207|3600|3822|5359|6375|6850|7305|8013|8379|10875|11314|22914|257101|282618,CAV1|CD40|ERBB2|FCER1G|IL15|KLRC2|PLSCR1|XCL1|SYK|TYROBP|NR4A3|MAD1L1|FGL2|CD300A|KLRK1|ZNF683|IFNL1,-3.3,MyList
GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-6.2,4,6.5,28160,730,174,18,10,2.3,927|958|2207|3512|3822|6375|6850|6976|6978|6984|7462|22914|51744|81622|91543|117157|202309|257101,CD8B2|CD40|FCER1G|JCHAIN|KLRC2|XCL1|SYK|TRGV3|TRGV5|TRGV10|LAT2|KLRK1|CD244|UNC93B1|RSAD2|SH2D1B|GAPT|ZNF683,-3.3,MyList
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-6.1,6.1,7.2,28160,318,174,12,6.9,1.9,684|857|3434|4061|4599|4938|4940|5359|9636|51510|53840|91543,BST2|CAV1|IFIT1|LY6E|MX1|OAS1|OAS3|PLSCR1|ISG15|CHMP5|TRIM34|RSAD2,-3.3,MyList
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-6,8.7,7.9,28160,167,174,9,5.2,1.7,3430|3822|5359|6850|7305|22914|79132|117157|149628,IFI35|KLRC2|PLSCR1|SYK|TYROBP|KLRK1|DHX58|SH2D1B|PYHIN1,-3.2,MyList
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-5.9,4.3,6.4,28160,606,174,16,9.2,2.2,857|958|2064|3600|3822|5359|6375|6850|7305|8013|8379|10875|11314|22914|257101|282618,CAV1|CD40|ERBB2|IL15|KLRC2|PLSCR1|XCL1|SYK|TYROBP|NR4A3|MAD1L1|FGL2|CD300A|KLRK1|ZNF683|IFNL1,-3.1,MyList
GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.8,10,8.1,28160,130,174,8,4.6,1.6,3430|3822|5359|6850|7305|22914|117157|149628,IFI35|KLRC2|PLSCR1|SYK|TYROBP|KLRK1|SH2D1B|PYHIN1,-3,MyList
GO Biological Processes,19,GO:0034340,response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.8,17,9.5,28160,58,174,6,3.4,1.4,3434|4599|4938|4940|9636|11274,IFIT1|MX1|OAS1|OAS3|ISG15|USP18,-3,MyList
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0002376 immune system process,-5.8,8.3,7.6,28160,176,174,9,5.2,1.7,857|958|3430|4938|4940|11314|79132|81622|91543,CAV1|CD40|IFI35|OAS1|OAS3|CD300A|DHX58|UNC93B1|RSAD2,-3,MyList
GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-5.8,7.1,7.3,28160,227,174,10,5.7,1.8,684|958|3822|6375|6850|7305|11314|22914|91543|117157,BST2|CD40|KLRC2|XCL1|SYK|TYROBP|CD300A|KLRK1|RSAD2|SH2D1B,-3,MyList
GO Biological Processes,19,GO:0019079,viral genome replication,19_GO:0016032 viral process,-5.8,9.9,8,28160,131,174,8,4.6,1.6,684|3434|4599|4938|4940|5359|9636|91543,BST2|IFIT1|MX1|OAS1|OAS3|PLSCR1|ISG15|RSAD2,-3,MyList
GO Biological Processes,19,GO:0002275,myeloid cell activation involved in immune response,19_GO:0002376 immune system process,-5.7,12,8.5,28160,93,174,7,4,1.5,2207|3430|6850|7305|7462|8013|11314,FCER1G|IFI35|SYK|TYROBP|LAT2|NR4A3|CD300A,-3,MyList
GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-5.7,4.7,6.4,28160,484,174,14,8,2.1,857|2064|2207|2281|3600|6375|6850|8379|10875|11314|22914|91543|257101|282618,CAV1|ERBB2|FCER1G|FKBP1B|IL15|XCL1|SYK|MAD1L1|FGL2|CD300A|KLRK1|RSAD2|ZNF683|IFNL1,-2.9,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-5.6,4.9,6.4,28160,427,174,13,7.5,2,241|2281|3430|3600|3822|5359|6375|6850|7305|22914|79132|117157|149628,ALOX5AP|FKBP1B|IFI35|IL15|KLRC2|PLSCR1|XCL1|SYK|TYROBP|KLRK1|DHX58|SH2D1B|PYHIN1,-2.8,MyList
GO Biological Processes,19,GO:0042119,neutrophil activation,19_GO:0002376 immune system process,-5.4,21,9.9,28160,38,174,5,2.9,1.3,2207|3600|6850|7305|11314,FCER1G|IL15|SYK|TYROBP|CD300A,-2.7,MyList
GO Biological Processes,19,GO:0007159,leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-5.4,5.2,6.5,28160,371,174,12,6.9,1.9,857|2064|3600|6375|6850|8013|8379|10875|11314|22914|51148|282618,CAV1|ERBB2|IL15|XCL1|SYK|NR4A3|MAD1L1|FGL2|CD300A|KLRK1|CERCAM|IFNL1,-2.7,MyList
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-5.4,4.4,6.1,28160,515,174,14,8,2.1,857|958|2064|3600|3822|6375|6850|7305|8379|10875|11314|22914|257101|282618,CAV1|CD40|ERBB2|IL15|KLRC2|XCL1|SYK|TYROBP|MAD1L1|FGL2|CD300A|KLRK1|ZNF683|IFNL1,-2.7,MyList
GO Biological Processes,19,GO:0070661,leukocyte proliferation,19_GO:0009987 cellular process,-5.3,5.6,6.5,28160,320,174,11,6.3,1.8,684|958|2064|2281|3600|6375|6850|7305|8379|11314|202309,BST2|CD40|ERBB2|FKBP1B|IL15|XCL1|SYK|TYROBP|MAD1L1|CD300A|GAPT,-2.6,MyList
GO Biological Processes,19,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-5.2,32,11,28160,20,174,4,2.3,1.1,4938|4940|9636|11274,OAS1|OAS3|ISG15|USP18,-2.5,MyList
GO Biological Processes,19,GO:0050863,regulation of T cell activation,19_GO:0002376 immune system process,-5.1,5.4,6.3,28160,330,174,11,6.3,1.8,857|2064|3600|6375|6850|8379|10875|11314|22914|257101|282618,CAV1|ERBB2|IL15|XCL1|SYK|MAD1L1|FGL2|CD300A|KLRK1|ZNF683|IFNL1,-2.5,MyList
GO Biological Processes,19,GO:0036230,granulocyte activation,19_GO:0002376 immune system process,-5.1,18,9.1,28160,44,174,5,2.9,1.3,2207|3600|6850|7305|11314,FCER1G|IL15|SYK|TYROBP|CD300A,-2.5,MyList
GO Biological Processes,19,GO:0035455,response to interferon-alpha,19_GO:0050896 response to stimulus,-5.1,31,11,28160,21,174,4,2.3,1.1,684|3433|3437|149628,BST2|IFIT2|IFIT3|PYHIN1,-2.5,MyList
GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0022610 biological adhesion,-5.1,5.3,6.2,28160,336,174,11,6.3,1.8,857|2064|3600|6375|6850|8013|8379|10875|11314|22914|282618,CAV1|ERBB2|IL15|XCL1|SYK|NR4A3|MAD1L1|FGL2|CD300A|KLRK1|IFNL1,-2.4,MyList
GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-5,5.8,6.4,28160,277,174,10,5.7,1.8,241|3430|3600|3822|5359|6850|7305|22914|117157|149628,ALOX5AP|IFI35|IL15|KLRC2|PLSCR1|SYK|TYROBP|KLRK1|SH2D1B|PYHIN1,-2.4,MyList
Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-5,12,7.9,28160,80,174,6,3.4,1.4,3434|4599|4938|4940|9636|11274,IFIT1|MX1|OAS1|OAS3|ISG15|USP18,-2.4,MyList
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-4.9,4.7,5.9,28160,416,174,12,6.9,1.9,684|857|3434|4061|4599|4938|4940|5359|9636|51510|53840|91543,BST2|CAV1|IFIT1|LY6E|MX1|OAS1|OAS3|PLSCR1|ISG15|CHMP5|TRIM34|RSAD2,-2.3,MyList
GO Biological Processes,19,GO:0002274,myeloid leukocyte activation,19_GO:0002376 immune system process,-4.9,6.5,6.5,28160,225,174,9,5.2,1.7,2207|3430|3600|5359|6850|7305|7462|8013|11314,FCER1G|IFI35|IL15|PLSCR1|SYK|TYROBP|LAT2|NR4A3|CD300A,-2.3,MyList
GO Biological Processes,19,GO:0002224,toll-like receptor signaling pathway,19_GO:0002376 immune system process,-4.9,9.1,7.2,28160,124,174,7,4,1.5,857|958|3430|4938|11314|81622|91543,CAV1|CD40|IFI35|OAS1|CD300A|UNC93B1|RSAD2,-2.3,MyList
GO Biological Processes,19,GO:0046651,lymphocyte proliferation,19_GO:0002376 immune system process,-4.9,5.6,6.2,28160,290,174,10,5.7,1.8,958|2064|2281|3600|6375|6850|7305|8379|11314|202309,CD40|ERBB2|FKBP1B|IL15|XCL1|SYK|TYROBP|MAD1L1|CD300A|GAPT,-2.3,MyList
GO Biological Processes,19,GO:0032943,mononuclear cell proliferation,19_GO:0009987 cellular process,-4.8,5.5,6.1,28160,293,174,10,5.7,1.8,958|2064|2281|3600|6375|6850|7305|8379|11314|202309,CD40|ERBB2|FKBP1B|IL15|XCL1|SYK|TYROBP|MAD1L1|CD300A|GAPT,-2.2,MyList
GO Biological Processes,19,GO:0071357,cellular response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.8,16,8.3,28160,52,174,5,2.9,1.3,3434|4938|4940|9636|11274,IFIT1|OAS1|OAS3|ISG15|USP18,-2.2,MyList
GO Biological Processes,19,GO:0030101,natural killer cell activation,19_GO:0002376 immune system process,-4.7,11,7.4,28160,89,174,6,3.4,1.4,3600|3822|7305|22914|51744|257101,IL15|KLRC2|TYROBP|KLRK1|CD244|ZNF683,-2.1,MyList
GO Biological Processes,19,GO:0002705,positive regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-4.7,8.4,6.8,28160,135,174,7,4,1.5,958|3822|6375|7305|22914|91543|117157,CD40|KLRC2|XCL1|TYROBP|KLRK1|RSAD2|SH2D1B,-2.1,MyList
GO Biological Processes,19,GO:0070663,regulation of leukocyte proliferation,19_GO:0050789 regulation of biological process,-4.6,5.9,6.1,28160,246,174,9,5.2,1.7,684|958|2064|3600|6375|6850|7305|8379|11314,BST2|CD40|ERBB2|IL15|XCL1|SYK|TYROBP|MAD1L1|CD300A,-2.1,MyList
GO Biological Processes,19,GO:0002285,lymphocyte activation involved in immune response,19_GO:0002376 immune system process,-4.5,6.7,6.3,28160,194,174,8,4.6,1.6,958|2207|3822|10875|51744|202309|257101|282618,CD40|FCER1G|KLRC2|FGL2|CD244|GAPT|ZNF683|IFNL1,-2,MyList
GO Biological Processes,19,GO:0032481,positive regulation of type I interferon production,19_GO:0048518 positive regulation of biological process,-4.5,14,7.8,28160,58,174,5,2.9,1.3,4938|4940|6850|9636|79132,OAS1|OAS3|SYK|ISG15|DHX58,-2,MyList
Reactome Gene Sets,6,R-HSA-2424491,DAP12 signaling,,-4.5,22,8.9,28160,30,174,4,2.3,1.1,3822|6850|7305|22914,KLRC2|SYK|TYROBP|KLRK1,-1.9,MyList
GO Biological Processes,19,GO:0035457,cellular response to interferon-alpha,19_GO:0050896 response to stimulus,-4.4,44,11,28160,11,174,3,1.7,0.99,3433|3437|149628,IFIT2|IFIT3|PYHIN1,-1.9,MyList
GO Biological Processes,19,GO:0001817,regulation of cytokine production,19_GO:0032501 multicellular organismal process,-4.4,3.2,5.1,28160,799,174,16,9.2,2.2,684|958|2207|3600|4938|4940|6375|6850|7305|8013|9636|51744|79132|91543|149628|282618,BST2|CD40|FCER1G|IL15|OAS1|OAS3|XCL1|SYK|TYROBP|NR4A3|ISG15|CD244|DHX58|RSAD2|PYHIN1|IFNL1,-1.9,MyList
GO Biological Processes,19,GO:0035456,response to interferon-beta,19_GO:0050896 response to stimulus,-4.4,20,8.6,28160,32,174,4,2.3,1.1,684|4938|5359|149628,BST2|OAS1|PLSCR1|PYHIN1,-1.8,MyList
GO Biological Processes,19,GO:0031343,positive regulation of cell killing,19_GO:0048518 positive regulation of biological process,-4.3,13,7.4,28160,63,174,5,2.9,1.3,3822|6375|6850|7305|22914,KLRC2|XCL1|SYK|TYROBP|KLRK1,-1.8,MyList
GO Biological Processes,19,GO:0002431,Fc receptor mediated stimulatory signaling pathway,19_GO:0002376 immune system process,-4.3,20,8.4,28160,33,174,4,2.3,1.1,2207|5359|6850|8013,FCER1G|PLSCR1|SYK|NR4A3,-1.8,MyList
GO Biological Processes,19,GO:0045576,mast cell activation,19_GO:0002376 immune system process,-4.3,12,7.2,28160,66,174,5,2.9,1.3,5359|6850|7462|8013|11314,PLSCR1|SYK|LAT2|NR4A3|CD300A,-1.7,MyList
GO Biological Processes,19,GO:0051250,negative regulation of lymphocyte activation,19_GO:0002376 immune system process,-4.2,7.2,6.2,28160,157,174,7,4,1.5,2064|6375|7305|8379|10875|11314|282618,ERBB2|XCL1|TYROBP|MAD1L1|FGL2|CD300A|IFNL1,-1.7,MyList
GO Biological Processes,19,GO:0002832,negative regulation of response to biotic stimulus,19_GO:0048519 negative regulation of biological process,-4.2,9,6.6,28160,108,174,6,3.4,1.4,4938|4940|9636|10875|11274|79132,OAS1|OAS3|ISG15|FGL2|USP18|DHX58,-1.7,MyList
GO Biological Processes,19,GO:0032814,regulation of natural killer cell activation,19_GO:0002376 immune system process,-4.2,18,8.2,28160,35,174,4,2.3,1.1,3600|3822|7305|257101,IL15|KLRC2|TYROBP|ZNF683,-1.7,MyList
GO Biological Processes,19,GO:0060338,regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.1,18,8,28160,36,174,4,2.3,1.1,4938|4940|9636|11274,OAS1|OAS3|ISG15|USP18,-1.7,MyList
GO Biological Processes,19,GO:0002708,positive regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-4.1,8.6,6.4,28160,113,174,6,3.4,1.4,958|3822|6375|22914|91543|117157,CD40|KLRC2|XCL1|KLRK1|RSAD2|SH2D1B,-1.7,MyList
WikiPathways,27,WP619,Type II interferon signaling (IFNG),,-4.1,17,7.9,28160,37,174,4,2.3,1.1,2537|3433|4938|9636,IFI6|IFIT2|OAS1|ISG15,-1.6,MyList
WikiPathways,27,WP4341,"Non-genomic actions of 1,25 dihydroxyvitamin D3",,-4.1,11,6.9,28160,71,174,5,2.9,1.3,857|958|9636|10964|91543,CAV1|CD40|ISG15|IFI44L|RSAD2,-1.6,MyList
GO Biological Processes,19,GO:0045824,negative regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.1,11,6.9,28160,71,174,5,2.9,1.3,4938|4940|9636|11274|79132,OAS1|OAS3|ISG15|USP18|DHX58,-1.6,MyList
GO Biological Processes,19,GO:0050670,regulation of lymphocyte proliferation,19_GO:0002376 immune system process,-4.1,5.7,5.6,28160,226,174,8,4.6,1.6,958|2064|3600|6375|6850|7305|8379|11314,CD40|ERBB2|IL15|XCL1|SYK|TYROBP|MAD1L1|CD300A,-1.6,MyList
GO Biological Processes,19,GO:0032944,regulation of mononuclear cell proliferation,19_GO:0050789 regulation of biological process,-4,5.7,5.6,28160,228,174,8,4.6,1.6,958|2064|3600|6375|6850|7305|8379|11314,CD40|ERBB2|IL15|XCL1|SYK|TYROBP|MAD1L1|CD300A,-1.6,MyList
