Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0035456,response to interferon-beta,19_GO:0050896 response to stimulus,-12,21,15,28160,32,464,11,2.4,0.71,684|4938|5359|6772|8519|10410|10581|11277|54739|55337|87178,BST2|OAS1|PLSCR1|STAT1|IFITM1|IFITM3|IFITM2|TREX1|XAF1|SHFL|PNPT1,-8.6,MyList
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-11,5.2,9.6,28160,318,464,27,5.8,1.1,684|950|1514|3434|3669|3965|4061|4599|4938|4940|5359|5610|6993|8519|8638|9397|9636|10346|10410|10581|24138|27074|51510|55337|64135|84875|91543,BST2|SCARB2|CTSL|IFIT1|ISG20|LGALS9|LY6E|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|DYNLT1|IFITM1|OASL|NMT2|ISG15|TRIM22|IFITM3|IFITM2|IFIT5|LAMP3|CHMP5|SHFL|IFIH1|PARP10|RSAD2,-8.2,MyList
GO Biological Processes,19,GO:0019079,viral genome replication,19_GO:0016032 viral process,-11,8.3,11,28160,131,464,18,3.9,0.9,684|3434|3669|4599|4938|4940|5359|5610|8519|8638|9636|10410|10581|24138|55337|64135|84875|91543,BST2|IFIT1|ISG20|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|ISG15|IFITM3|IFITM2|IFIT5|SHFL|IFIH1|PARP10|RSAD2,-8.1,MyList
GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-11,3.4,8.5,28160,730,464,41,8.8,1.3,567|959|973|1191|1235|1514|1880|2207|3105|3507|3512|3665|3822|4049|4063|6375|6966|6978|6984|7462|11126|11277|22914|27074|28516|28518|28526|28642|28656|28667|28669|28670|28683|28684|28689|28692|51744|64167|91543|117157|257101,B2M|CD40LG|CD79A|CLU|CCR6|CTSL|GPR183|FCER1G|HLA-A|IGHM|JCHAIN|IRF7|KLRC2|LTA|LY9|XCL1|TRGC1|TRGV5|TRGV10|LAT2|CD160|TREX1|KLRK1|LAMP3|TRDV3|TRDV1|TRDC|TRAV39|TRAV26-2|TRAV16|TRAV14DV4|TRAV13-2|TRAV8-3|TRAV8-2|TRAV4|TRAV1-2|CD244|ERAP2|RSAD2|SH2D1B|ZNF683,-7.9,MyList
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-11,6.1,9.8,28160,218,464,22,4.7,0.99,2|3105|3430|3665|3822|3965|4938|4940|5359|6773|7305|9111|9636|11126|11274|11277|22914|56339|79132|81030|117157|259197,A2M|HLA-A|IFI35|IRF7|KLRC2|LGALS9|OAS1|OAS3|PLSCR1|STAT2|TYROBP|NMI|ISG15|CD160|USP18|TREX1|KLRK1|METTL3|DHX58|ZBP1|SH2D1B|NCR3,-7.8,MyList
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-11,4.4,9,28160,416,464,30,6.5,1.1,684|950|1514|3434|3665|3669|3965|4061|4599|4938|4940|5359|5610|6772|6993|8519|8638|9397|9636|10346|10410|10581|24138|27074|27090|51510|55337|64135|84875|91543,BST2|SCARB2|CTSL|IFIT1|IRF7|ISG20|LGALS9|LY6E|MX1|OAS1|OAS3|PLSCR1|EIF2AK2|STAT1|DYNLT1|IFITM1|OASL|NMT2|ISG15|TRIM22|IFITM3|IFITM2|IFIT5|LAMP3|ST6GALNAC4|CHMP5|SHFL|IFIH1|PARP10|RSAD2,-7.7,MyList
GO Biological Processes,19,GO:0035455,response to interferon-alpha,19_GO:0050896 response to stimulus,-11,26,15,28160,21,464,9,1.9,0.64,684|3433|3437|4600|5610|8519|10410|10581|27074,BST2|IFIT2|IFIT3|MX2|EIF2AK2|IFITM1|IFITM3|IFITM2|LAMP3,-7.7,MyList
Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-10,11,11,28160,80,464,14,3,0.79,1974|3434|4599|4600|4938|4940|5610|6772|8638|9246|9636|11274|23586|51191,EIF4A2|IFIT1|MX1|MX2|OAS1|OAS3|EIF2AK2|STAT1|OASL|UBE2L6|ISG15|USP18|DDX58|HERC5,-7.3,MyList
Reactome Gene Sets,6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-10,7.8,10,28160,132,464,17,3.7,0.87,567|959|3105|3384|3804|3811|3812|3820|7305|8519|10219|11126|22914|51348|117157|131450|259197,B2M|CD40LG|HLA-A|ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRB1|TYROBP|IFITM1|KLRG1|CD160|KLRK1|KLRF1|SH2D1B|CD200R1|NCR3,-7.2,MyList
WikiPathways,27,WP619,Type II interferon signaling (IFNG),,-9.5,16,12,28160,37,464,10,2.2,0.67,2537|3433|3460|3660|4938|5610|6772|6773|9636|10379,IFI6|IFIT2|IFNGR2|IRF2|OAS1|EIF2AK2|STAT1|STAT2|ISG15|IRF9,-6.6,MyList
GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-9.4,3.3,7.8,28160,656,464,36,7.8,1.2,2|567|684|959|1191|1235|1880|2207|3105|3430|3507|3665|3811|3822|3965|4049|4063|5729|6375|7305|7462|9111|10875|11126|11277|22914|23586|28526|51744|55601|58533|79132|91543|117157|257101|259197,A2M|B2M|BST2|CD40LG|CLU|CCR6|GPR183|FCER1G|HLA-A|IFI35|IGHM|IRF7|KIR3DL1|KLRC2|LGALS9|LTA|LY9|PTGDR|XCL1|TYROBP|LAT2|NMI|FGL2|CD160|TREX1|KLRK1|DDX58|TRDC|CD244|DDX60|SNX6|DHX58|RSAD2|SH2D1B|ZNF683|NCR3,-6.5,MyList
KEGG Pathway,24,ko04650,Natural killer cell mediated cytotoxicity,,-9.2,7.3,9.4,28160,133,464,16,3.4,0.85,2207|3105|3384|3460|3804|3811|3812|3822|3823|5578|7305|8743|22914|51744|117157|259197,FCER1G|HLA-A|ICAM2|IFNGR2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|PRKCA|TYROBP|TNFSF10|KLRK1|CD244|SH2D1B|NCR3,-6.3,MyList
KEGG Pathway,24,hsa04650,Natural killer cell mediated cytotoxicity ,,-9.2,7.3,9.4,28160,133,464,16,3.4,0.85,2207|3105|3384|3460|3804|3811|3812|3822|3823|5578|7305|8743|22914|51744|117157|259197,FCER1G|HLA-A|ICAM2|IFNGR2|KIR2DL3|KIR3DL1|KIR3DL2|KLRC2|KLRC3|PRKCA|TYROBP|TNFSF10|KLRK1|CD244|SH2D1B|NCR3,-6.3,MyList
WikiPathways,27,WP4868,Type I interferon induction and signaling during SARS-CoV-2 infection,,-8.9,18,12,28160,31,464,9,1.9,0.64,3665|4938|4940|5610|6772|6773|10379|23586|64135,IRF7|OAS1|OAS3|EIF2AK2|STAT1|STAT2|IRF9|DDX58|IFIH1,-6,MyList
GO Biological Processes,19,GO:0045824,negative regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.7,10,10,28160,71,464,12,2.6,0.74,2|3105|3965|4938|4940|6773|9111|9636|11274|11277|56339|79132,A2M|HLA-A|LGALS9|OAS1|OAS3|STAT2|NMI|ISG15|USP18|TREX1|METTL3|DHX58,-5.9,MyList
WikiPathways,27,WP4880,Host-pathogen interaction of human coronaviruses - interferon induction,,-8.6,17,12,28160,33,464,9,1.9,0.64,2353|4938|4940|5610|6772|6773|10379|23586|64135,FOS|OAS1|OAS3|EIF2AK2|STAT1|STAT2|IRF9|DDX58|IFIH1,-5.8,MyList
GO Biological Processes,19,GO:0002832,negative regulation of response to biotic stimulus,19_GO:0048519 negative regulation of biological process,-8.5,7.9,9.3,28160,108,464,14,3,0.79,2|3105|3965|4938|4940|6773|9111|9636|10875|11274|11277|56339|79132|114769,A2M|HLA-A|LGALS9|OAS1|OAS3|STAT2|NMI|ISG15|FGL2|USP18|TREX1|METTL3|DHX58|CARD16,-5.7,MyList
Reactome Gene Sets,6,R-HSA-877300,Interferon gamma signaling,,-8.5,8.7,9.5,28160,91,464,13,2.8,0.77,567|2635|3105|3460|3660|3665|4502|4938|4940|6772|8638|10346|10379,B2M|GBP3|HLA-A|IFNGR2|IRF2|IRF7|MT2A|OAS1|OAS3|STAT1|OASL|TRIM22|IRF9,-5.6,MyList
GO Biological Processes,19,GO:0060338,regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.3,15,11,28160,36,464,9,1.9,0.64,3665|4938|4940|6773|9636|11274|11277|56339|81030,IRF7|OAS1|OAS3|STAT2|ISG15|USP18|TREX1|METTL3|ZBP1,-5.5,MyList
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-8.3,3.2,7.2,28160,625,464,33,7.1,1.2,2|241|3105|3430|3434|3665|3822|3965|4049|4258|4938|4940|5359|6375|6772|6773|7305|9111|9636|10875|11126|11274|11277|22914|23586|51191|56339|58533|79132|81030|117157|131450|259197,A2M|ALOX5AP|HLA-A|IFI35|IFIT1|IRF7|KLRC2|LGALS9|LTA|MGST2|OAS1|OAS3|PLSCR1|XCL1|STAT1|STAT2|TYROBP|NMI|ISG15|FGL2|CD160|USP18|TREX1|KLRK1|DDX58|HERC5|METTL3|SNX6|DHX58|ZBP1|SH2D1B|CD200R1|NCR3,-5.5,MyList
KEGG Pathway,24,hsa05168,Herpes simplex infection,,-7.9,5.6,8.1,28160,185,464,17,3.7,0.87,2353|3105|3434|3460|3665|4049|4938|4940|5610|6502|6772|6773|6908|8740|10379|23586|64135,FOS|HLA-A|IFIT1|IFNGR2|IRF7|LTA|OAS1|OAS3|EIF2AK2|SKP2|STAT1|STAT2|TBP|TNFSF14|IRF9|DDX58|IFIH1,-5.1,MyList
KEGG Pathway,24,ko05168,Herpes simplex infection,,-7.9,5.6,8.1,28160,185,464,17,3.7,0.87,2353|3105|3434|3460|3665|4049|4938|4940|5610|6502|6772|6773|6908|8740|10379|23586|64135,FOS|HLA-A|IFIT1|IFNGR2|IRF7|LTA|OAS1|OAS3|EIF2AK2|SKP2|STAT1|STAT2|TBP|TNFSF14|IRF9|DDX58|IFIH1,-5.1,MyList
GO Biological Processes,19,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.7,21,12,28160,20,464,7,1.5,0.57,4938|4940|6773|9636|11274|11277|56339,OAS1|OAS3|STAT2|ISG15|USP18|TREX1|METTL3,-4.9,MyList
Reactome Gene Sets,6,R-HSA-1169408,ISG15 antiviral mechanism,,-7.6,9.3,9.1,28160,72,464,11,2.4,0.71,1974|3434|4599|4600|5610|6772|9246|9636|11274|23586|51191,EIF4A2|IFIT1|MX1|MX2|EIF2AK2|STAT1|UBE2L6|ISG15|USP18|DDX58|HERC5,-4.8,MyList
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-7.6,3.5,7,28160,472,464,27,5.8,1.1,973|2207|3105|3430|3507|3665|3822|3965|4938|4940|5359|7305|7462|8638|9111|9473|10616|11126|23586|28526|55601|64135|79132|91543|131450|257144|259197,CD79A|FCER1G|HLA-A|IFI35|IGHM|IRF7|KLRC2|LGALS9|OAS1|OAS3|PLSCR1|TYROBP|LAT2|OASL|NMI|THEMIS2|RBCK1|CD160|DDX58|TRDC|DDX60|IFIH1|DHX58|RSAD2|CD200R1|GCSAM|NCR3,-4.8,MyList
GO Biological Processes,19,GO:0002443,leukocyte mediated immunity,19_GO:0002376 immune system process,-7.6,3.6,7,28160,442,464,26,5.6,1.1,567|684|959|1191|1235|2207|3105|3507|3665|3811|3822|3965|4049|5729|6375|7305|7462|11126|11277|22914|23586|28526|58533|91543|117157|259197,B2M|BST2|CD40LG|CLU|CCR6|FCER1G|HLA-A|IGHM|IRF7|KIR3DL1|KLRC2|LGALS9|LTA|PTGDR|XCL1|TYROBP|LAT2|CD160|TREX1|KLRK1|DDX58|TRDC|SNX6|RSAD2|SH2D1B|NCR3,-4.8,MyList
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-7.2,3.9,7,28160,341,464,22,4.7,0.99,2|567|684|959|3105|3822|3965|4049|6375|7305|10875|11126|11277|22914|23586|51744|55601|79132|91543|117157|257101|259197,A2M|B2M|BST2|CD40LG|HLA-A|KLRC2|LGALS9|LTA|XCL1|TYROBP|FGL2|CD160|TREX1|KLRK1|DDX58|CD244|DDX60|DHX58|RSAD2|SH2D1B|ZNF683|NCR3,-4.4,MyList
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-6.9,5.5,7.5,28160,167,464,15,3.2,0.82,3430|3665|3822|5359|5578|7305|8638|9111|11126|22914|55601|79132|81030|117157|259197,IFI35|IRF7|KLRC2|PLSCR1|PRKCA|TYROBP|OASL|NMI|CD160|KLRK1|DDX60|DHX58|ZBP1|SH2D1B|NCR3,-4.2,MyList
WikiPathways,27,WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,,-6.8,8.9,8.5,28160,68,464,10,2.2,0.67,3433|3665|4599|5473|6772|6773|8519|11126|23586|79132,IFIT2|IRF7|MX1|PPBP|STAT1|STAT2|IFITM1|CD160|DDX58|DHX58,-4.1,MyList
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-6.5,3.4,6.4,28160,433,464,24,5.2,1,2|684|1843|2841|3105|3965|4938|4940|6375|6773|7305|7940|8379|9111|9636|10875|11126|11274|11277|22914|56339|79132|131450|257144,A2M|BST2|DUSP1|GPR18|HLA-A|LGALS9|OAS1|OAS3|XCL1|STAT2|TYROBP|LST1|MAD1L1|NMI|ISG15|FGL2|CD160|USP18|TREX1|KLRK1|METTL3|DHX58|CD200R1|GCSAM,-3.8,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-6.4,3,6.1,28160,576,464,28,6,1.1,2|567|973|1191|2207|3105|3430|3507|3665|3822|3965|4049|5359|6375|7305|7462|9111|9473|10616|11126|11277|22914|28526|81030|91543|117157|257144|259197,A2M|B2M|CD79A|CLU|FCER1G|HLA-A|IFI35|IGHM|IRF7|KLRC2|LGALS9|LTA|PLSCR1|XCL1|TYROBP|LAT2|NMI|THEMIS2|RBCK1|CD160|TREX1|KLRK1|TRDC|ZBP1|RSAD2|SH2D1B|GCSAM|NCR3,-3.7,MyList
GO Biological Processes,19,GO:0039530,MDA-5 signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.3,28,11,28160,11,464,5,1.1,0.48,3665|4940|55601|64135|79132,IRF7|OAS3|DDX60|IFIH1|DHX58,-3.6,MyList
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-6.1,2.6,5.8,28160,771,464,33,7.1,1.2,567|684|959|973|1235|1514|1880|2207|2841|3105|3507|3822|3965|4063|6375|6659|7305|7462|7940|8379|8740|9473|10875|11126|11277|22914|28526|51744|56339|64343|91543|257101|259197,B2M|BST2|CD40LG|CD79A|CCR6|CTSL|GPR183|FCER1G|GPR18|HLA-A|IGHM|KLRC2|LGALS9|LY9|XCL1|SOX4|TYROBP|LAT2|LST1|MAD1L1|TNFSF14|THEMIS2|FGL2|CD160|TREX1|KLRK1|TRDC|CD244|METTL3|AZI2|RSAD2|ZNF683|NCR3,-3.5,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-6.1,3.3,6.1,28160,427,464,23,5,1,241|1235|3315|3430|3665|3822|3965|4049|4258|5359|5578|6375|6846|7305|8638|9111|11126|22914|55601|79132|81030|117157|259197,ALOX5AP|CCR6|HSPB1|IFI35|IRF7|KLRC2|LGALS9|LTA|MGST2|PLSCR1|PRKCA|XCL1|XCL2|TYROBP|OASL|NMI|CD160|KLRK1|DDX60|DHX58|ZBP1|SH2D1B|NCR3,-3.4,MyList
GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-6.1,4.7,6.7,28160,194,464,15,3.2,0.82,2|3105|3965|4938|4940|6375|6773|9111|9636|10875|11126|11274|11277|56339|79132,A2M|HLA-A|LGALS9|OAS1|OAS3|XCL1|STAT2|NMI|ISG15|FGL2|CD160|USP18|TREX1|METTL3|DHX58,-3.4,MyList
GO Biological Processes,19,GO:0002366,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-6,4,6.4,28160,276,464,18,3.9,0.9,959|1235|1880|2207|3430|3822|3965|4063|5729|7305|7462|9111|10875|11277|51744|58533|117157|257101,CD40LG|CCR6|GPR183|FCER1G|IFI35|KLRC2|LGALS9|LY9|PTGDR|TYROBP|LAT2|NMI|FGL2|TREX1|CD244|SNX6|SH2D1B|ZNF683,-3.4,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-6,3.1,6,28160,467,464,24,5.2,1,567|959|1191|2207|3105|3315|3665|3965|4049|4050|4063|4938|4940|5610|6375|6772|7305|9636|11126|23586|51744|64135|79132|91543,B2M|CD40LG|CLU|FCER1G|HLA-A|HSPB1|IRF7|LGALS9|LTA|LTB|LY9|OAS1|OAS3|EIF2AK2|XCL1|STAT1|TYROBP|ISG15|CD160|DDX58|CD244|IFIH1|DHX58|RSAD2,-3.3,MyList
GO Biological Processes,19,GO:0002263,cell activation involved in immune response,19_GO:0002376 immune system process,-6,3.9,6.3,28160,280,464,18,3.9,0.9,959|1235|1880|2207|3430|3822|3965|4063|5729|7305|7462|9111|10875|11277|51744|58533|117157|257101,CD40LG|CCR6|GPR183|FCER1G|IFI35|KLRC2|LGALS9|LY9|PTGDR|TYROBP|LAT2|NMI|FGL2|TREX1|CD244|SNX6|SH2D1B|ZNF683,-3.3,MyList
