Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0035456,response to interferon-beta,19_GO:0050896 response to stimulus,-16,26,19,28160,32,472,14,3,0.78,684|3428|4938|5359|6772|8519|10410|10581|11277|51079|54739|55337|87178|149628,BST2|IFI16|OAS1|PLSCR1|STAT1|IFITM1|IFITM3|IFITM2|TREX1|NDUFA13|XAF1|SHFL|PNPT1|PYHIN1,-13,MyList
GO Biological Processes,19,GO:0034340,response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-16,17,16,28160,58,472,17,3.6,0.86,3434|3665|4599|4938|4939|4940|6772|6773|8519|9636|10410|10581|11274|11277|55337|56339|81030,IFIT1|IRF7|MX1|OAS1|OAS2|OAS3|STAT1|STAT2|IFITM1|ISG15|IFITM3|IFITM2|USP18|TREX1|SHFL|METTL3|ZBP1,-13,MyList
GO Biological Processes,19,GO:1903900,regulation of viral life cycle,19_GO:0016032 viral process,-16,9.7,14,28160,148,472,24,5.1,1,684|3428|3434|3669|3965|4061|4599|4938|4939|4940|5359|5610|6737|8519|8638|8815|9636|10346|10410|10581|24138|27074|55337|91543,BST2|IFI16|IFIT1|ISG20|LGALS9|LY6E|MX1|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|TRIM21|IFITM1|OASL|BANF1|ISG15|TRIM22|IFITM3|IFITM2|IFIT5|LAMP3|SHFL|RSAD2,-13,MyList
GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-16,5.3,12,28160,416,472,37,7.8,1.2,684|950|1514|3428|3434|3665|3669|3965|4061|4599|4938|4939|4940|5359|5610|6737|6772|6993|8519|8638|8815|9397|9636|10346|10410|10581|11267|24138|27074|27090|28985|29082|51510|55337|83666|91543|128866,BST2|SCARB2|CTSL|IFI16|IFIT1|IRF7|ISG20|LGALS9|LY6E|MX1|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|TRIM21|STAT1|DYNLT1|IFITM1|OASL|BANF1|NMT2|ISG15|TRIM22|IFITM3|IFITM2|SNF8|IFIT5|LAMP3|ST6GALNAC4|MCTS1|CHMP4A|CHMP5|SHFL|PARP9|RSAD2|CHMP4B,-13,MyList
GO Biological Processes,19,GO:0045069,regulation of viral genome replication,19_GO:0016032 viral process,-16,13,15,28160,85,472,19,4,0.9,684|3428|3434|3669|4599|4938|4939|4940|5359|5610|8519|8638|8815|9636|10410|10581|24138|55337|91543,BST2|IFI16|IFIT1|ISG20|MX1|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|BANF1|ISG15|IFITM3|IFITM2|IFIT5|SHFL|RSAD2,-13,MyList
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-15,6,12,28160,318,472,32,6.8,1.2,684|950|1514|3428|3434|3669|3965|4061|4599|4938|4939|4940|5359|5610|6737|6993|8519|8638|8815|9397|9636|10346|10410|10581|11267|24138|27074|29082|51510|55337|91543|128866,BST2|SCARB2|CTSL|IFI16|IFIT1|ISG20|LGALS9|LY6E|MX1|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|TRIM21|DYNLT1|IFITM1|OASL|BANF1|NMT2|ISG15|TRIM22|IFITM3|IFITM2|SNF8|IFIT5|LAMP3|CHMP4A|CHMP5|SHFL|RSAD2|CHMP4B,-12,MyList
GO Biological Processes,19,GO:0071357,cellular response to type I interferon,19_GO:0044419 biological process involved in interspecies interaction between organisms,-14,17,15,28160,52,472,15,3.2,0.81,3434|3665|4938|4939|4940|6772|6773|8519|9636|10410|10581|11274|11277|56339|81030,IFIT1|IRF7|OAS1|OAS2|OAS3|STAT1|STAT2|IFITM1|ISG15|IFITM3|IFITM2|USP18|TREX1|METTL3|ZBP1,-11,MyList
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-14,7.1,12,28160,218,472,26,5.5,1.1,2|2896|3105|3428|3430|3665|3965|4938|4940|5359|6737|6773|7305|9111|9636|11126|11274|11277|22914|54625|56339|79132|81030|83666|149628|259197,A2M|GRN|HLA-A|IFI16|IFI35|IRF7|LGALS9|OAS1|OAS3|PLSCR1|TRIM21|STAT2|TYROBP|NMI|ISG15|CD160|USP18|TREX1|KLRK1|PARP14|METTL3|DHX58|ZBP1|PARP9|PYHIN1|NCR3,-11,MyList
GO Biological Processes,19,GO:0045824,negative regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-13,13,14,28160,71,472,16,3.4,0.83,2|2896|3105|3428|3965|4938|4940|6737|6773|9111|9636|11274|11277|54625|56339|79132,A2M|GRN|HLA-A|IFI16|LGALS9|OAS1|OAS3|TRIM21|STAT2|NMI|ISG15|USP18|TREX1|PARP14|METTL3|DHX58,-10,MyList
GO Biological Processes,19,GO:0060337,type I interferon signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-13,17,15,28160,50,472,14,3,0.78,3665|4938|4939|4940|6772|6773|8519|9636|10410|10581|11274|11277|56339|81030,IRF7|OAS1|OAS2|OAS3|STAT1|STAT2|IFITM1|ISG15|IFITM3|IFITM2|USP18|TREX1|METTL3|ZBP1,-10,MyList
GO Biological Processes,19,GO:0035455,response to interferon-alpha,19_GO:0050896 response to stimulus,-12,28,16,28160,21,472,10,2.1,0.66,684|3433|3437|4600|5610|8519|10410|10581|27074|149628,BST2|IFIT2|IFIT3|MX2|EIF2AK2|IFITM1|IFITM3|IFITM2|LAMP3|PYHIN1,-9.3,MyList
GO Biological Processes,19,GO:0019079,viral genome replication,19_GO:0016032 viral process,-12,8.7,11,28160,131,472,19,4,0.9,684|3428|3434|3669|4599|4938|4939|4940|5359|5610|8519|8638|8815|9636|10410|10581|24138|55337|91543,BST2|IFI16|IFIT1|ISG20|MX1|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|IFITM1|OASL|BANF1|ISG15|IFITM3|IFITM2|IFIT5|SHFL|RSAD2,-9.1,MyList
WikiPathways,27,WP4197,Immune response to tuberculosis,,-12,26,16,28160,23,472,10,2.1,0.66,3430|3434|3437|4599|4938|5696|6772|6773|8519|10379,IFI35|IFIT1|IFIT3|MX1|OAS1|PSMB8|STAT1|STAT2|IFITM1|IRF9,-8.8,MyList
GO Biological Processes,19,GO:0002832,negative regulation of response to biotic stimulus,19_GO:0048519 negative regulation of biological process,-11,9.4,11,28160,108,472,17,3.6,0.86,2|2896|3105|3428|3965|4938|4940|6737|6773|9111|9636|11274|11277|54625|56339|79132|114769,A2M|GRN|HLA-A|IFI16|LGALS9|OAS1|OAS3|TRIM21|STAT2|NMI|ISG15|USP18|TREX1|PARP14|METTL3|DHX58|CARD16,-8.5,MyList
Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-11,11,12,28160,80,472,15,3.2,0.81,3434|4599|4600|4938|4939|4940|5610|6772|8638|9246|9636|11274|23586|51191|129401,IFIT1|MX1|MX2|OAS1|OAS2|OAS3|EIF2AK2|STAT1|OASL|UBE2L6|ISG15|USP18|DDX58|HERC5|NUP35,-8.4,MyList
WikiPathways,27,WP619,Type II interferon signaling (IFNG),,-9.4,16,12,28160,37,472,10,2.1,0.66,2537|3433|3660|4938|5610|5698|6772|6773|9636|10379,IFI6|IFIT2|IRF2|OAS1|EIF2AK2|PSMB9|STAT1|STAT2|ISG15|IRF9,-6.5,MyList
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0023052 signaling,-9.2,3.8,8,28160,472,472,30,6.4,1.1,834|1235|1460|2207|3561|3665|4599|4938|4939|4940|5473|6375|6772|6773|6846|8519|8638|8784|9111|9636|10410|10581|11274|11277|54625|56339|81030|83666|114769|149951,CASP1|CCR6|CSNK2B|FCER1G|IL2RG|IRF7|MX1|OAS1|OAS2|OAS3|PPBP|XCL1|STAT1|STAT2|XCL2|IFITM1|OASL|TNFRSF18|NMI|ISG15|IFITM3|IFITM2|USP18|TREX1|PARP14|METTL3|ZBP1|PARP9|CARD16|COMMD7,-6.3,MyList
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-9.2,3.3,7.7,28160,625,472,35,7.4,1.2,2|241|834|2896|3105|3428|3430|3434|3665|3965|4049|4938|4940|5359|6375|6737|6772|6773|7305|9111|9636|11126|11274|11277|22914|23586|51191|54625|56339|79132|81030|83666|131450|149628|259197,A2M|ALOX5AP|CASP1|GRN|HLA-A|IFI16|IFI35|IFIT1|IRF7|LGALS9|LTA|OAS1|OAS3|PLSCR1|XCL1|TRIM21|STAT1|STAT2|TYROBP|NMI|ISG15|CD160|USP18|TREX1|KLRK1|DDX58|HERC5|PARP14|METTL3|DHX58|ZBP1|PARP9|CD200R1|PYHIN1|NCR3,-6.3,MyList
GO Biological Processes,19,GO:0050777,negative regulation of immune response,19_GO:0002376 immune system process,-9.1,5.8,8.8,28160,194,472,19,4,0.9,2|966|2896|3105|3428|3965|4938|4940|6375|6737|6773|9111|9636|11126|11274|11277|54625|56339|79132,A2M|CD59|GRN|HLA-A|IFI16|LGALS9|OAS1|OAS3|XCL1|TRIM21|STAT2|NMI|ISG15|CD160|USP18|TREX1|PARP14|METTL3|DHX58,-6.2,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-9,3.4,7.7,28160,576,472,33,7,1.2,2|567|966|973|1191|2207|2896|3105|3428|3430|3507|3514|3665|3965|4049|5359|6375|7305|7462|8891|9111|11126|11277|22914|28526|51010|79037|81030|83666|91543|149628|257144|259197,A2M|B2M|CD59|CD79A|CLU|FCER1G|GRN|HLA-A|IFI16|IFI35|IGHM|IGKC|IRF7|LGALS9|LTA|PLSCR1|XCL1|TYROBP|LAT2|EIF2B3|NMI|CD160|TREX1|KLRK1|TRDC|EXOSC3|PVRIG|ZBP1|PARP9|RSAD2|PYHIN1|GCSAM|NCR3,-6.1,MyList
WikiPathways,27,WP4868,Type I interferon induction and signaling during SARS-CoV-2 infection,,-8.9,17,12,28160,31,472,9,1.9,0.63,3665|4938|4939|4940|5610|6772|6773|10379|23586,IRF7|OAS1|OAS2|OAS3|EIF2AK2|STAT1|STAT2|IRF9|DDX58,-6,MyList
GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-8.8,3.9,7.8,28160,433,472,28,5.9,1.1,2|684|966|2841|2896|3105|3428|3965|4938|4940|6375|6737|6773|7305|7940|8379|9111|9636|11126|11274|11277|22914|54625|56339|79037|79132|131450|257144,A2M|BST2|CD59|GPR18|GRN|HLA-A|IFI16|LGALS9|OAS1|OAS3|XCL1|TRIM21|STAT2|TYROBP|LST1|MAD1L1|NMI|ISG15|CD160|USP18|TREX1|KLRK1|PARP14|METTL3|PVRIG|DHX58|CD200R1|GCSAM,-6,MyList
GO Biological Processes,19,GO:0002252,immune effector process,19_GO:0002376 immune system process,-8.7,3.2,7.4,28160,656,472,35,7.4,1.2,2|567|684|966|1191|1235|2207|2475|2896|3105|3430|3507|3514|3665|3965|4049|5729|6375|7305|7462|9025|9111|11126|11277|22914|23586|28526|51010|51237|51744|55601|79132|91543|257101|259197,A2M|B2M|BST2|CD59|CLU|CCR6|FCER1G|MTOR|GRN|HLA-A|IFI35|IGHM|IGKC|IRF7|LGALS9|LTA|PTGDR|XCL1|TYROBP|LAT2|RNF8|NMI|CD160|TREX1|KLRK1|DDX58|TRDC|EXOSC3|MZB1|CD244|DDX60|DHX58|RSAD2|ZNF683|NCR3,-5.8,MyList
WikiPathways,27,WP4880,Host-pathogen interaction of human coronaviruses - interferon induction,,-8.6,16,11,28160,33,472,9,1.9,0.63,4938|4939|4940|5599|5610|6772|6773|10379|23586,OAS1|OAS2|OAS3|MAPK8|EIF2AK2|STAT1|STAT2|IRF9|DDX58,-5.8,MyList
GO Biological Processes,19,GO:0035458,cellular response to interferon-beta,19_GO:0050896 response to stimulus,-8.5,20,12,28160,24,472,8,1.7,0.59,3428|4938|6772|10581|11277|51079|87178|149628,IFI16|OAS1|STAT1|IFITM2|TREX1|NDUFA13|PNPT1|PYHIN1,-5.6,MyList
GO Biological Processes,19,GO:0002833,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-8.4,6.1,8.6,28160,167,472,17,3.6,0.86,2896|3428|3430|3665|5359|5578|7305|8638|9111|11126|22914|55601|79132|81030|83666|149628|259197,GRN|IFI16|IFI35|IRF7|PLSCR1|PRKCA|TYROBP|OASL|NMI|CD160|KLRK1|DDX60|DHX58|ZBP1|PARP9|PYHIN1|NCR3,-5.6,MyList
Reactome Gene Sets,6,R-HSA-877300,Interferon gamma signaling,,-8.4,8.5,9.4,28160,91,472,13,2.8,0.75,567|3105|3660|3665|4502|4938|4939|4940|6737|6772|8638|10346|10379,B2M|HLA-A|IRF2|IRF7|MT2A|OAS1|OAS2|OAS3|TRIM21|STAT1|OASL|TRIM22|IRF9,-5.6,MyList
GO Biological Processes,19,GO:0060338,regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.2,15,11,28160,36,472,9,1.9,0.63,3665|4938|4940|6773|9636|11274|11277|56339|81030,IRF7|OAS1|OAS3|STAT2|ISG15|USP18|TREX1|METTL3|ZBP1,-5.4,MyList
GO Biological Processes,19,GO:0002250,adaptive immune response,19_GO:0002376 immune system process,-8,2.9,6.9,28160,730,472,36,7.6,1.2,567|973|1191|1235|1514|2207|2475|3105|3507|3512|3514|3665|4049|6375|6966|6967|6976|6984|7462|9025|11126|11277|22914|27074|28516|28518|28526|28642|28656|28670|28692|51010|51744|64167|91543|257101,B2M|CD79A|CLU|CCR6|CTSL|FCER1G|MTOR|HLA-A|IGHM|JCHAIN|IGKC|IRF7|LTA|XCL1|TRGC1|TRGC2|TRGV3|TRGV10|LAT2|RNF8|CD160|TREX1|KLRK1|LAMP3|TRDV3|TRDV1|TRDC|TRAV39|TRAV26-2|TRAV13-2|TRAV1-2|EXOSC3|CD244|ERAP2|RSAD2|ZNF683,-5.2,MyList
KEGG Pathway,24,ko05168,Herpes simplex infection,,-7.8,5.5,8,28160,185,472,17,3.6,0.86,1460|3105|3434|3665|4049|4938|4939|4940|5599|5610|6502|6772|6773|8683|8740|10379|23586,CSNK2B|HLA-A|IFIT1|IRF7|LTA|OAS1|OAS2|OAS3|MAPK8|EIF2AK2|SKP2|STAT1|STAT2|SRSF9|TNFSF14|IRF9|DDX58,-5,MyList
KEGG Pathway,24,hsa05168,Herpes simplex infection,,-7.8,5.5,8,28160,185,472,17,3.6,0.86,1460|3105|3434|3665|4049|4938|4939|4940|5599|5610|6502|6772|6773|8683|8740|10379|23586,CSNK2B|HLA-A|IFIT1|IRF7|LTA|OAS1|OAS2|OAS3|MAPK8|EIF2AK2|SKP2|STAT1|STAT2|SRSF9|TNFSF14|IRF9|DDX58,-5,MyList
GO Biological Processes,19,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-7.6,21,12,28160,20,472,7,1.5,0.56,4938|4940|6773|9636|11274|11277|56339,OAS1|OAS3|STAT2|ISG15|USP18|TREX1|METTL3,-4.9,MyList
GO Biological Processes,19,GO:0070106,interleukin-27-mediated signaling pathway,19_GO:0023052 signaling,-7.6,43,14,28160,7,472,5,1.1,0.47,4599|4938|4939|6772|8638,MX1|OAS1|OAS2|STAT1|OASL,-4.8,MyList
Reactome Gene Sets,6,R-HSA-1169408,ISG15 antiviral mechanism,,-7.5,9.1,9,28160,72,472,11,2.3,0.69,3434|4599|4600|5610|6772|9246|9636|11274|23586|51191|129401,IFIT1|MX1|MX2|EIF2AK2|STAT1|UBE2L6|ISG15|USP18|DDX58|HERC5|NUP35,-4.8,MyList
GO Biological Processes,19,GO:0002764,immune response-regulating signaling pathway,19_GO:0002376 immune system process,-7.4,3.4,6.9,28160,472,472,27,5.7,1.1,973|2207|3105|3430|3507|3514|3665|3965|4938|4940|5359|5599|7305|7462|8638|8891|9111|11126|23586|28526|55601|79037|79132|91543|131450|257144|259197,CD79A|FCER1G|HLA-A|IFI35|IGHM|IGKC|IRF7|LGALS9|OAS1|OAS3|PLSCR1|MAPK8|TYROBP|LAT2|OASL|EIF2B3|NMI|CD160|DDX58|TRDC|DDX60|PVRIG|DHX58|RSAD2|CD200R1|GCSAM|NCR3,-4.7,MyList
KEGG Pathway,24,ko05164,Influenza A,,-7.4,5.5,7.8,28160,173,472,16,3.4,0.83,834|3665|4599|4938|4939|4940|5578|5599|5605|5610|6772|6773|8743|10379|23586|91543,CASP1|IRF7|MX1|OAS1|OAS2|OAS3|PRKCA|MAPK8|MAP2K2|EIF2AK2|STAT1|STAT2|TNFSF10|IRF9|DDX58|RSAD2,-4.7,MyList
GO Biological Processes,19,GO:0032103,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-7.1,3.5,6.8,28160,427,472,25,5.3,1,241|1235|2896|3315|3428|3430|3665|3965|4049|5359|5578|6375|6846|7305|8638|9111|11126|22914|55601|79132|81030|83666|149628|259197|284114,ALOX5AP|CCR6|GRN|HSPB1|IFI16|IFI35|IRF7|LGALS9|LTA|PLSCR1|PRKCA|XCL1|XCL2|TYROBP|OASL|NMI|CD160|KLRK1|DDX60|DHX58|ZBP1|PARP9|PYHIN1|NCR3|TMEM102,-4.4,MyList
KEGG Pathway,24,hsa05164,Influenza A,,-7.1,5.2,7.5,28160,182,472,16,3.4,0.83,834|3665|4599|4938|4939|4940|5578|5599|5605|5610|6772|6773|8743|10379|23586|91543,CASP1|IRF7|MX1|OAS1|OAS2|OAS3|PRKCA|MAPK8|MAP2K2|EIF2AK2|STAT1|STAT2|TNFSF10|IRF9|DDX58|RSAD2,-4.4,MyList
GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-7,3.8,6.9,28160,341,472,22,4.7,0.97,2|567|684|966|2896|3105|3965|4049|6375|7305|11126|11277|22914|23586|51010|51237|51744|55601|79132|91543|257101|259197,A2M|B2M|BST2|CD59|GRN|HLA-A|LGALS9|LTA|XCL1|TYROBP|CD160|TREX1|KLRK1|DDX58|EXOSC3|MZB1|CD244|DDX60|DHX58|RSAD2|ZNF683|NCR3,-4.4,MyList
GO Biological Processes,19,GO:0034341,response to interferon-gamma,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.9,5.9,7.7,28160,141,472,14,3,0.78,684|834|3965|6375|6737|6772|6846|8519|9111|10410|10581|54625|55337|83666,BST2|CASP1|LGALS9|XCL1|TRIM21|STAT1|XCL2|IFITM1|NMI|IFITM3|IFITM2|PARP14|SHFL|PARP9,-4.3,MyList
Reactome Gene Sets,6,R-HSA-8983711,OAS antiviral response,,-6.8,33,13,28160,9,472,5,1.1,0.47,4938|4939|4940|8638|23586,OAS1|OAS2|OAS3|OASL|DDX58,-4.2,MyList
WikiPathways,27,WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,,-6.7,8.8,8.4,28160,68,472,10,2.1,0.66,3433|3665|4599|5473|6772|6773|8519|11126|23586|79132,IFIT2|IRF7|MX1|PPBP|STAT1|STAT2|IFITM1|CD160|DDX58|DHX58,-4.1,MyList
Reactome Gene Sets,6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-6.4,5.9,7.3,28160,132,472,13,2.8,0.75,567|3105|3384|3812|3820|7305|8519|10219|11126|22914|51348|131450|259197,B2M|HLA-A|ICAM2|KIR3DL2|KLRB1|TYROBP|IFITM1|KLRG1|CD160|KLRK1|KLRF1|CD200R1|NCR3,-3.8,MyList
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-6.4,3.2,6.2,28160,467,472,25,5.3,1,567|834|1191|2207|3105|3315|3428|3665|3965|4049|4050|4938|4939|4940|5610|6375|6772|7305|9636|11126|23586|51744|79132|91543|149628,B2M|CASP1|CLU|FCER1G|HLA-A|HSPB1|IFI16|IRF7|LGALS9|LTA|LTB|OAS1|OAS2|OAS3|EIF2AK2|XCL1|STAT1|TYROBP|ISG15|CD160|DDX58|CD244|DHX58|RSAD2|PYHIN1,-3.7,MyList
