Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-909733,Interferon alpha/beta signaling,,-9.9,11,11,28160,70,464,13,2.8,0.77,684|2537|3430|3433|3434|3437|4599|4600|4938|4940|9636|11274|91543,BST2|IFI6|IFI35|IFIT2|IFIT1|IFIT3|MX1|MX2|OAS1|OAS3|ISG15|USP18|RSAD2,-6.6,MyList
GO Biological Processes,19,GO:0002429,immune response-activating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-9.9,5,8.9,28160,291,464,24,5.2,1,719|1240|2207|2268|3493|3494|3822|6850|7305|7462|8398|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|SYK|TYROBP|LAT2|PLA2G6|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-6.6,MyList
GO Biological Processes,19,GO:0002757,immune response-activating signal transduction,19_GO:0002376 immune system process,-9.9,5,8.9,28160,291,464,24,5.2,1,719|1240|2207|2268|3493|3494|3822|6850|7305|7462|8398|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|SYK|TYROBP|LAT2|PLA2G6|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-6.6,MyList
GO Biological Processes,19,GO:0002253,activation of immune response,19_GO:0002376 immune system process,-9.7,4.4,8.5,28160,376,464,27,5.8,1.1,2|719|1240|2207|2268|3493|3494|3822|6850|7305|7462|8398|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|81030|149628|100423062,A2M|C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|SYK|TYROBP|LAT2|PLA2G6|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|ZBP1|PYHIN1|IGLL5,-6.5,MyList
GO Biological Processes,19,GO:0002440,production of molecular mediator of immune response,19_GO:0002376 immune system process,-9.4,4.7,8.5,28160,309,464,24,5.2,1,684|6375|11126|23529|23586|28669|28793|28796|28809|28813|28815|28817|28822|28823|28874|28876|28893|28912|28923|28937|28938|28941|30009|91543,BST2|XCL1|CD160|CLCF1|DDX58|TRAV14DV4|IGLV3-25|IGLV3-21|IGLV3-1|IGLV2-23|IGLV2-14|IGLV2-8|IGLV1-47|IGLV1-44|IGKV3D-20|IGKV3D-11|IGKV1D-39|IGKV3-20|IGKV2-24|IGKV1-17|IGKV1-16|IGKV1-9|TBX21|RSAD2,-6.2,MyList
GO Biological Processes,19,GO:0002768,immune response-regulating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-9.2,4.6,8.4,28160,315,464,24,5.2,1,719|1240|2207|2268|3493|3494|3822|6850|7305|7462|8398|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|SYK|TYROBP|LAT2|PLA2G6|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-6.1,MyList
GO Biological Processes,19,GO:0002377,immunoglobulin production,19_GO:0002376 immune system process,-9.2,5.6,8.8,28160,217,464,20,4.3,0.94,6375|23529|28669|28793|28796|28809|28813|28815|28817|28822|28823|28874|28876|28893|28912|28923|28937|28938|28941|30009,XCL1|CLCF1|TRAV14DV4|IGLV3-25|IGLV3-21|IGLV3-1|IGLV2-23|IGLV2-14|IGLV2-8|IGLV1-47|IGLV1-44|IGKV3D-20|IGKV3D-11|IGKV1D-39|IGKV3-20|IGKV2-24|IGKV1-17|IGKV1-16|IGKV1-9|TBX21,-6.1,MyList
GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-9.1,3.7,7.9,28160,515,464,31,6.7,1.2,944|2064|2268|3493|3494|3600|3822|6352|6375|6850|7305|8379|8767|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|257101|100423062|100528032,TNFSF8|ERBB2|FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|MAD1L1|RIPK2|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|ZNF683|IGLL5|KLRC4-KLRK1,-6,MyList
GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-9,3.1,7.5,28160,748,464,38,8.2,1.3,944|968|2207|2268|3493|3494|3512|4938|4940|6352|6850|7132|7538|8398|8767|9636|10578|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|28646|28657|28689|28692|28693|28912|51510|55603|79132|100423062,TNFSF8|CD68|FCER1G|FGR|IGHA1|IGHA2|JCHAIN|OAS1|OAS3|CCL5|SYK|TNFRSF1A|ZFP36|PLA2G6|RIPK2|ISG15|GNLY|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TRAV36DV7|TRAV26-1|TRAV4|TRAV1-2|TRAV1-1|IGKV3-20|CHMP5|TENT5A|DHX58|IGLL5,-5.9,MyList
GO Biological Processes,19,GO:0002449,lymphocyte mediated immunity,19_GO:0002376 immune system process,-8.9,4.3,8.1,28160,351,464,25,5.4,1,2207|3493|3494|3811|3822|6375|8284|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|91543|117157|100423062|100528032,FCER1G|IGHA1|IGHA2|KIR3DL1|KLRC2|XCL1|KDM5D|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|RSAD2|SH2D1B|IGLL5|KLRC4-KLRK1,-5.9,MyList
GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-8.6,3.3,7.4,28160,606,464,33,7.1,1.2,944|2064|2268|3493|3494|3600|3822|6352|6375|6850|7305|8379|8530|8767|10077|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|257101|100423062|100528032,TNFSF8|ERBB2|FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|MAD1L1|CST7|RIPK2|TSPAN32|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|ZNF683|IGLL5|KLRC4-KLRK1,-5.6,MyList
GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0050789 regulation of biological process,-8.4,3.2,7.3,28160,650,464,34,7.3,1.2,944|2064|2207|2268|3493|3494|3600|3822|6352|6375|6850|7305|8379|8530|8767|10077|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|257101|100423062|100528032,TNFSF8|ERBB2|FCER1G|FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|MAD1L1|CST7|RIPK2|TSPAN32|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|ZNF683|IGLL5|KLRC4-KLRK1,-5.4,MyList
GO Biological Processes,19,GO:0045088,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.4,5.3,8.2,28160,218,464,19,4.1,0.92,2|2268|3430|3822|4938|4940|6352|6850|7305|9636|11126|11274|56253|79132|80231|81030|117157|149628|100528032,A2M|FGR|IFI35|KLRC2|OAS1|OAS3|CCL5|SYK|TYROBP|ISG15|CD160|USP18|CRTAM|DHX58|TASL|ZBP1|SH2D1B|PYHIN1|KLRC4-KLRK1,-5.4,MyList
GO Biological Processes,19,GO:0050853,B cell receptor signaling pathway,19_GO:0002376 immune system process,-8.3,6.9,8.8,28160,131,464,15,3.2,0.82,3493|3494|6850|7462|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|SYK|LAT2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-5.3,MyList
GO Biological Processes,19,GO:0050871,positive regulation of B cell activation,19_GO:0002376 immune system process,-8.3,6.4,8.6,28160,152,464,16,3.4,0.85,3493|3494|6850|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,IGHA1|IGHA2|SYK|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-5.3,MyList
Reactome Gene Sets,6,R-HSA-913531,Interferon Signaling,,-8.2,5.5,8.2,28160,199,464,18,3.9,0.9,684|2537|2635|3430|3433|3434|3437|4599|4600|4938|4940|9636|10346|10475|11274|23586|51191|91543,BST2|IFI6|GBP3|IFI35|IFIT2|IFIT1|IFIT3|MX1|MX2|OAS1|OAS3|ISG15|TRIM22|TRIM38|USP18|DDX58|HERC5|RSAD2,-5.3,MyList
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-8.1,2.9,7,28160,771,464,37,8,1.3,684|944|2064|2207|2268|3493|3494|3600|3822|4063|6352|6375|6850|7305|7462|8379|8767|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|64343|91543|257101|100423062|100528032,BST2|TNFSF8|ERBB2|FCER1G|FGR|IGHA1|IGHA2|IL15|KLRC2|LY9|CCL5|XCL1|SYK|TYROBP|LAT2|MAD1L1|RIPK2|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|AZI2|RSAD2|ZNF683|IGLL5|KLRC4-KLRK1,-5.2,MyList
GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-8,4,7.5,28160,362,464,24,5.2,1,3493|3494|3600|3822|6352|6375|6850|7305|8767|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062|100528032,IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|RIPK2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5|KLRC4-KLRK1,-5.1,MyList
GO Biological Processes,19,GO:0006910,"phagocytosis, recognition",19_GO:0051179 localization,-8,7.9,8.9,28160,100,464,13,2.8,0.77,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-5.1,MyList
GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-7.7,3.1,6.9,28160,625,464,32,6.9,1.2,2|2268|3430|3434|3600|3822|4814|4938|4940|6352|6375|6850|7132|7305|7538|8530|8767|9636|10077|10875|11126|11274|23586|51191|56253|79132|80231|81030|117157|149628|255520|100528032,A2M|FGR|IFI35|IFIT1|IL15|KLRC2|NINJ1|OAS1|OAS3|CCL5|XCL1|SYK|TNFRSF1A|TYROBP|ZFP36|CST7|RIPK2|ISG15|TSPAN32|FGL2|CD160|USP18|DDX58|HERC5|CRTAM|DHX58|TASL|ZBP1|SH2D1B|PYHIN1|ELMOD2|KLRC4-KLRK1,-4.8,MyList
GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-7.6,3.7,7.1,28160,409,464,25,5.4,1,2268|3493|3494|3600|3822|6352|6375|6850|7305|8767|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062|100528032,FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|RIPK2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5|KLRC4-KLRK1,-4.7,MyList
GO Biological Processes,19,GO:0006958,"complement activation, classical pathway",19_GO:0002376 immune system process,-7.6,7.3,8.5,28160,108,464,13,2.8,0.77,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-4.7,MyList
GO Biological Processes,19,GO:0050864,regulation of B cell activation,19_GO:0002376 immune system process,-7.4,5.2,7.7,28160,198,464,17,3.7,0.87,3493|3494|6850|7305|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,IGHA1|IGHA2|SYK|TYROBP|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-4.6,MyList
GO Biological Processes,19,GO:0006956,complement activation,19_GO:0002376 immune system process,-7.4,6.5,8.1,28160,131,464,14,3,0.79,2|3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,A2M|IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-4.6,MyList
GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-7.4,3.6,7,28160,420,464,25,5.4,1,2268|3493|3494|3600|3822|6352|6375|6850|7305|8767|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062|100528032,FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|RIPK2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5|KLRC4-KLRK1,-4.6,MyList
GO Biological Processes,19,GO:0016064,immunoglobulin mediated immune response,19_GO:0002376 immune system process,-7.2,5,7.4,28160,207,464,17,3.7,0.87,2207|3493|3494|6375|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,FCER1G|IGHA1|IGHA2|XCL1|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-4.4,MyList
GO Biological Processes,19,GO:0019724,B cell mediated immunity,19_GO:0002376 immune system process,-7.1,4.9,7.4,28160,210,464,17,3.7,0.87,2207|3493|3494|6375|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,FCER1G|IGHA1|IGHA2|XCL1|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-4.3,MyList
GO Biological Processes,19,GO:0002455,humoral immune response mediated by circulating immunoglobulin,19_GO:0002376 immune system process,-7,6.5,7.9,28160,121,464,13,2.8,0.77,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-4.2,MyList
GO Biological Processes,19,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-6.8,3.7,6.7,28160,357,464,22,4.7,0.99,2207|3493|3494|4063|6375|8284|8767|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|91543|100423062,FCER1G|IGHA1|IGHA2|LY9|XCL1|KDM5D|RIPK2|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|RSAD2|IGLL5,-4.1,MyList
GO Biological Processes,19,GO:0006911,"phagocytosis, engulfment",19_GO:0051179 localization,-6.7,6.2,7.6,28160,127,464,13,2.8,0.77,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-4,MyList
Reactome Gene Sets,6,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,,-6.5,6,7.4,28160,132,464,13,2.8,0.77,3384|3804|3811|3812|3820|7305|10219|11126|29990|51348|56253|117157|100528032,ICAM2|KIR2DL3|KIR3DL1|KIR3DL2|KLRB1|TYROBP|KLRG1|CD160|PILRB|KLRF1|CRTAM|SH2D1B|KLRC4-KLRK1,-3.8,MyList
GO Biological Processes,19,GO:0099024,plasma membrane invagination,19_GO:0009987 cellular process,-6.4,5.8,7.3,28160,136,464,13,2.8,0.77,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-3.6,MyList
GO Biological Processes,19,GO:0050851,antigen receptor-mediated signaling pathway,19_GO:0002376 immune system process,-6.2,4.3,6.6,28160,240,464,17,3.7,0.87,3493|3494|6850|7462|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|SYK|LAT2|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-3.5,MyList
