_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-9.688178599218025,GO:0002253,M1,1,0,GO Biological Processes,19,activation of immune response,19_GO:0002376 immune system process,-9.688178599218025,4.358033749082905,8.484781694771423,28160,376,464,27,5.818965517241379,1.0867899902144729,2|719|1240|2207|2268|3493|3494|3822|6850|7305|7462|8398|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|81030|149628|100423062,A2M|C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|SYK|TYROBP|LAT2|PLA2G6|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|ZBP1|PYHIN1|IGLL5,-6.4725976816579465,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-9.19043649404673,GO:0002768,M1,1,0,GO Biological Processes,19,immune response-regulating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-9.19043649404673,4.623973727422003,8.371933793715977,28160,315,464,24,5.172413793103448,1.0281464688181488,719|1240|2207|2268|3493|3494|3822|6850|7305|7462|8398|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,C3AR1|CMKLR1|FCER1G|FGR|IGHA1|IGHA2|KLRC2|SYK|TYROBP|LAT2|PLA2G6|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-6.0524615556845625,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-9.134825669829246,GO:0051249,M1,1,0,GO Biological Processes,19,regulation of lymphocyte activation,19_GO:0002376 immune system process,-9.134825669829246,3.653163709407433,7.865357090974565,28160,515,464,31,6.681034482758621,1.1591718455395181,944|2064|2268|3493|3494|3600|3822|6352|6375|6850|7305|8379|8767|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|257101|100423062|100528032,TNFSF8|ERBB2|FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|MAD1L1|RIPK2|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|ZNF683|IGLL5|KLRC4-KLRK1,-6.028389221694235,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-8.97171393418822,GO:0009617,M1,1,0,GO Biological Processes,19,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-8.97171393418822,3.0831643002028404,7.474171186463814,28160,748,464,38,8.189655172413794,1.2729742742937322,944|968|2207|2268|3493|3494|3512|4938|4940|6352|6850|7132|7538|8398|8767|9636|10578|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|28646|28657|28689|28692|28693|28912|51510|55603|79132|100423062,TNFSF8|CD68|FCER1G|FGR|IGHA1|IGHA2|JCHAIN|OAS1|OAS3|CCL5|SYK|TNFRSF1A|ZFP36|PLA2G6|RIPK2|ISG15|GNLY|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TRAV36DV7|TRAV26-1|TRAV4|TRAV1-2|TRAV1-1|IGKV3-20|CHMP5|TENT5A|DHX58|IGLL5,-5.888758581902732,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-8.9404243330319,GO:0002449,M1,1,0,GO Biological Processes,19,lymphocyte mediated immunity,19_GO:0002376 immune system process,-8.9404243330319,4.322625012280185,8.107767404328493,28160,351,464,25,5.387931034482759,1.0481544768601265,2207|3493|3494|3811|3822|6375|8284|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|91543|117157|100423062|100528032,FCER1G|IGHA1|IGHA2|KIR3DL1|KLRC2|XCL1|KDM5D|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|RSAD2|SH2D1B|IGLL5|KLRC4-KLRK1,-5.879745375457566,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-8.592332027688908,GO:0002694,M1,1,0,GO Biological Processes,19,regulation of leukocyte activation,19_GO:0002376 immune system process,-8.592332027688908,3.3048822123591672,7.424236539881582,28160,606,464,33,7.112068965517241,1.193214807435845,944|2064|2268|3493|3494|3600|3822|6352|6375|6850|7305|8379|8530|8767|10077|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|257101|100423062|100528032,TNFSF8|ERBB2|FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|MAD1L1|CST7|RIPK2|TSPAN32|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|ZNF683|IGLL5|KLRC4-KLRK1,-5.552842369184511,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-8.395309093530614,GO:0050865,M1,1,0,GO Biological Processes,19,regulation of cell activation,19_GO:0050789 regulation of biological process,-8.395309093530614,3.1745358090185674,7.260006772240675,28160,650,464,34,7.327586206896552,1.2097530214866268,944|2064|2207|2268|3493|3494|3600|3822|6352|6375|6850|7305|8379|8530|8767|10077|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|257101|100423062|100528032,TNFSF8|ERBB2|FCER1G|FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|MAD1L1|CST7|RIPK2|TSPAN32|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|ZNF683|IGLL5|KLRC4-KLRK1,-5.376022821114503,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-8.321367152021935,GO:0050853,M1,1,0,GO Biological Processes,19,B cell receptor signaling pathway,19_GO:0002376 immune system process,-8.321367152021935,6.949197157146618,8.833835071830263,28160,131,464,15,3.2327586206896552,0.8210920159402237,3493|3494|6850|7462|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|SYK|LAT2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-5.3398694404952245,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-8.298002912253096,GO:0050871,M1,1,0,GO Biological Processes,19,positive regulation of B cell activation,19_GO:0002376 immune system process,-8.298002912253096,6.388384754990926,8.621809498461234,28160,152,464,16,3.4482758620689653,0.8470753180008922,3493|3494|6850|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,IGHA1|IGHA2|SYK|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-5.334233967686818,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-8.09037230431945,GO:0046649,M1,1,0,GO Biological Processes,19,lymphocyte activation,19_GO:0002376 immune system process,-8.09037230431945,2.912473724227381,6.969372172445144,28160,771,464,37,7.974137931034483,1.2575863901910351,684|944|2064|2207|2268|3493|3494|3600|3822|4063|6352|6375|6850|7305|7462|8379|8767|10875|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|64343|91543|257101|100423062|100528032,BST2|TNFSF8|ERBB2|FCER1G|FGR|IGHA1|IGHA2|IL15|KLRC2|LY9|CCL5|XCL1|SYK|TYROBP|LAT2|MAD1L1|RIPK2|FGL2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|AZI2|RSAD2|ZNF683|IGLL5|KLRC4-KLRK1,-5.160027115240121,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.998228601695765,GO:0051251,M1,1,0,GO Biological Processes,19,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-7.998228601695765,4.023623547342351,7.49435580122148,28160,362,464,24,5.172413793103448,1.0281464688181488,3493|3494|3600|3822|6352|6375|6850|7305|8767|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062|100528032,IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|RIPK2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5|KLRC4-KLRK1,-5.083677679799668,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.96624879332363,GO:0006910,M1,1,0,GO Biological Processes,19,"phagocytosis, recognition",19_GO:0051179 localization,-7.96624879332363,7.889655172413793,8.933316718145008,28160,100,464,13,2.8017241379310347,0.7660956145421873,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-5.06693783798427,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.6065836006553225,GO:0002696,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-7.6065836006553225,3.709636624230672,7.144839345083101,28160,409,464,25,5.387931034482759,1.0481544768601265,2268|3493|3494|3600|3822|6352|6375|6850|7305|8767|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062|100528032,FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|RIPK2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5|KLRC4-KLRK1,-4.736236341251279,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.556270365529359,GO:0006958,M1,1,0,GO Biological Processes,19,"complement activation, classical pathway",19_GO:0002376 immune system process,-7.556270365529359,7.305236270753512,8.49748500156601,28160,108,464,13,2.8017241379310347,0.7660956145421873,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-4.699711390610949,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.440515147298611,GO:0050864,M1,1,0,GO Biological Processes,19,regulation of B cell activation,19_GO:0002376 immune system process,-7.440515147298611,5.210727969348659,7.695994407587708,28160,198,464,17,3.663793103448276,0.8721702153644453,3493|3494|6850|7305|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,IGHA1|IGHA2|SYK|TYROBP|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-4.597320133938182,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.421631455271319,GO:0006956,M1,1,0,GO Biological Processes,19,complement activation,19_GO:0002376 immune system process,-7.421631455271319,6.485917346670176,8.145920832353193,28160,131,464,14,3.0172413793103448,0.7941331106258365,2|3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,A2M|IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-4.5914014190752575,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.382114342616782,GO:0050867,M1,1,0,GO Biological Processes,19,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-7.382114342616782,3.61247947454844,6.9820568839358526,28160,420,464,25,5.387931034482759,1.0481544768601265,2268|3493|3494|3600|3822|6352|6375|6850|7305|8767|11126|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062|100528032,FGR|IGHA1|IGHA2|IL15|KLRC2|CCL5|XCL1|SYK|TYROBP|RIPK2|CD160|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5|KLRC4-KLRK1,-4.564473433728741,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.157448948156181,GO:0016064,M1,1,0,GO Biological Processes,19,immunoglobulin mediated immune response,19_GO:0002376 immune system process,-7.157448948156181,4.984174579376978,7.446777871669413,28160,207,464,17,3.663793103448276,0.8721702153644453,2207|3493|3494|6375|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,FCER1G|IGHA1|IGHA2|XCL1|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-4.352042495685152,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-7.06652233300512,GO:0019724,M1,1,0,GO Biological Processes,19,B cell mediated immunity,19_GO:0002376 immune system process,-7.06652233300512,4.912972085385878,7.3668965260497155,28160,210,464,17,3.663793103448276,0.8721702153644453,2207|3493|3494|6375|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|100423062,FCER1G|IGHA1|IGHA2|XCL1|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|IGLL5,-4.273015103833799,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-6.962370866904412,GO:0002455,M1,1,0,GO Biological Processes,19,humoral immune response mediated by circulating immunoglobulin,19_GO:0002376 immune system process,-6.962370866904412,6.52037617554859,7.876606992760476,28160,121,464,13,2.8017241379310347,0.7660956145421873,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-4.180445510282906,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-6.826208546355425,GO:0002460,M1,1,0,GO Biological Processes,19,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,19_GO:0002376 immune system process,-6.826208546355425,3.739978750120738,6.743642698257493,28160,357,464,22,4.741379310344827,0.9866099800513318,2207|3493|3494|4063|6375|8284|8767|23529|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|30009|56253|91543|100423062,FCER1G|IGHA1|IGHA2|LY9|XCL1|KDM5D|RIPK2|CLCF1|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|TBX21|CRTAM|RSAD2|IGLL5,-4.055564200143608,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-6.713773663284019,GO:0006911,M1,1,0,GO Biological Processes,19,"phagocytosis, engulfment",19_GO:0051179 localization,-6.713773663284019,6.212326907412436,7.620049576867074,28160,127,464,13,2.8017241379310347,0.7660956145421873,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-3.9541247013736647,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-6.3665756922998815,GO:0099024,M1,1,0,GO Biological Processes,19,plasma membrane invagination,19_GO:0009987 cellular process,-6.3665756922998815,5.801217038539554,7.26465190893344,28160,136,464,13,2.8017241379310347,0.7660956145421873,3493|3494|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-3.628116029459466,0,2,0,0,-12.284676265970534,7.889655172413793,
1,-6.239672937641391,GO:0050851,M1,1,0,GO Biological Processes,19,antigen receptor-mediated signaling pathway,19_GO:0002376 immune system process,-6.239672937641391,4.2988505747126435,6.643082361745239,28160,240,464,17,3.663793103448276,0.8721702153644453,3493|3494|6850|7462|8767|11126|28388|28392|28394|28395|28410|28412|28420|28448|28461|28473|100423062,IGHA1|IGHA2|SYK|LAT2|RIPK2|CD160|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-72|IGHV3-66|IGHV3-53|IGHV3-15|IGHV1-69|IGHV1-3|IGLL5,-3.511432439982661,0,2,0,0,-12.284676265970534,7.889655172413793,
